timestamps,TP9,AF7,AF8,TP10,Right AUX
1644798607.216,-58.105,-751.465,-31.250,-27.832,0.000,0
1644798607.220,-48.340,-577.148,-25.879,-16.113,0.000,0
1644798607.224,-39.062,255.859,-29.785,-15.137,0.000,0
1644798607.228,-44.922,231.445,-28.809,-26.855,0.000,0
1644798607.232,-63.477,-126.953,-28.809,-35.156,0.000,0
1644798607.236,-75.684,-312.012,-33.691,-41.504,0.000,0
1644798607.240,-60.059,-146.973,-30.762,-44.434,0.000,0
1644798607.244,-37.598,50.781,-29.297,-31.738,0.000,0
1644798607.248,-39.551,-81.543,-30.762,-12.207,0.000,0
1644798607.252,-52.734,-262.695,-31.250,-2.930,0.000,0
1644798607.256,-63.965,-458.496,-33.691,-23.926,0.000,0
1644798607.259,-51.758,-698.242,-30.762,-24.902,0.000,0
1644798607.263,-28.809,-668.457,-25.879,-13.184,0.000,0
1644798607.267,-24.902,172.363,-23.438,-28.809,0.000,0
1644798607.271,-33.203,311.035,-26.367,-34.180,0.000,0
1644798607.275,-45.410,-405.762,-32.715,-22.949,0.000,0
1644798607.279,-53.223,-510.254,-35.156,-37.109,0.000,0
1644798607.283,-33.203,75.684,-28.809,-47.363,0.000,0
1644798607.287,-11.230,275.879,-26.367,-30.762,0.000,0
1644798607.291,-25.879,-32.715,-32.227,-20.020,0.000,0
1644798607.295,-48.340,-613.770,-37.598,-28.809,0.000,0
1644798607.298,-50.293,-809.570,-38.574,-48.828,0.000,0
1644798607.302,-36.621,-304.688,-33.691,-46.875,0.000,0
1644798607.306,-20.996,-529.297,-31.250,-22.949,0.000,0
1644798607.310,-29.785,-591.309,-30.273,-14.160,0.000,0
1644798607.314,-52.246,-114.746,-30.762,-31.738,0.000,0
1644798607.318,-61.035,-458.008,-31.250,-45.898,0.000,0
1644798607.322,-47.363,-342.773,-32.715,-34.668,0.000,0
1644798607.326,-42.480,236.816,-28.809,-20.020,0.000,0
1644798607.330,-60.547,411.621,-27.832,-21.484,0.000,0
1644798607.334,-62.988,-182.129,-34.180,-25.391,0.000,0
1644798607.337,-63.477,-648.438,-35.645,-33.203,0.000,0
1644798607.341,-53.223,-436.523,-28.809,-39.062,0.000,0
1644798607.345,-37.598,26.367,-24.902,-43.457,0.000,0
1644798607.349,-41.016,-14.648,-32.715,-39.062,0.000,0
1644798607.353,-59.570,-806.152,-36.133,-21.484,0.000,0
1644798607.357,-80.566,-678.711,-38.086,-24.902,0.000,0
1644798607.361,-71.777,-112.793,-36.621,-38.086,0.000,0
1644798607.365,-41.992,-6.836,-32.715,-33.203,0.000,0
1644798607.369,-39.551,43.457,-29.785,-19.043,0.000,0
1644798607.373,-64.453,43.945,-31.738,-16.602,0.000,0
1644798607.376,-73.242,-342.285,-40.527,-35.645,0.000,0
1644798607.380,-55.176,-391.113,-36.621,-45.410,0.000,0
1644798607.384,-39.062,13.672,-31.250,-26.367,0.000,0
1644798607.388,-38.574,53.711,-35.645,-18.066,0.000,0
1644798607.392,-49.805,-372.559,-38.574,-30.273,0.000,0
1644798607.396,-72.754,-882.812,-39.551,-27.832,0.000,0
1644798607.400,-62.500,-669.434,-41.504,-35.156,0.000,0
1644798607.404,-39.062,149.902,-38.086,-42.480,0.000,0
1644798607.407,-37.598,277.344,-35.645,-28.320,0.000,0
1644798607.411,-47.852,-174.805,-34.180,-26.367,0.000,0
1644798607.415,-62.988,-415.039,-34.668,-36.133,0.000,0
1644798607.419,-54.199,-217.773,-38.086,-47.852,0.000,0
1644798607.423,-29.785,-63.477,-36.621,-38.086,0.000,0
1644798607.427,-21.973,-13.672,-30.762,-31.738,0.000,0
1644798607.431,-35.156,92.285,-32.715,-32.715,0.000,0
1644798607.435,-53.711,-420.898,-41.016,-42.969,0.000,0
1644798607.439,-58.105,-938.965,-42.480,-42.480,0.000,0
1644798607.443,-48.340,-740.234,-37.109,-15.137,0.000,0
1644798607.446,-38.086,73.730,-29.297,-7.812,0.000,0
1644798607.450,-48.340,308.594,-34.180,-18.066,0.000,0
1644798607.454,-61.523,-383.301,-40.039,-19.043,0.000,0
1644798607.458,-51.758,-614.258,-38.086,-39.062,0.000,0
1644798607.462,-35.645,12.207,-35.645,-44.922,0.000,0
1644798607.466,-25.391,365.234,-30.762,-25.391,0.000,0
1644798607.470,-33.691,67.383,-32.715,-12.695,0.000,0
1644798607.474,-63.477,-335.449,-35.645,-8.789,0.000,0
1644798607.478,-69.824,-406.738,-31.250,-22.949,0.000,0
1644798607.482,-34.180,-225.586,-31.250,-33.691,0.000,0
1644798607.486,-17.578,-507.324,-32.227,-21.484,0.000,0
1644798607.489,-34.668,-735.840,-33.691,-24.902,0.000,0
1644798607.493,-63.477,-429.688,-36.133,-47.852,0.000,0
1644798607.497,-65.918,-530.273,-37.109,-56.152,0.000,0
1644798607.501,-42.480,-371.094,-38.086,-46.387,0.000,0
1644798607.505,-27.832,233.398,-35.156,-37.598,0.000,0
1644798607.509,-32.227,408.203,-28.809,-21.973,0.000,1
1644798607.513,-50.293,-166.016,-30.762,-22.949,0.000,0
1644798607.517,-51.758,-700.684,-34.180,-35.645,0.000,0
1644798607.521,-39.062,-280.273,-31.738,-36.133,0.000,0
1644798607.525,-18.555,297.852,-28.809,-37.109,0.000,0
1644798607.528,-21.484,31.738,-34.180,-37.598,0.000,0
1644798607.532,-64.941,-435.059,-41.504,-38.086,0.000,0
1644798607.536,-68.848,-435.547,-38.574,-40.039,0.000,0
1644798607.540,-51.270,-212.402,-34.668,-38.086,0.000,0
1644798607.544,-42.480,-364.258,-39.551,-18.066,0.000,0
1644798607.548,-41.992,-553.711,-41.016,-13.672,0.000,0
1644798607.552,-62.012,-156.738,-35.645,-22.461,0.000,0
1644798607.556,-68.359,-323.242,-42.480,-37.109,0.000,0
1644798607.560,-62.988,-500.977,-42.969,-44.922,0.000,0
1644798607.564,-47.852,-21.484,-38.574,-35.645,0.000,0
1644798607.567,-46.387,347.168,-41.016,-30.762,0.000,0
1644798607.571,-52.734,101.074,-37.109,-27.344,0.000,0
1644798607.575,-58.105,-671.875,-42.969,-20.508,0.000,0
1644798607.579,-57.129,-881.348,-44.922,-32.715,0.000,0
1644798607.583,-42.480,-268.555,-34.668,-42.480,0.000,0
1644798607.587,-31.250,137.207,-32.715,-19.531,0.000,0
1644798607.591,-44.922,-378.906,-37.598,-8.301,0.000,0
1644798607.595,-75.195,-697.266,-38.086,-24.902,0.000,0
1644798607.598,-71.289,-429.199,-37.109,-42.480,0.000,0
1644798607.603,-42.969,-321.777,-34.668,-41.016,0.000,0
1644798607.607,-40.527,-43.945,-31.738,-28.809,0.000,0
1644798607.610,-60.547,97.168,-30.762,-28.809,0.000,0
1644798607.614,-71.289,-219.727,-27.832,-27.344,0.000,0
1644798607.618,-62.988,-560.059,-24.902,-23.926,0.000,0
1644798607.622,-43.945,-502.930,-27.832,-27.832,0.000,0
1644798607.626,-29.297,-45.410,-22.461,-23.438,0.000,0
1644798607.630,-43.457,224.121,-19.531,-23.926,0.000,0
1644798607.634,-69.824,-442.383,-27.344,-30.762,0.000,0
1644798607.638,-65.918,-868.652,-31.738,-29.785,0.000,0
1644798607.641,-57.129,-159.180,-30.273,-39.062,0.000,0
1644798607.645,-53.223,409.180,-25.391,-23.438,0.000,0
1644798607.649,-50.781,-204.102,-27.344,-5.371,0.000,0
1644798607.653,-79.590,-844.727,-35.645,-26.367,0.000,0
1644798607.657,-86.914,-494.141,-40.039,-44.922,0.000,0
1644798607.661,-50.293,-266.602,-37.109,-42.969,0.000,0
1644798607.665,-35.645,-59.082,-37.109,-32.715,0.000,0
1644798607.669,-48.340,-110.840,-34.180,-15.625,0.000,0
1644798607.673,-58.105,-520.508,-30.762,-16.113,0.000,0
1644798607.677,-53.223,-791.992,-31.250,-29.297,0.000,0
1644798607.680,-40.039,-883.789,-28.809,-22.949,0.000,0
1644798607.684,-33.691,-342.773,-30.273,-20.996,0.000,0
1644798607.688,-37.109,366.211,-33.203,-24.414,0.000,0
1644798607.692,-44.434,-132.324,-37.598,-18.066,0.000,0
1644798607.696,-57.617,-699.707,-41.504,-21.484,0.000,0
1644798607.700,-59.082,-302.734,-35.156,-30.273,0.000,0
1644798607.704,-39.062,279.297,-28.320,-33.691,0.000,0
1644798607.708,-32.715,189.453,-29.785,-21.484,0.000,0
1644798607.712,-44.922,-322.754,-31.738,-17.090,0.000,0
1644798607.716,-44.434,-748.047,-29.785,-26.855,0.000,0
1644798607.720,-39.551,-601.074,-30.762,-38.574,0.000,0
1644798607.723,-31.250,-342.285,-29.297,-30.273,0.000,0
1644798607.727,-21.973,-565.430,-24.902,-19.043,0.000,0
1644798607.731,-37.598,-312.012,-26.855,-24.414,0.000,0
1644798607.735,-61.035,-320.801,-26.367,-27.344,0.000,0
1644798607.739,-58.594,-482.910,-20.996,-26.367,0.000,0
1644798607.743,-35.645,5.859,-18.066,-22.949,0.000,0
1644798607.747,-32.715,448.242,-22.461,-21.484,0.000,0
1644798607.751,-48.828,188.477,-29.785,-22.461,0.000,0
1644798607.755,-64.941,-474.609,-39.062,-23.926,0.000,0
1644798607.759,-56.641,-473.633,-34.668,-37.109,0.000,0
1644798607.762,-35.645,-77.637,-26.367,-39.551,0.000,0
1644798607.766,-35.156,27.832,-27.832,-17.578,0.000,0
1644798607.770,-52.734,-478.516,-28.809,-5.859,0.000,0
1644798607.774,-59.082,-938.965,-25.391,-27.832,0.000,0
1644798607.778,-58.594,-530.273,-25.879,-45.898,0.000,0
1644798607.782,-49.805,-20.508,-33.691,-48.828,0.000,0
1644798607.786,-36.621,178.223,-31.738,-35.156,0.000,0
1644798607.790,-41.504,218.262,-28.320,-24.414,0.000,0
1644798607.794,-55.664,-122.070,-32.227,-26.367,0.000,0
1644798607.798,-48.340,-525.391,-31.738,-27.344,0.000,0
1644798607.801,-28.809,-237.793,-30.273,-39.551,0.000,0
1644798607.805,-20.020,284.180,-29.785,-38.086,0.000,0
1644798607.809,-33.691,45.898,-33.203,-33.203,0.000,0
1644798607.813,-57.617,-668.457,-35.645,-38.086,0.000,0
1644798607.817,-55.664,-912.598,-34.180,-49.805,0.000,0
1644798607.821,-34.180,-222.168,-27.832,-59.082,0.000,0
1644798607.825,-20.996,331.055,-19.531,-38.086,0.000,0
1644798607.828,-37.598,114.746,-27.344,-18.555,0.000,0
1644798607.832,-56.152,-394.531,-38.086,-26.367,0.000,0
1644798607.836,-65.918,-626.465,-35.645,-46.875,0.000,0
1644798607.840,-57.617,-228.516,-30.273,-51.270,0.000,0
1644798607.844,-34.668,66.895,-29.297,-34.668,0.000,0
1644798607.848,-37.109,140.625,-25.879,-24.902,0.000,0
1644798607.852,-56.641,-98.633,-27.344,-25.391,0.000,0
1644798607.856,-67.383,-605.957,-32.715,-38.086,0.000,0
1644798607.860,-47.852,-907.227,-33.691,-38.086,0.000,0
1644798607.864,-32.715,-520.020,-29.297,-31.250,0.000,0
1644798607.867,-48.340,272.949,-28.809,-40.039,0.000,0
1644798607.871,-68.848,-92.773,-40.039,-53.223,0.000,0
1644798607.875,-81.055,-650.391,-43.945,-55.664,0.000,0
1644798607.879,-65.918,-277.832,-35.645,-50.293,0.000,0
1644798607.883,-41.992,319.824,-30.273,-47.852,0.000,0
1644798607.887,-45.898,258.789,-37.598,-40.039,0.000,0
1644798607.891,-55.664,-290.527,-42.480,-33.691,0.000,0
1644798607.895,-61.035,-623.535,-35.156,-42.480,0.000,0
1644798607.899,-61.035,-321.777,-31.738,-57.617,0.000,0
1644798607.902,-37.598,-227.539,-32.227,-47.852,0.000,0
1644798607.906,-29.297,-448.730,-34.668,-24.902,0.000,0
1644798607.910,-55.176,-117.676,-37.598,-26.367,0.000,0
1644798607.914,-69.336,-231.934,-36.133,-18.066,0.000,0
1644798607.918,-51.270,-578.125,-35.156,-17.578,0.000,0
1644798607.922,-32.715,-198.730,-31.738,-36.133,0.000,0
1644798607.926,-25.879,343.262,-33.691,-35.645,0.000,0
1644798607.930,-40.527,138.672,-40.527,-37.109,0.000,0
1644798607.934,-53.711,-589.844,-37.598,-28.320,0.000,0
1644798607.938,-43.457,-660.156,-36.133,-34.668,0.000,0
1644798607.942,-27.832,54.688,-38.086,-52.734,0.000,0
1644798607.945,-25.879,231.934,-37.109,-41.504,0.000,0
1644798607.949,-43.457,-325.684,-40.039,-37.109,0.000,0
1644798607.953,-56.641,-788.574,-41.016,-41.992,0.000,0
1644798607.957,-46.875,-765.625,-35.156,-43.945,0.000,0
1644798607.961,-28.320,-366.699,-30.273,-41.504,0.000,0
1644798607.965,-24.902,-338.379,-35.156,-37.109,0.000,0
1644798607.969,-34.668,-250.488,-37.598,-33.691,0.000,0
1644798607.973,-50.293,-185.059,-31.738,-39.062,0.000,0
1644798607.977,-48.828,-545.898,-29.785,-58.105,0.000,0
1644798607.981,-30.273,-341.797,-26.855,-50.293,0.000,0
1644798607.985,-23.926,192.383,-21.973,-30.762,0.000,0
1644798607.988,-31.250,272.461,-19.531,-22.949,0.000,0
1644798607.992,-42.480,-301.270,-29.785,-18.066,0.000,0
1644798607.996,-55.176,-909.668,-41.992,-30.273,0.000,0
1644798608.000,-41.504,-504.883,-35.156,-37.109,0.000,0
1644798608.004,-29.297,296.387,-27.832,-26.855,0.000,0
1644798608.008,-51.758,-36.133,-36.133,-21.973,0.000,0
1644798608.012,-64.941,-868.652,-41.992,-24.902,0.000,0
1644798608.016,-66.895,-632.812,-38.086,-40.039,0.000,0
1644798608.019,-62.012,-113.281,-31.738,-42.480,0.000,0
1644798608.024,-54.199,58.594,-26.855,-33.203,0.000,0
1644798608.028,-57.617,90.332,-31.250,-26.367,0.000,0
1644798608.031,-64.941,-29.297,-31.738,-30.762,0.000,0
1644798608.035,-73.242,-417.480,-29.785,-31.738,0.000,0
1644798608.039,-69.336,-468.750,-31.250,-37.109,0.000,0
1644798608.043,-57.617,-223.145,-38.574,-36.621,0.000,0
1644798608.047,-57.129,-129.395,-39.062,-33.203,0.000,0
1644798608.051,-69.336,-352.051,-36.133,-37.598,0.000,0
1644798608.055,-70.801,-862.793,-41.504,-38.086,0.000,0
1644798608.059,-59.570,-623.535,-31.738,-42.969,0.000,0
1644798608.062,-43.457,206.055,-20.996,-40.527,0.000,0
1644798608.066,-37.109,245.605,-30.762,-24.414,0.000,0
1644798608.070,-46.387,-231.445,-33.203,-20.020,0.000,0
1644798608.074,-57.617,-484.375,-33.203,-39.062,0.000,0
1644798608.078,-48.340,-221.680,-39.551,-47.852,0.000,0
1644798608.082,-34.180,45.898,-36.621,-36.133,0.000,0
1644798608.086,-36.621,29.297,-34.180,-34.180,0.000,0
1644798608.090,-51.758,-199.707,-43.945,-39.551,0.000,0
1644798608.094,-64.453,-648.926,-47.852,-28.320,0.000,0
1644798608.098,-52.246,-885.742,-41.504,-30.273,0.000,0
1644798608.101,-34.180,-696.289,-37.598,-31.250,0.000,0
1644798608.105,-28.809,50.781,-32.715,-28.320,0.000,0
1644798608.109,-37.109,198.242,-26.855,-36.621,0.000,0
1644798608.113,-55.664,-457.520,-26.855,-29.297,0.000,0
1644798608.117,-58.105,-530.273,-29.297,-43.457,0.000,0
1644798608.121,-41.992,108.887,-36.621,-47.363,0.000,0
1644798608.125,-28.809,341.309,-38.086,-23.926,0.000,0
1644798608.129,-42.969,32.715,-39.062,-25.879,0.000,0
1644798608.133,-62.988,-394.531,-40.039,-31.250,0.000,0
1644798608.137,-51.270,-619.629,-33.691,-42.480,0.000,0
1644798608.140,-29.297,-294.922,-32.715,-40.039,0.000,0
1644798608.144,-30.273,-491.211,-34.668,-22.949,0.000,0
1644798608.148,-46.387,-540.527,-28.809,-17.090,0.000,0
1644798608.152,-72.754,-136.230,-35.156,-26.855,0.000,0
1644798608.156,-78.613,-459.473,-41.016,-41.016,0.000,0
1644798608.160,-58.594,-296.875,-32.715,-41.504,0.000,0
1644798608.164,-42.969,227.051,-30.762,-36.133,0.000,0
1644798608.168,-37.598,343.262,-29.297,-38.574,0.000,0
1644798608.172,-58.594,-260.254,-30.273,-44.434,0.000,0
1644798608.176,-73.730,-676.758,-31.738,-41.992,0.000,0
1644798608.179,-51.758,-178.711,-27.832,-47.852,0.000,0
1644798608.183,-41.016,80.566,-27.832,-45.898,0.000,0
1644798608.187,-44.922,-274.414,-33.691,-32.715,0.000,0
1644798608.191,-60.547,-783.203,-35.156,-19.531,0.000,0
1644798608.195,-76.660,-643.066,-31.738,-33.691,0.000,0
1644798608.199,-62.500,-49.805,-28.809,-37.598,0.000,0
1644798608.203,-37.598,-147.949,-26.367,-20.020,0.000,0
1644798608.207,-24.414,-425.781,-34.180,-21.484,0.000,0
1644798608.211,-41.504,-118.164,-32.227,-20.996,0.000,0
1644798608.215,-63.965,-373.047,-29.785,-35.645,0.000,0
1644798608.218,-55.176,-537.109,-31.250,-41.016,0.000,0
1644798608.222,-31.250,-83.496,-29.785,-31.738,0.000,0
1644798608.226,-37.109,264.160,-34.180,-38.574,0.000,0
1644798608.230,-61.035,-179.199,-36.621,-42.969,0.000,0
1644798608.234,-66.406,-857.910,-37.598,-28.809,0.000,0
1644798608.238,-58.105,-838.867,-35.645,-32.715,0.000,0
1644798608.242,-44.434,-24.414,-28.809,-32.227,0.000,0
1644798608.246,-38.086,160.156,-30.762,-20.020,0.000,0
1644798608.249,-55.664,-177.246,-37.598,-20.020,0.000,0
1644798608.253,-70.801,-335.449,-44.434,-37.109,0.000,1
1644798608.257,-58.105,-182.129,-41.992,-57.617,0.000,0
1644798608.261,-40.527,25.391,-36.621,-45.410,0.000,0
1644798608.265,-36.133,74.707,-37.109,-23.926,0.000,0
1644798608.269,-42.969,130.859,-35.156,-14.160,0.000,0
1644798608.273,-57.617,-201.172,-42.480,-21.973,0.000,0
1644798608.277,-40.527,-720.215,-46.387,-36.133,0.000,0
1644798608.281,-26.367,-676.758,-38.086,-31.250,0.000,0
1644798608.284,-44.434,101.562,-34.180,-31.738,0.000,0
1644798608.288,-49.805,278.809,-34.668,-32.227,0.000,0
1644798608.292,-60.059,-480.469,-37.109,-19.043,0.000,0
1644798608.296,-59.082,-711.914,-40.039,-28.809,0.000,0
1644798608.300,-31.738,-72.266,-41.504,-41.504,0.000,0
1644798608.304,-29.297,62.012,-45.898,-26.367,0.000,0
1644798608.308,-46.387,-227.539,-49.805,-15.137,0.000,0
1644798608.312,-53.711,-482.910,-45.410,-21.973,0.000,0
1644798608.316,-48.828,-431.641,-36.133,-47.363,0.000,0
1644798608.320,-33.691,-79.102,-26.367,-54.199,0.000,0
1644798608.324,-30.762,-32.715,-32.227,-23.438,0.000,0
1644798608.327,-37.109,-304.688,-36.621,-20.996,0.000,0
1644798608.331,-61.523,-555.176,-38.086,-45.898,0.000,0
1644798608.335,-66.406,-562.500,-35.645,-40.527,0.000,0
1644798608.339,-36.621,-641.602,-29.785,-25.879,0.000,0
1644798608.343,-24.414,-205.078,-33.691,-26.855,0.000,0
1644798608.347,-30.273,407.715,-36.621,-21.484,0.000,0
1644798608.351,-50.781,-153.809,-38.086,-26.855,0.000,0
1644798608.355,-51.758,-642.090,-39.551,-39.062,0.000,0
1644798608.359,-43.457,-186.035,-38.574,-39.062,0.000,0
1644798608.363,-37.109,83.984,-37.598,-35.156,0.000,0
1644798608.367,-35.156,-65.430,-36.133,-26.367,0.000,0
1644798608.370,-50.781,-506.348,-38.086,-34.180,0.000,0
1644798608.374,-62.988,-759.766,-39.062,-41.992,0.000,0
1644798608.378,-51.758,-229.980,-39.062,-46.875,0.000,0
1644798608.382,-35.645,-102.051,-39.062,-39.551,0.000,0
1644798608.386,-29.785,-478.516,-33.203,-20.508,0.000,0
1644798608.390,-42.969,-202.148,-28.809,-24.902,0.000,0
1644798608.394,-51.758,-268.555,-25.879,-25.879,0.000,0
1644798608.398,-38.574,-487.793,-31.250,-31.738,0.000,0
1644798608.402,-32.227,-35.645,-41.016,-48.340,0.000,0
1644798608.406,-32.227,377.441,-41.504,-40.039,0.000,0
1644798608.409,-40.527,66.406,-40.527,-30.762,0.000,0
1644798608.413,-49.805,-595.215,-40.527,-32.227,0.000,0
1644798608.417,-41.016,-764.160,-39.551,-35.645,0.000,0
1644798608.421,-29.297,-292.969,-33.691,-29.785,0.000,0
1644798608.425,-28.320,-24.902,-32.227,-22.949,0.000,0
1644798608.429,-40.527,-563.965,-34.668,-17.578,0.000,0
1644798608.433,-57.129,-894.043,-33.691,-36.621,0.000,0
1644798608.437,-48.828,-372.070,-30.762,-53.223,0.000,0
1644798608.440,-27.832,2.441,-33.203,-49.805,0.000,0
1644798608.445,-28.809,3.418,-32.715,-30.762,0.000,0
1644798608.449,-31.250,44.922,-28.809,-18.555,0.000,0
1644798608.452,-50.293,-144.531,-32.227,-28.320,0.000,0
1644798608.456,-49.805,-527.344,-33.691,-46.875,0.000,0
1644798608.460,-22.949,-303.711,-32.227,-45.410,0.000,0
1644798608.464,-23.438,7.324,-35.156,-36.621,0.000,0
1644798608.468,-37.598,-20.020,-33.203,-35.645,0.000,0
1644798608.472,-42.969,-452.637,-34.180,-28.809,0.000,0
1644798608.476,-31.738,-892.578,-36.621,-31.250,0.000,0
1644798608.480,-20.996,-374.023,-27.832,-34.180,0.000,0
1644798608.483,-24.902,198.242,-23.926,-20.996,0.000,0
1644798608.487,-40.039,109.863,-27.832,-14.648,0.000,0
1644798608.492,-54.688,-283.203,-32.227,-12.695,0.000,0
1644798608.495,-55.176,-365.234,-29.785,-28.809,0.000,0
1644798608.499,-39.551,-97.656,-25.879,-41.504,0.000,0
1644798608.503,-34.180,125.977,-33.203,-17.090,0.000,0
1644798608.507,-30.762,146.484,-35.645,-15.625,0.000,0
1644798608.511,-37.109,-300.293,-36.621,-30.762,0.000,0
1644798608.515,-49.805,-751.953,-41.992,-37.109,0.000,0
1644798608.519,-32.227,-898.438,-36.621,-28.320,0.000,0
1644798608.523,-20.996,-420.410,-26.855,-5.371,0.000,0
1644798608.526,-28.320,328.125,-31.738,-15.625,0.000,0
1644798608.530,-41.016,-44.434,-41.016,-25.391,0.000,0
1644798608.534,-49.316,-605.469,-39.551,-24.414,0.000,0
1644798608.538,-32.227,-490.723,-37.109,-34.668,0.000,0
1644798608.542,-18.555,127.441,-37.109,-30.273,0.000,0
1644798608.546,-21.973,226.074,-33.691,-9.277,0.000,0
1644798608.550,-36.621,-217.773,-32.715,-11.230,0.000,0
1644798608.554,-44.434,-444.824,-33.691,-26.367,0.000,0
1644798608.558,-24.902,-430.664,-34.180,-35.156,0.000,0
1644798608.562,-8.789,-318.359,-34.668,-31.738,0.000,0
1644798608.566,-23.438,-179.688,-32.715,-26.367,0.000,0
1644798608.569,-47.363,18.555,-30.273,-13.184,0.000,0
1644798608.573,-53.711,-180.664,-33.691,-25.391,0.000,0
1644798608.577,-37.598,-647.461,-33.691,-44.922,0.000,0
1644798608.581,-24.414,-643.555,-24.902,-36.621,0.000,0
1644798608.585,-26.367,159.668,-19.043,-32.227,0.000,0
1644798608.589,-34.180,152.344,-21.484,-15.137,0.000,0
1644798608.593,-45.410,-532.715,-32.715,-16.113,0.000,0
1644798608.597,-41.992,-661.621,-29.297,-40.527,0.000,0
1644798608.601,-22.461,-90.820,-20.508,-42.969,0.000,0
1644798608.604,-15.625,151.367,-28.320,-20.020,0.000,0
1644798608.608,-25.391,-505.859,-34.668,-3.906,0.000,0
1644798608.612,-43.945,-974.609,-35.156,-15.625,0.000,0
1644798608.616,-47.852,-423.828,-32.227,-36.133,0.000,0
1644798608.620,-28.320,71.289,-30.273,-29.785,0.000,0
1644798608.624,-18.066,174.805,-37.598,-27.832,0.000,0
1644798608.628,-34.180,211.426,-36.621,-32.715,0.000,0
1644798608.632,-56.641,-107.910,-36.133,-34.668,0.000,0
1644798608.636,-41.016,-466.309,-35.645,-35.645,0.000,0
1644798608.640,-25.879,-215.332,-27.344,-37.109,0.000,0
1644798608.643,-34.180,318.848,-30.273,-33.203,0.000,0
1644798608.647,-39.551,337.891,-36.133,-20.996,0.000,0
1644798608.651,-42.480,-439.941,-40.527,-14.160,0.000,0
1644798608.655,-38.086,-987.305,-41.504,-18.555,0.000,0
1644798608.659,-24.902,-474.609,-31.738,-26.367,0.000,0
1644798608.663,-23.438,247.559,-30.762,-32.715,0.000,0
1644798608.667,-34.668,114.258,-31.738,-36.133,0.000,0
1644798608.671,-43.945,-410.645,-27.832,-24.902,0.000,0
1644798608.674,-40.527,-405.273,-32.715,-29.297,0.000,0
1644798608.679,-21.484,-55.176,-27.832,-32.227,0.000,0
1644798608.683,-21.484,107.910,-26.367,-24.902,0.000,0
1644798608.686,-36.133,177.246,-34.180,-23.438,0.000,0
1644798608.690,-41.016,12.695,-34.180,-24.414,0.000,0
1644798608.694,-50.781,-381.348,-33.203,-40.039,0.000,0
1644798608.698,-41.992,-463.867,-33.203,-41.504,0.000,0
1644798608.702,-20.508,-296.387,-31.250,-29.297,0.000,0
1644798608.706,-29.785,-52.734,-33.203,-28.809,0.000,0
1644798608.710,-52.246,-202.637,-34.668,-34.180,0.000,0
1644798608.714,-59.082,-837.891,-38.086,-36.621,0.000,0
1644798608.717,-48.828,-573.730,-38.086,-39.062,0.000,0
1644798608.721,-20.508,258.301,-32.227,-30.273,0.000,0
1644798608.726,-21.973,267.578,-27.344,-23.438,0.000,0
1644798608.729,-52.246,-171.387,-28.320,-23.926,0.000,0
1644798608.733,-63.477,-436.523,-35.645,-24.414,0.000,0
1644798608.737,-46.387,-170.898,-36.133,-38.086,0.000,0
1644798608.741,-28.320,83.984,-32.227,-35.645,0.000,0
1644798608.745,-24.902,-96.191,-32.227,-15.137,0.000,0
1644798608.749,-40.039,-280.762,-35.645,-14.160,0.000,0
1644798608.753,-65.918,-333.496,-41.016,-25.391,0.000,0
1644798608.757,-54.688,-634.766,-41.504,-34.180,0.000,0
1644798608.760,-36.621,-689.453,-36.621,-24.414,0.000,0
1644798608.764,-40.527,97.656,-37.109,-31.250,0.000,0
1644798608.768,-43.457,188.965,-38.574,-41.504,0.000,0
1644798608.773,-53.223,-574.219,-36.621,-32.227,0.000,0
1644798608.776,-52.246,-626.465,-37.109,-50.781,0.000,0
1644798608.780,-34.668,101.074,-33.203,-50.781,0.000,0
1644798608.784,-29.297,358.887,-32.715,-38.574,0.000,0
1644798608.788,-43.457,-78.613,-34.180,-31.250,0.000,0
1644798608.792,-52.734,-706.055,-31.250,-16.113,0.000,0
1644798608.796,-47.363,-811.035,-30.273,-42.480,0.000,0
1644798608.800,-29.297,-324.707,-32.227,-56.152,0.000,0
1644798608.804,-18.066,-437.500,-36.621,-30.273,0.000,0
1644798608.807,-33.203,-528.320,-39.062,-20.996,0.000,0
1644798608.811,-57.617,-244.629,-40.527,-40.039,0.000,0
1644798608.815,-61.035,-506.348,-33.203,-47.852,0.000,0
1644798608.819,-35.156,-295.410,-23.926,-44.922,0.000,0
1644798608.823,-14.648,238.770,-26.855,-28.809,0.000,0
1644798608.827,-20.508,319.336,-32.227,-14.648,0.000,0
1644798608.831,-39.551,-369.629,-32.227,-21.484,0.000,0
1644798608.835,-40.527,-773.438,-32.227,-35.645,0.000,0
1644798608.839,-20.996,-437.988,-34.668,-39.551,0.000,0
1644798608.843,-3.418,29.785,-29.785,-23.926,0.000,0
1644798608.846,-4.883,-73.242,-30.762,-14.648,0.000,0
1644798608.850,-32.715,-619.629,-31.738,-23.438,0.000,0
1644798608.854,-53.711,-546.875,-30.762,-37.598,0.000,0
1644798608.858,-35.156,-88.867,-33.691,-41.504,0.000,0
1644798608.862,-17.090,-158.691,-34.668,-15.625,0.000,0
1644798608.866,-28.320,-620.117,-35.156,-15.137,0.000,0
1644798608.870,-55.176,-302.246,-42.969,-57.617,0.000,0
1644798608.874,-61.035,-374.512,-45.898,-68.359,0.000,0
1644798608.878,-35.156,-436.035,-38.086,-56.152,0.000,0
