timestamps,TP9,AF7,AF8,TP10,Right AUX
1644798758.910,-43.945,-175.781,-35.156,-20.996,0.000,0
1644798758.914,-25.879,322.754,-30.762,-23.438,0.000,0
1644798758.918,-15.137,189.941,-30.273,-13.184,0.000,0
1644798758.922,-29.297,-210.938,-31.738,-15.137,0.000,0
1644798758.925,-41.992,-406.250,-35.645,-21.973,0.000,0
1644798758.929,-39.551,-156.250,-39.062,-40.527,0.000,0
1644798758.933,-16.602,-206.543,-31.738,-33.691,0.000,0
1644798758.937,-11.719,-20.996,-27.832,-20.508,0.000,0
1644798758.941,-27.344,343.262,-27.832,-13.672,0.000,0
1644798758.945,-36.621,-113.770,-24.902,-10.742,0.000,0
1644798758.949,-46.875,-289.062,-32.715,-27.832,0.000,0
1644798758.953,-34.180,138.184,-36.621,-30.273,0.000,0
1644798758.957,-0.977,449.219,-28.809,-9.277,0.000,0
1644798758.961,-6.348,154.785,-28.320,6.836,0.000,0
1644798758.965,-38.574,-433.594,-32.715,-20.996,0.000,0
1644798758.968,-35.645,-539.062,-33.691,-42.969,0.000,0
1644798758.972,-14.648,-153.320,-32.715,-36.621,0.000,0
1644798758.976,-7.324,-19.531,-32.715,-11.719,0.000,0
1644798758.980,-14.160,-377.930,-33.203,-2.441,0.000,0
1644798758.984,-25.391,-217.773,-34.668,-20.508,0.000,0
1644798758.988,-22.461,8.301,-30.762,-31.738,0.000,0
1644798758.992,-14.648,-19.531,-28.809,-20.996,0.000,0
1644798758.996,-11.719,229.492,-26.855,-7.812,0.000,0
1644798759.000,-17.090,411.133,-25.879,-8.301,0.000,0
1644798759.004,-38.086,82.520,-30.273,-11.719,0.000,0
1644798759.008,-41.016,-291.992,-34.668,-17.090,0.000,0
1644798759.011,-19.531,-234.863,-27.344,-14.648,0.000,0
1644798759.015,-3.906,15.137,-20.996,-6.836,0.000,0
1644798759.019,-10.254,82.031,-27.344,-15.137,0.000,0
1644798759.023,-33.691,-533.203,-34.180,-24.414,0.000,0
1644798759.027,-39.062,-712.891,-40.527,-36.133,0.000,0
1644798759.031,-29.785,95.703,-41.992,-62.012,0.000,0
1644798759.035,-21.484,355.957,-40.527,-49.316,0.000,0
1644798759.039,-20.020,199.707,-43.457,-37.598,0.000,0
1644798759.043,-30.273,94.727,-40.527,-28.809,0.000,0
1644798759.047,-40.039,-12.695,-37.598,-38.086,0.000,0
1644798759.051,-36.621,-72.266,-38.086,-48.828,0.000,0
1644798759.054,-21.484,101.074,-33.691,-31.738,0.000,0
1644798759.058,-17.578,141.602,-37.598,-9.766,0.000,0
1644798759.062,-27.832,-82.520,-42.969,-12.695,0.000,0
1644798759.066,-41.992,-464.355,-43.945,-27.832,0.000,0
1644798759.070,-35.645,-698.242,-40.039,-36.621,0.000,0
1644798759.074,-17.578,54.199,-32.227,-42.969,0.000,0
1644798759.078,-15.625,490.234,-32.227,-35.645,0.000,0
1644798759.082,-27.832,-38.086,-33.203,-20.020,0.000,0
1644798759.086,-41.016,-304.688,-38.086,-28.809,0.000,0
1644798759.090,-32.715,4.883,-39.551,-54.199,0.000,0
1644798759.094,-8.789,318.848,-32.715,-45.410,0.000,0
1644798759.097,-7.324,265.625,-27.832,-0.488,0.000,0
1644798759.101,-24.902,122.070,-33.203,2.930,0.000,0
1644798759.105,-31.250,-207.520,-41.992,-41.992,0.000,0
1644798759.109,-16.602,-325.195,-40.039,-55.176,0.000,0
1644798759.113,-11.719,-443.359,-38.574,-41.504,0.000,0
1644798759.117,-20.508,-290.527,-40.039,-22.949,0.000,0
1644798759.121,-33.203,338.379,-39.062,-26.367,0.000,0
1644798759.125,-51.758,62.988,-41.504,-39.062,0.000,0
1644798759.128,-41.016,-227.051,-41.016,-48.828,0.000,0
1644798759.133,-14.160,159.180,-36.621,-56.641,0.000,0
1644798759.136,-16.602,519.531,-35.645,-41.992,0.000,0
1644798759.140,-27.344,227.051,-36.621,-34.668,0.000,0
1644798759.144,-39.062,-241.699,-29.785,-32.227,0.000,0
1644798759.148,-45.410,-196.289,-28.320,-32.715,0.000,1
1644798759.152,-21.973,-59.570,-30.273,-31.250,0.000,0
1644798759.156,-8.789,-63.965,-28.809,-13.672,0.000,0
1644798759.160,-19.043,-334.961,-30.762,-11.230,0.000,0
1644798759.164,-32.227,-232.422,-31.250,-21.484,0.000,0
1644798759.168,-35.645,-10.742,-32.715,-35.156,0.000,0
1644798759.171,-17.578,-26.855,-33.691,-42.480,0.000,0
1644798759.175,-8.789,140.137,-33.203,-36.621,0.000,0
1644798759.179,-17.578,345.703,-30.273,-25.391,0.000,0
1644798759.183,-27.832,147.949,-34.668,-21.484,0.000,0
1644798759.187,-34.668,-311.035,-37.109,-31.250,0.000,0
1644798759.191,-23.438,-109.375,-27.832,-32.715,0.000,0
1644798759.195,-5.371,351.562,-26.367,-17.578,0.000,0
1644798759.199,-8.789,243.164,-33.691,0.488,0.000,0
1644798759.203,-34.668,-444.824,-41.016,29.297,0.000,0
1644798759.207,-54.199,-904.297,-38.086,0.488,0.000,0
1644798759.210,-48.828,-217.285,-34.180,-41.992,0.000,0
1644798759.214,-20.508,293.945,-33.691,-31.738,0.000,0
1644798759.218,-13.672,220.215,-36.621,-41.016,0.000,0
1644798759.222,-42.969,156.738,-41.016,-46.387,0.000,0
1644798759.226,-55.664,35.645,-33.691,-37.109,0.000,0
1644798759.230,-30.762,-20.508,-28.809,-25.879,0.000,0
1644798759.234,-12.207,93.262,-33.691,-25.391,0.000,0
1644798759.238,-18.066,319.824,-34.180,-39.062,0.000,0
1644798759.242,-35.645,263.672,-32.715,-41.016,0.000,0
1644798759.246,-46.387,-370.605,-37.109,-32.715,0.000,0
1644798759.249,-33.691,-741.211,-35.156,-29.297,0.000,0
1644798759.253,-26.367,8.301,-32.715,-30.762,0.000,0
1644798759.257,-31.738,426.758,-37.109,-26.367,0.000,0
1644798759.261,-46.875,-167.969,-41.016,-9.277,0.000,0
1644798759.265,-54.199,-562.988,-35.156,-9.277,0.000,0
1644798759.269,-50.293,-147.461,-27.832,-30.762,0.000,0
1644798759.273,-26.367,268.066,-26.855,-27.832,0.000,0
1644798759.277,-8.789,226.562,-23.926,-20.508,0.000,0
1644798759.281,-22.461,111.816,-24.414,-15.137,0.000,0
1644798759.285,-34.180,-1.465,-28.809,-15.137,0.000,0
1644798759.288,-28.809,-136.719,-26.367,-28.320,0.000,0
1644798759.292,-24.414,-206.055,-27.832,-19.531,0.000,0
1644798759.296,-23.438,-104.980,-34.180,-15.625,0.000,0
1644798759.300,-32.715,0.000,-33.691,-28.320,0.000,0
1644798759.304,-44.434,-279.297,-37.598,-37.598,0.000,0
1644798759.308,-41.504,-672.852,-37.109,-46.387,0.000,0
1644798759.312,-31.738,-262.695,-35.156,-56.152,0.000,0
1644798759.316,-24.414,347.656,-32.227,-33.203,0.000,0
1644798759.320,-36.621,145.020,-29.297,-1.953,0.000,0
1644798759.324,-52.734,-143.555,-34.668,-26.855,0.000,0
1644798759.328,-47.852,-132.324,-31.738,-47.852,0.000,0
1644798759.332,-20.996,227.051,-27.832,-35.156,0.000,0
1644798759.335,-16.602,333.496,-29.785,-26.367,0.000,0
1644798759.339,-35.156,4.883,-31.250,-27.832,0.000,0
1644798759.343,-35.645,-152.344,-31.250,-20.508,0.000,0
1644798759.347,-40.039,-6.836,-31.250,-24.414,0.000,0
1644798759.351,-37.109,-115.234,-31.738,-42.480,0.000,0
1644798759.355,-17.578,-228.516,-28.320,-40.527,0.000,0
1644798759.359,-20.508,340.820,-22.461,-31.250,0.000,0
1644798759.363,-39.062,336.426,-23.926,-30.273,0.000,0
1644798759.367,-46.875,-253.906,-29.297,-43.457,0.000,0
1644798759.371,-27.344,-147.949,-30.273,-50.293,0.000,0
1644798759.375,-12.207,273.926,-28.809,-40.039,0.000,0
1644798759.378,-27.832,218.750,-31.738,-20.020,0.000,0
1644798759.382,-42.969,-85.449,-36.621,-17.090,0.000,0
1644798759.386,-38.574,-431.152,-39.551,-40.527,0.000,0
1644798759.390,-28.809,-354.980,-38.574,-42.969,0.000,0
1644798759.394,-31.250,60.059,-36.133,-37.598,0.000,0
1644798759.398,-26.367,-190.918,-33.203,-21.973,0.000,0
1644798759.402,-33.203,-425.781,-32.227,-10.254,0.000,0
1644798759.406,-61.035,-45.898,-35.645,-36.621,0.000,0
1644798759.409,-44.922,-41.016,-32.227,-52.246,0.000,0
1644798759.414,-7.812,110.352,-31.250,-36.133,0.000,0
1644798759.418,-14.648,451.660,-33.203,-28.809,0.000,0
1644798759.421,-35.156,430.176,-31.250,-16.113,0.000,0
1644798759.425,-44.434,-49.316,-32.227,-3.418,0.000,0
1644798759.429,-40.527,-261.719,-31.738,-39.062,0.000,0
1644798759.433,-16.113,35.645,-27.344,-47.363,0.000,0
1644798759.437,-12.695,228.516,-22.461,-20.508,0.000,0
1644798759.441,-25.391,-26.855,-25.391,-21.973,0.000,0
1644798759.445,-37.109,-645.020,-33.691,-27.832,0.000,0
1644798759.449,-44.922,-357.422,-37.109,-27.344,0.000,0
1644798759.452,-30.273,315.430,-33.691,-30.762,0.000,0
1644798759.456,-9.766,332.031,-35.645,-22.461,0.000,0
1644798759.460,-13.672,200.195,-36.621,-19.043,0.000,0
1644798759.464,-38.086,100.098,-36.133,-26.367,0.000,0
1644798759.468,-42.969,-41.504,-38.574,-43.945,0.000,0
1644798759.472,-21.973,39.062,-33.691,-41.016,0.000,0
1644798759.476,-8.301,319.336,-31.738,-24.902,0.000,0
1644798759.480,-16.113,249.512,-40.039,-29.785,0.000,0
1644798759.484,-33.691,-175.293,-46.875,-33.691,0.000,0
1644798759.488,-41.016,-755.859,-39.062,-32.715,0.000,0
1644798759.492,-25.879,-638.672,-35.645,-43.457,0.000,0
1644798759.495,-10.742,267.578,-28.320,-48.340,0.000,0
1644798759.499,-11.719,429.688,-22.949,-33.691,0.000,0
1644798759.503,-30.762,-31.250,-33.203,-15.137,0.000,0
1644798759.507,-51.270,-170.410,-35.156,-33.203,0.000,0
1644798759.511,-43.457,174.316,-34.180,-63.477,0.000,0
1644798759.515,-25.391,351.562,-38.086,-38.574,0.000,0
1644798759.519,-21.973,249.023,-40.039,-33.691,0.000,0
1644798759.523,-31.250,97.656,-40.039,-43.457,0.000,0
1644798759.527,-42.969,-294.922,-41.016,-43.457,0.000,0
1644798759.531,-35.156,-375.488,-36.133,-47.363,0.000,0
1644798759.535,-20.508,-290.527,-28.320,-14.160,0.000,0
1644798759.538,-23.438,160.156,-23.438,-2.441,0.000,0
1644798759.542,-37.109,287.598,-28.809,-24.414,0.000,0
1644798759.546,-41.504,-197.266,-37.598,-39.062,0.000,0
1644798759.550,-36.133,-245.117,-36.621,-54.199,0.000,0
1644798759.554,-27.832,200.684,-34.668,-42.969,0.000,0
1644798759.558,-27.344,495.605,-30.762,-33.203,0.000,0
1644798759.562,-38.574,135.254,-28.809,-30.273,0.000,0
1644798759.566,-51.270,-215.820,-32.227,-39.551,0.000,0
1644798759.570,-34.668,-83.496,-30.273,-48.828,0.000,0
1644798759.574,-18.066,169.434,-30.762,-44.922,0.000,0
1644798759.577,-17.578,-236.328,-36.621,-28.320,0.000,0
1644798759.581,-25.879,-543.457,-32.715,-7.324,0.000,0
1644798759.585,-40.039,-111.816,-22.949,-23.926,0.000,0
1644798759.589,-32.227,-75.195,-26.855,-42.480,0.000,0
1644798759.593,-24.414,83.496,-29.297,-40.039,0.000,0
1644798759.597,-26.855,422.363,-24.902,-33.691,0.000,0
1644798759.601,-40.527,393.555,-29.297,-29.297,0.000,0
1644798759.605,-49.805,-79.102,-36.133,-37.109,0.000,0
1644798759.609,-38.086,-401.855,-35.645,-48.828,0.000,0
1644798759.613,-22.949,-15.625,-32.715,-31.738,0.000,0
1644798759.616,-16.602,460.449,-27.832,-16.602,0.000,0
1644798759.620,-20.020,104.980,-26.855,-13.672,0.000,0
1644798759.624,-30.273,-718.750,-27.832,-12.695,0.000,0
1644798759.628,-32.227,-494.629,-28.320,-35.156,0.000,0
1644798759.632,-15.137,275.391,-25.391,-40.039,0.000,0
1644798759.636,-4.883,346.191,-22.949,-26.855,0.000,0
1644798759.640,-12.207,223.633,-23.438,-27.344,0.000,0
1644798759.644,-26.855,113.281,-26.855,-26.367,0.000,0
1644798759.648,-37.598,-77.637,-30.273,-34.180,0.000,0
1644798759.652,-23.438,-59.082,-29.785,-31.250,0.000,0
1644798759.656,-10.254,234.375,-28.809,-17.090,0.000,0
1644798759.660,-22.949,444.824,-28.809,-13.672,0.000,0
1644798759.663,-33.203,112.793,-30.762,-12.207,0.000,0
1644798759.667,-30.762,-441.406,-32.227,-23.438,0.000,0
1644798759.671,-19.531,-370.117,-30.762,-35.645,0.000,0
1644798759.675,-5.371,54.688,-33.691,-23.926,0.000,0
1644798759.679,-15.625,122.070,-34.668,-17.578,0.000,0
1644798759.683,-31.250,-441.406,-37.109,-24.902,0.000,0
1644798759.687,-35.156,-613.770,-33.203,-30.273,0.000,0
1644798759.691,-27.344,93.750,-24.902,-33.203,0.000,0
1644798759.695,-8.301,371.094,-30.762,-24.414,0.000,0
1644798759.699,-10.254,284.180,-35.156,-22.461,0.000,0
1644798759.703,-30.762,144.531,-35.156,-29.297,0.000,0
1644798759.706,-35.645,-67.871,-40.527,-42.480,0.000,0
1644798759.710,-21.484,-97.168,-40.039,-47.852,0.000,0
1644798759.714,-17.090,-8.301,-35.156,-36.133,0.000,0
1644798759.718,-27.832,73.730,-38.086,-23.926,0.000,0
1644798759.722,-32.715,180.664,-37.109,-15.625,0.000,0
1644798759.726,-36.621,-303.711,-37.109,-21.484,0.000,0
1644798759.730,-30.762,-716.797,-37.109,-37.109,0.000,0
1644798759.734,-15.625,134.277,-29.785,-28.320,0.000,0
1644798759.737,-22.949,618.652,-26.367,-13.672,0.000,0
1644798759.742,-33.203,145.996,-29.297,-17.578,0.000,0
1644798759.746,-34.180,-244.141,-33.691,-25.879,0.000,0
1644798759.749,-33.203,-13.672,-33.203,-43.457,0.000,0
1644798759.753,-18.555,351.562,-29.785,-27.832,0.000,0
1644798759.757,-14.648,351.562,-33.691,-5.859,0.000,0
1644798759.761,-35.156,6.836,-38.086,-10.254,0.000,0
1644798759.765,-54.688,-393.555,-36.133,-35.645,0.000,0
1644798759.769,-47.852,-309.570,-34.668,-47.363,0.000,0
1644798759.773,-29.785,-402.344,-38.086,-40.527,0.000,0
1644798759.777,-25.879,-218.262,-39.062,-26.855,0.000,0
1644798759.780,-27.344,390.137,-37.109,-18.066,0.000,0
1644798759.784,-30.273,-24.414,-42.480,-24.414,0.000,0
1644798759.789,-39.551,-352.539,-45.898,-45.410,0.000,0
1644798759.792,-23.438,135.254,-32.227,-41.016,0.000,0
1644798759.796,-10.742,560.547,-28.809,-21.484,0.000,0
1644798759.800,-28.809,379.883,-31.738,0.000,0.000,0
1644798759.804,-40.527,-125.977,-29.785,-14.648,0.000,0
1644798759.808,-45.898,-422.852,-35.645,-41.992,0.000,0
1644798759.812,-30.273,-44.922,-32.227,-46.875,0.000,0
1644798759.816,-12.695,255.371,-29.785,-36.133,0.000,0
1644798759.820,-24.902,-219.238,-32.227,-6.348,0.000,0
1644798759.823,-45.410,-182.129,-35.645,-16.602,0.000,0
1644798759.827,-48.828,-3.418,-39.551,-49.805,0.000,0
1644798759.831,-29.297,-16.602,-33.691,-53.711,0.000,0
1644798759.835,-11.719,256.348,-30.762,-38.574,0.000,0
1644798759.839,-18.555,507.324,-32.715,-28.809,0.000,0
1644798759.843,-36.621,158.691,-28.809,-29.297,0.000,0
1644798759.847,-41.992,-375.000,-26.367,-30.762,0.000,0
1644798759.851,-19.531,-134.766,-24.414,-22.461,0.000,0
1644798759.855,-5.859,211.914,-24.902,-25.879,0.000,0
1644798759.859,-21.484,200.684,-26.367,-21.973,0.000,0
1644798759.863,-33.203,-439.453,-28.809,-7.324,0.000,0
1644798759.866,-39.062,-766.113,-27.344,-25.391,0.000,0
1644798759.870,-36.133,36.621,-22.461,-49.805,0.000,0
1644798759.874,-25.391,364.746,-31.250,-35.156,0.000,0
1644798759.878,-27.344,272.949,-34.668,-13.672,0.000,0
1644798759.882,-34.668,172.852,-32.227,-8.789,0.000,0
1644798759.886,-39.551,-17.578,-37.109,-33.203,0.000,0
1644798759.890,-41.504,-109.863,-41.992,-61.035,0.000,0
1644798759.894,-32.227,121.582,-39.062,-46.875,0.000,0
1644798759.898,-23.926,421.875,-34.180,-41.992,0.000,0
1644798759.902,-35.156,104.980,-33.691,-29.297,0.000,0
1644798759.906,-45.898,-506.348,-32.715,-12.207,0.000,0
1644798759.909,-33.691,-751.465,-27.344,-24.902,0.000,0
1644798759.913,-21.973,-29.785,-24.902,-41.504,0.000,0
1644798759.917,-14.648,594.727,-25.391,-31.250,0.000,0
1644798759.921,-21.973,176.758,-25.879,-11.719,0.000,0
1644798759.925,-44.434,-322.754,-33.691,-11.719,0.000,0
1644798759.929,-39.062,-85.449,-33.203,-29.297,0.000,0
1644798759.933,-22.949,339.355,-28.809,-30.762,0.000,0
1644798759.937,-21.484,296.875,-31.738,-22.949,0.000,0
1644798759.941,-29.785,174.316,-33.691,-9.277,0.000,0
1644798759.945,-42.480,3.418,-37.109,-11.719,0.000,0
1644798759.948,-38.574,-238.770,-42.969,-44.434,0.000,0
1644798759.952,-11.719,-510.254,-39.062,-31.738,0.000,0
1644798759.956,-8.301,-357.422,-32.715,-5.371,0.000,0
1644798759.960,-27.344,308.594,-38.574,-15.625,0.000,0
1644798759.964,-35.645,-60.059,-40.527,-20.996,0.000,0
1644798759.968,-32.227,-350.098,-40.039,-11.230,0.000,0
1644798759.972,-22.461,142.578,-44.434,-14.648,0.000,0
1644798759.976,-19.043,579.590,-40.527,-29.297,0.000,0
1644798759.980,-27.832,409.180,-37.598,-30.762,0.000,0
1644798759.984,-37.109,-101.562,-34.180,-19.531,0.000,0
1644798759.988,-31.738,-154.297,-27.832,-23.926,0.000,0
1644798759.991,-10.742,136.230,-30.273,-35.156,0.000,0
1644798759.995,-1.465,106.934,-32.715,-20.508,0.000,0
1644798759.999,-19.043,-349.609,-34.180,-2.441,0.000,0
1644798760.003,-45.898,-264.160,-34.180,-16.113,0.000,0
1644798760.007,-53.223,-62.988,-37.109,-40.039,0.000,0
1644798760.011,-25.391,-117.188,-39.062,-30.762,0.000,0
1644798760.015,-5.371,181.152,-33.203,-4.883,0.000,0
1644798760.019,-17.578,472.656,-32.227,-3.906,0.000,0
1644798760.023,-26.367,74.707,-34.668,-24.414,0.000,0
1644798760.027,-21.973,-380.859,-31.250,-47.363,0.000,0
1644798760.030,-23.438,-108.887,-29.785,-33.691,0.000,0
1644798760.034,-22.949,436.035,-30.273,-23.438,0.000,0
1644798760.038,-18.066,506.348,-30.762,-24.414,0.000,0
1644798760.042,-26.367,-39.551,-36.621,-21.484,0.000,0
1644798760.046,-45.898,-530.762,-38.086,-32.227,0.000,0
1644798760.050,-37.109,-305.176,-29.297,-37.598,0.000,0
1644798760.054,-11.719,305.176,-23.926,-39.062,0.000,0
1644798760.058,-12.695,54.199,-28.320,-14.160,0.000,0
1644798760.061,-27.344,-172.852,-25.391,13.672,0.000,1
1644798760.065,-39.551,38.086,-23.926,-21.973,0.000,0
1644798760.070,-24.902,-75.195,-32.227,-47.363,0.000,0
1644798760.073,-1.953,100.098,-35.156,-23.438,0.000,0
1644798760.077,-9.766,364.746,-29.297,-2.441,0.000,0
1644798760.081,-26.855,181.152,-30.273,-10.254,0.000,0
1644798760.085,-37.109,-227.539,-33.691,-23.438,0.000,0
1644798760.089,-26.855,-482.422,-31.738,-28.320,0.000,0
1644798760.093,-12.695,-62.500,-28.809,-34.180,0.000,0
1644798760.097,-12.207,507.812,-30.273,-21.973,0.000,0
1644798760.101,-20.020,166.992,-34.180,-12.695,0.000,0
1644798760.104,-28.809,-545.898,-30.762,-17.578,0.000,0
1644798760.108,-33.203,-230.957,-29.297,-37.598,0.000,0
1644798760.112,-13.672,331.055,-28.809,-43.945,0.000,0
1644798760.116,0.488,298.340,-28.320,-28.320,0.000,0
1644798760.120,-22.949,216.797,-33.691,-25.879,0.000,0
1644798760.124,-41.992,113.281,-36.133,-29.297,0.000,0
1644798760.128,-34.180,-49.316,-35.645,-29.297,0.000,0
1644798760.132,-20.508,-20.020,-34.180,-27.832,0.000,0
1644798760.136,-11.719,37.109,-31.250,-35.156,0.000,0
1644798760.140,-16.602,95.215,-30.762,-34.668,0.000,0
1644798760.144,-35.156,-144.531,-32.715,-32.715,0.000,0
1644798760.147,-44.922,-766.602,-39.062,-30.762,0.000,0
1644798760.151,-35.645,-511.230,-40.039,-34.668,0.000,0
1644798760.155,-21.484,429.199,-35.645,-19.043,0.000,0
1644798760.159,-18.555,437.988,-30.273,5.371,0.000,0
1644798760.163,-35.645,-4.395,-30.762,-14.160,0.000,0
1644798760.167,-49.316,-158.203,-36.133,-29.297,0.000,0
1644798760.171,-40.527,157.715,-32.227,-43.457,0.000,0
1644798760.175,-20.020,310.547,-33.203,-39.062,0.000,0
1644798760.179,-17.090,185.059,-35.645,-25.879,0.000,0
1644798760.183,-38.086,-136.719,-38.086,-22.461,0.000,0
1644798760.187,-44.434,-316.895,-37.598,-14.648,0.000,0
1644798760.190,-28.809,-170.410,-35.156,-20.508,0.000,0
1644798760.194,-7.324,-315.430,-32.715,-12.695,0.000,0
1644798760.198,-6.836,-0.977,-32.715,-14.648,0.000,0
1644798760.202,-27.832,232.422,-35.156,-21.973,0.000,0
1644798760.206,-44.922,-203.125,-34.180,-17.578,0.000,0
1644798760.210,-39.062,-171.875,-34.180,-32.715,0.000,0
1644798760.214,-19.043,405.273,-33.203,-23.438,0.000,0
1644798760.218,-15.625,534.668,-36.133,-14.160,0.000,0
1644798760.222,-31.250,135.742,-40.527,-10.742,0.000,0
1644798760.226,-37.109,-243.164,-40.039,-20.020,0.000,0
1644798760.230,-18.066,-307.617,-35.156,-42.480,0.000,0
1644798760.233,-5.859,-7.324,-35.156,-24.902,0.000,0
1644798760.237,-12.207,-227.539,-35.156,0.000,0.000,0
1644798760.241,-25.391,-408.691,-33.203,-3.906,0.000,0
1644798760.245,-38.086,-1.953,-28.320,-20.020,0.000,0
1644798760.249,-32.227,-30.762,-28.320,-30.273,0.000,0
1644798760.253,-15.625,70.312,-30.762,-24.414,0.000,0
1644798760.257,-13.672,263.184,-35.156,-12.207,0.000,0
1644798760.261,-33.203,385.742,-39.062,-27.832,0.000,0
1644798760.265,-48.828,52.246,-39.551,-40.039,0.000,0
1644798760.269,-46.387,-221.680,-39.062,-46.387,0.000,0
1644798760.273,-30.273,188.965,-38.086,-48.828,0.000,0
1644798760.276,-20.508,331.543,-35.645,-39.551,0.000,0
1644798760.280,-26.855,27.344,-33.691,-28.320,0.000,0
1644798760.284,-32.715,-596.191,-31.738,-21.973,0.000,0
1644798760.288,-44.922,-415.527,-26.855,-30.273,0.000,0
1644798760.292,-45.410,287.598,-27.344,-42.480,0.000,0
1644798760.296,-22.949,277.832,-31.250,-34.180,0.000,0
1644798760.300,-26.855,193.359,-33.691,-18.555,0.000,0
1644798760.304,-48.828,194.336,-32.715,-19.043,0.000,0
1644798760.308,-50.781,-6.348,-36.133,-40.039,0.000,0
1644798760.312,-30.762,-30.273,-39.062,-52.734,0.000,0
1644798760.316,-18.066,144.043,-36.133,-38.086,0.000,0
1644798760.319,-28.320,347.656,-37.109,-27.344,0.000,0
1644798760.323,-44.434,46.387,-35.645,-37.598,0.000,0
1644798760.327,-31.738,-730.469,-36.133,-31.250,0.000,0
1644798760.331,-6.836,-669.434,-36.133,-20.508,0.000,0
1644798760.335,-18.066,335.449,-28.320,-39.062,0.000,0
1644798760.339,-30.762,476.562,-28.320,-41.504,0.000,0
1644798760.343,-30.762,-36.621,-32.715,-13.672,0.000,0
1644798760.347,-37.598,-283.691,-32.715,-24.414,0.000,0
1644798760.351,-31.250,45.898,-28.809,-55.664,0.000,0
1644798760.355,-12.207,319.336,-26.855,-35.645,0.000,0
1644798760.359,-4.395,260.254,-26.855,-21.484,0.000,0
1644798760.362,-25.879,194.336,-26.367,-22.461,0.000,0
1644798760.366,-32.715,-44.922,-29.785,-36.621,0.000,0
1644798760.370,-15.625,-303.223,-30.273,-49.805,0.000,0
1644798760.374,-22.949,-179.199,-30.762,-34.668,0.000,0
1644798760.378,-32.715,206.543,-26.855,-11.230,0.000,0
1644798760.382,-36.133,366.699,-24.902,-5.371,0.000,0
1644798760.386,-44.434,-256.836,-30.762,-17.090,0.000,0
1644798760.390,-37.109,-720.215,-28.809,-39.551,0.000,0
1644798760.393,-27.832,82.520,-23.926,-36.621,0.000,0
1644798760.398,-20.020,574.707,-27.344,-22.949,0.000,0
1644798760.402,-28.809,154.785,-30.273,-10.742,0.000,0
1644798760.405,-49.805,-194.336,-24.902,-7.812,0.000,0
1644798760.409,-43.457,-55.176,-21.484,-19.043,0.000,0
1644798760.413,-14.160,291.504,-22.461,-22.949,0.000,0
1644798760.417,-4.883,73.242,-27.344,-5.371,0.000,0
1644798760.421,-25.391,-255.371,-31.250,4.883,0.000,0
1644798760.425,-39.551,-267.578,-30.762,-20.996,0.000,0
1644798760.429,-30.273,-188.965,-26.855,-39.062,0.000,0
1644798760.433,-20.020,-140.137,-29.297,-33.691,0.000,0
1644798760.437,-19.531,153.320,-30.273,-23.926,0.000,0
1644798760.440,-30.273,472.168,-33.691,-20.020,0.000,0
1644798760.445,-39.062,54.199,-36.133,-9.766,0.000,0
1644798760.448,-42.969,-334.473,-35.156,-20.996,0.000,0
1644798760.452,-18.066,69.824,-35.645,-31.250,0.000,0
1644798760.456,-1.465,526.367,-30.762,-29.297,0.000,0
1644798760.460,-17.578,363.281,-29.297,-39.062,0.000,0
1644798760.464,-27.832,-254.395,-34.668,-25.879,0.000,0
1644798760.468,-36.133,-500.977,-31.250,-22.461,0.000,0
1644798760.472,-28.809,95.703,-31.738,-39.551,0.000,0
1644798760.476,-19.531,259.766,-35.645,-38.086,0.000,0
1644798760.480,-18.555,-229.492,-31.738,-22.949,0.000,0
1644798760.483,-27.832,-106.445,-31.250,-18.066,0.000,0
1644798760.487,-39.551,-24.414,-38.086,-28.320,0.000,0
1644798760.491,-32.227,-125.488,-40.527,-47.852,0.000,0
1644798760.495,-19.043,186.523,-37.598,-35.156,0.000,0
1644798760.499,-16.602,477.051,-40.527,-26.367,0.000,0
1644798760.503,-29.297,232.910,-41.992,-12.695,0.000,0
1644798760.507,-40.527,-290.039,-37.598,0.000,0.000,0
1644798760.511,-29.785,-324.219,-36.133,-27.344,0.000,0
1644798760.515,-11.719,81.055,-34.180,-22.461,0.000,0
1644798760.519,-13.672,258.789,-34.180,-12.695,0.000,0
1644798760.523,-32.227,-370.117,-37.109,-23.438,0.000,0
1644798760.526,-46.387,-759.766,-36.133,-37.109,0.000,0
1644798760.530,-38.574,-19.531,-34.180,-58.105,0.000,0
1644798760.534,-20.996,376.953,-33.691,-40.527,0.000,0
1644798760.538,-18.555,350.098,-32.227,-20.508,0.000,0
1644798760.542,-35.156,265.137,-33.203,-17.090,0.000,0
1644798760.546,-44.922,7.324,-39.062,-30.273,0.000,0
1644798760.550,-31.250,-208.984,-35.156,-43.457,0.000,0
1644798760.554,-17.090,71.289,-32.715,-27.832,0.000,0
1644798760.558,-16.602,305.176,-34.180,-15.625,0.000,0
1644798760.562,-33.203,83.984,-35.156,-14.160,0.000,0
1644798760.566,-47.363,-422.852,-39.551,-22.949,0.000,0
1644798760.569,-37.109,-757.324,-35.645,-39.062,0.000,0
1644798760.573,-25.391,24.414,-26.855,-44.434,0.000,0
1644798760.577,-23.438,629.395,-25.879,-35.156,0.000,0
1644798760.581,-26.855,249.512,-28.320,-20.020,0.000,0
1644798760.585,-43.457,-174.316,-30.273,-19.043,0.000,0
