timestamps,TP9,AF7,AF8,TP10,Right AUX
1644798794.565,-17.090,292.480,-24.414,-26.367,0.000,0
1644798794.569,-14.160,376.953,-28.320,-12.207,0.000,0
1644798794.573,-24.902,-69.336,-30.762,-9.766,0.000,0
1644798794.577,-39.551,-282.227,-29.785,-28.809,0.000,0
1644798794.580,-33.691,-159.668,-30.273,-34.180,0.000,0
1644798794.584,-11.230,-128.906,-28.809,-25.391,0.000,0
1644798794.588,-3.418,-497.559,-28.320,-16.113,0.000,0
1644798794.592,-20.508,-293.457,-27.832,-17.578,0.000,0
1644798794.596,-39.062,-96.191,-30.273,-21.973,0.000,0
1644798794.600,-36.133,-394.531,-26.855,-25.391,0.000,0
1644798794.604,-14.648,-264.160,-24.414,-33.203,0.000,0
1644798794.608,-5.371,222.656,-26.367,-20.020,0.000,0
1644798794.612,-25.391,313.965,-31.250,-13.672,0.000,0
1644798794.616,-39.551,-307.129,-31.250,-28.809,0.000,0
1644798794.620,-30.762,-498.047,-30.273,-33.203,0.000,0
1644798794.623,-23.926,89.355,-28.320,-34.180,0.000,0
1644798794.627,-26.367,437.988,-28.809,-30.762,0.000,0
1644798794.631,-22.461,-142.090,-37.109,-20.508,0.000,0
1644798794.635,-33.203,-809.082,-38.574,-25.391,0.000,0
1644798794.639,-42.480,-667.480,-37.598,-44.922,0.000,0
1644798794.643,-31.250,-113.770,-36.133,-42.480,0.000,0
1644798794.647,-16.113,-14.648,-34.180,-22.949,0.000,0
1644798794.651,-15.137,-21.973,-33.203,-4.395,0.000,0
1644798794.655,-24.414,-9.766,-28.809,0.977,0.000,0
1644798794.659,-28.809,-335.449,-28.320,-23.926,0.000,0
1644798794.663,-27.832,-351.562,-27.344,-32.227,0.000,0
1644798794.666,-18.555,83.008,-26.855,-24.414,0.000,0
1644798794.670,-25.391,395.020,-32.227,-14.648,0.000,0
1644798794.674,-48.340,-61.035,-34.668,-13.672,0.000,0
1644798794.678,-43.945,-733.887,-35.645,-30.273,0.000,0
1644798794.682,-31.738,-505.859,-31.250,-37.109,0.000,0
1644798794.686,-29.785,298.340,-27.344,-31.250,0.000,0
1644798794.690,-31.250,204.102,-36.133,-25.879,0.000,0
1644798794.694,-41.016,-352.539,-41.016,-24.902,0.000,0
1644798794.698,-52.246,-361.328,-37.109,-38.574,0.000,0
1644798794.702,-38.574,-48.828,-33.203,-40.039,0.000,0
1644798794.706,-17.090,-112.793,-35.645,-24.414,0.000,0
1644798794.709,-16.113,-494.629,-40.039,-14.160,0.000,0
1644798794.713,-28.320,-181.641,-35.645,-19.531,0.000,0
1644798794.717,-45.898,-264.160,-34.668,-41.016,0.000,0
1644798794.721,-32.227,-506.836,-28.809,-37.109,0.000,0
1644798794.725,-6.836,-285.645,-25.391,-23.926,0.000,0
1644798794.729,-10.742,-54.199,-28.809,-24.902,0.000,0
1644798794.733,-35.156,-236.328,-32.715,-30.762,0.000,0
1644798794.737,-44.922,-802.734,-36.621,-37.109,0.000,0
1644798794.741,-34.668,-725.586,-34.668,-39.062,0.000,0
1644798794.744,-17.090,172.852,-31.738,-28.809,0.000,0
1644798794.748,-14.648,403.320,-33.203,-14.648,0.000,0
1644798794.752,-22.461,56.641,-31.250,-15.625,0.000,0
1644798794.756,-30.273,-246.094,-36.133,-26.367,0.000,0
1644798794.760,-36.133,-166.992,-37.109,-38.086,0.000,0
1644798794.764,-20.508,65.430,-32.227,-41.992,0.000,0
1644798794.768,-15.625,166.504,-35.156,-33.691,0.000,0
1644798794.772,-22.949,34.180,-35.156,-16.602,0.000,1
1644798794.776,-32.715,-366.211,-36.621,-23.438,0.000,0
1644798794.780,-29.785,-564.453,-34.180,-41.504,0.000,0
1644798794.784,-18.066,-667.480,-27.832,-29.785,0.000,0
1644798794.787,-18.555,-17.090,-29.297,-23.438,0.000,0
1644798794.791,-25.391,391.113,-32.227,-23.926,0.000,0
1644798794.795,-46.875,-283.203,-37.109,-17.578,0.000,0
1644798794.799,-48.340,-567.383,-39.062,-24.902,0.000,0
1644798794.803,-26.367,76.660,-31.250,-41.016,0.000,0
1644798794.807,-14.648,449.707,-29.785,-39.062,0.000,0
1644798794.811,-21.484,201.172,-33.203,-26.367,0.000,0
1644798794.815,-37.598,-232.422,-34.668,-25.391,0.000,0
1644798794.819,-36.621,-543.457,-34.180,-35.156,0.000,0
1644798794.823,-14.648,-266.602,-37.109,-41.992,0.000,0
1644798794.827,9.277,-387.695,-35.645,-15.625,0.000,0
1644798794.830,-3.418,-461.914,-32.227,-4.395,0.000,0
1644798794.834,-33.691,-15.137,-41.992,-28.320,0.000,0
1644798794.838,-34.668,-370.117,-38.574,-39.551,0.000,0
1644798794.842,-30.273,-370.605,-30.273,-38.574,0.000,0
1644798794.846,-28.809,224.121,-38.086,-33.691,0.000,0
1644798794.850,-31.738,512.207,-40.039,-25.879,0.000,0
1644798794.854,-37.109,42.969,-41.504,-19.531,0.000,0
1644798794.858,-42.480,-505.371,-43.457,-33.691,0.000,0
1644798794.862,-36.621,-208.008,-36.133,-41.016,0.000,0
1644798794.866,-20.020,111.328,-30.762,-23.438,0.000,0
1644798794.870,-20.996,-8.789,-30.762,-17.090,0.000,0
1644798794.873,-34.180,-645.508,-34.668,-19.531,0.000,0
1644798794.877,-46.875,-697.266,-30.762,-32.715,0.000,0
1644798794.881,-29.785,-68.359,-24.414,-43.945,0.000,0
1644798794.885,-9.766,32.715,-26.855,-34.668,0.000,0
1644798794.889,-19.043,90.332,-28.320,-24.902,0.000,0
1644798794.893,-32.227,188.477,-33.691,-20.020,0.000,0
1644798794.897,-42.969,-296.875,-39.062,-31.738,0.000,0
1644798794.901,-30.762,-586.914,-36.621,-34.180,0.000,0
1644798794.905,-15.625,-39.551,-31.738,-29.297,0.000,0
1644798794.909,-23.926,385.742,-28.809,-28.320,0.000,0
1644798794.912,-31.250,-5.859,-30.762,-18.066,0.000,0
1644798794.916,-32.715,-753.906,-36.133,-18.066,0.000,0
1644798794.920,-29.785,-852.539,-36.133,-35.156,0.000,0
1644798794.924,-14.160,-29.785,-29.785,-34.180,0.000,0
1644798794.928,-2.930,417.480,-30.762,-19.043,0.000,0
1644798794.932,-13.184,23.926,-35.156,-19.043,0.000,0
1644798794.936,-28.809,-399.902,-35.156,-25.879,0.000,0
1644798794.940,-30.273,-191.895,-27.344,-37.598,0.000,0
1644798794.944,-7.812,114.258,-22.461,-31.738,0.000,0
1644798794.948,-1.953,187.012,-21.484,-19.043,0.000,0
1644798794.952,-16.602,235.840,-14.160,-12.207,0.000,0
1644798794.955,-29.785,-156.250,-13.672,-12.207,0.000,0
1644798794.959,-36.133,-644.531,-22.461,-25.391,0.000,0
1644798794.963,-25.879,-633.301,-23.926,-19.043,0.000,0
1644798794.967,-19.531,-10.742,-19.531,-13.184,0.000,0
1644798794.971,-24.414,388.672,-27.344,-14.648,0.000,0
1644798794.975,-35.645,-302.246,-31.250,-12.695,0.000,0
1644798794.979,-39.062,-752.441,-33.203,-18.555,0.000,0
1644798794.983,-26.855,-55.664,-33.203,-21.973,0.000,0
1644798794.987,-19.043,406.738,-34.180,-14.648,0.000,0
1644798794.991,-19.043,124.512,-36.621,-5.371,0.000,0
1644798794.994,-34.180,-292.969,-36.621,-14.648,0.000,0
1644798794.998,-45.410,-294.434,-36.621,-40.527,0.000,0
1644798795.002,-23.438,-15.625,-36.621,-45.410,0.000,0
1644798795.006,-9.277,-160.156,-37.598,-31.250,0.000,0
1644798795.010,-28.320,-387.695,-36.621,-21.484,0.000,0
1644798795.014,-46.387,-407.715,-37.598,-17.090,0.000,0
1644798795.018,-47.363,-612.793,-36.133,-23.926,0.000,0
1644798795.022,-26.855,-634.766,-28.320,-33.203,0.000,0
1644798795.026,-21.973,-80.566,-24.414,-20.020,0.000,0
1644798795.030,-33.203,462.891,-28.809,-18.066,0.000,0
1644798795.034,-34.180,97.168,-29.297,-21.973,0.000,0
1644798795.037,-41.504,-470.703,-31.250,-23.438,0.000,0
1644798795.041,-28.809,-289.551,-31.738,-31.250,0.000,0
1644798795.045,-4.395,291.992,-28.809,-19.531,0.000,0
1644798795.049,0.488,285.156,-31.738,-14.160,0.000,0
1644798795.053,-9.766,-389.648,-38.086,-18.555,0.000,0
1644798795.057,-38.086,-596.680,-43.457,-39.062,0.000,0
1644798795.061,-35.645,-115.234,-42.480,-49.805,0.000,0
1644798795.065,-12.207,16.113,-39.062,-29.297,0.000,0
1644798795.069,-9.277,-254.395,-35.645,-12.207,0.000,0
1644798795.073,-17.578,-140.137,-33.691,-16.113,0.000,0
1644798795.076,-31.250,-338.379,-32.715,-23.926,0.000,0
1644798795.080,-34.668,-489.258,-35.645,-37.109,0.000,0
1644798795.084,-16.113,-78.125,-35.156,-40.039,0.000,0
1644798795.088,-12.695,375.977,-36.621,-28.320,0.000,0
1644798795.092,-25.391,255.859,-36.621,-13.184,0.000,0
1644798795.096,-42.480,-381.836,-34.180,-22.949,0.000,0
1644798795.100,-44.434,-727.051,-32.715,-42.969,0.000,0
1644798795.104,-21.973,-330.078,-31.738,-39.062,0.000,0
1644798795.108,-16.113,46.387,-34.668,-33.203,0.000,0
1644798795.112,-24.414,-436.035,-37.109,-24.414,0.000,0
1644798795.116,-33.691,-844.727,-37.598,-21.973,0.000,0
1644798795.119,-49.805,-309.570,-34.668,-49.805,0.000,0
1644798795.123,-42.969,1.953,-33.691,-51.758,0.000,0
1644798795.127,-24.414,134.277,-34.668,-32.715,0.000,0
1644798795.131,-29.785,83.984,-32.227,-27.832,0.000,0
1644798795.135,-41.504,-259.766,-27.344,-20.996,0.000,0
1644798795.139,-50.293,-448.242,-26.855,-35.156,0.000,0
1644798795.143,-41.504,-284.668,-29.785,-42.480,0.000,0
1644798795.147,-24.414,-1.953,-33.691,-23.438,0.000,0
1644798795.151,-30.762,27.832,-40.039,-21.973,0.000,0
1644798795.155,-50.293,-333.984,-47.363,-32.227,0.000,0
1644798795.158,-46.387,-848.145,-42.969,-25.391,0.000,0
1644798795.162,-30.762,-281.250,-33.203,-36.621,0.000,0
1644798795.166,-28.320,442.383,-37.109,-48.828,0.000,0
1644798795.170,-28.809,217.285,-38.086,-29.297,0.000,0
1644798795.174,-42.480,-104.492,-36.621,-21.973,0.000,0
1644798795.178,-47.363,-166.992,-34.180,-30.762,0.000,0
1644798795.182,-31.738,19.043,-30.273,-32.227,0.000,0
1644798795.186,-17.090,161.621,-36.133,-34.668,0.000,0
1644798795.190,-16.113,157.715,-34.180,-24.414,0.000,0
1644798795.194,-34.180,-118.164,-34.180,-12.695,0.000,0
1644798795.198,-38.086,-522.461,-37.598,-31.738,0.000,0
1644798795.201,-20.020,-861.816,-31.738,-38.086,0.000,0
1644798795.205,-5.371,-578.613,-21.973,-16.113,0.000,0
1644798795.209,-3.418,312.500,-20.020,-7.812,0.000,0
1644798795.213,-19.531,216.797,-25.391,-14.160,0.000,0
1644798795.217,-41.504,-363.281,-30.762,-20.508,0.000,0
1644798795.221,-40.039,-226.074,-27.832,-34.180,0.000,0
1644798795.225,-25.391,341.309,-21.973,-28.809,0.000,0
1644798795.229,-16.602,366.211,-24.414,-17.090,0.000,0
1644798795.233,-23.438,14.160,-28.809,-15.137,0.000,0
1644798795.237,-39.062,-273.438,-30.273,-19.531,0.000,0
1644798795.241,-34.668,-445.312,-29.785,-32.715,0.000,0
1644798795.244,-16.602,-292.480,-32.715,-27.832,0.000,0
1644798795.248,-2.930,-306.152,-36.621,-2.930,0.000,0
1644798795.252,-14.648,-197.754,-34.668,-2.930,0.000,0
1644798795.256,-38.086,-65.430,-38.086,-26.367,0.000,0
1644798795.260,-32.715,-466.309,-38.086,-35.156,0.000,0
1644798795.264,-16.602,-549.805,-33.691,-27.832,0.000,0
1644798795.268,-15.625,185.059,-35.645,-24.414,0.000,0
1644798795.272,-24.902,387.207,-37.109,-27.832,0.000,0
1644798795.276,-37.598,-241.211,-40.039,-24.902,0.000,0
1644798795.280,-42.480,-464.844,-40.527,-37.109,0.000,0
1644798795.284,-25.391,-7.812,-34.180,-39.062,0.000,0
1644798795.287,-16.113,125.488,-37.598,-25.879,0.000,0
1644798795.291,-24.902,-444.336,-42.480,-17.578,0.000,0
1644798795.295,-41.016,-931.152,-40.039,-20.996,0.000,0
1644798795.299,-47.852,-482.422,-39.551,-39.062,0.000,0
1644798795.303,-29.785,-58.594,-42.480,-41.504,0.000,0
1644798795.307,-11.719,13.672,-38.086,-22.949,0.000,0
1644798795.311,-13.672,40.039,-32.227,-16.602,0.000,0
1644798795.315,-36.133,2.930,-40.527,-14.648,0.000,0
1644798795.319,-52.246,-297.852,-41.016,-16.113,0.000,0
1644798795.323,-31.738,-306.641,-34.668,-21.484,0.000,0
1644798795.326,-16.113,166.016,-35.156,-12.207,0.000,0
1644798795.330,-19.043,406.738,-37.109,-11.719,0.000,0
1644798795.334,-34.180,-169.922,-36.133,-12.695,0.000,0
1644798795.338,-47.363,-680.176,-39.062,-24.414,0.000,0
1644798795.342,-36.621,-221.680,-41.992,-38.574,0.000,0
1644798795.346,-27.344,341.797,-41.016,-35.645,0.000,0
1644798795.350,-23.926,219.238,-38.574,-30.273,0.000,0
1644798795.354,-26.367,-651.855,-41.504,-22.949,0.000,0
1644798795.358,-44.922,-722.656,-46.387,-40.527,0.000,0
1644798795.362,-43.457,-122.559,-46.875,-50.781,0.000,0
1644798795.366,-19.043,-75.195,-41.016,-25.879,0.000,0
1644798795.369,-14.160,-57.617,-34.180,-16.113,0.000,0
1644798795.373,-25.879,154.297,-36.621,-23.926,0.000,0
1644798795.377,-33.691,-135.254,-38.574,-33.691,0.000,0
1644798795.381,-33.203,-517.090,-36.621,-44.922,0.000,0
1644798795.385,-14.160,-356.934,-34.180,-32.227,0.000,0
1644798795.389,-7.324,37.109,-32.227,-28.320,0.000,0
1644798795.393,-23.926,121.094,-35.645,-24.414,0.000,0
1644798795.397,-42.480,-518.066,-39.551,-23.926,0.000,0
1644798795.401,-45.898,-647.461,-36.621,-47.852,0.000,0
1644798795.405,-24.414,146.973,-30.762,-41.992,0.000,0
1644798795.409,-15.137,300.293,-30.273,-23.926,0.000,0
1644798795.412,-27.832,16.602,-34.668,-28.809,0.000,0
1644798795.416,-49.316,-242.676,-40.039,-48.340,0.000,0
1644798795.420,-47.363,-203.125,-36.621,-56.641,0.000,0
1644798795.424,-25.879,-0.977,-27.832,-42.969,0.000,0
1644798795.428,-20.508,-33.691,-31.250,-35.156,0.000,0
1644798795.432,-29.297,-147.949,-37.598,-31.738,0.000,0
1644798795.436,-54.688,-256.348,-35.645,-27.344,0.000,0
1644798795.440,-55.176,-444.336,-28.809,-37.109,0.000,0
1644798795.444,-23.438,-689.453,-22.461,-28.320,0.000,0
1644798795.448,-13.672,-48.828,-21.973,-16.602,0.000,0
1644798795.451,-20.508,410.156,-26.367,-18.555,0.000,0
1644798795.455,-31.250,-170.898,-32.715,-31.250,0.000,0
1644798795.459,-37.109,-496.094,-33.203,-40.039,0.000,0
1644798795.463,-28.320,-45.898,-27.832,-42.480,0.000,0
1644798795.467,-22.949,367.676,-28.320,-39.062,0.000,0
1644798795.471,-26.855,195.801,-30.762,-22.461,0.000,0
1644798795.475,-39.062,-353.516,-31.738,-26.367,0.000,0
1644798795.479,-45.410,-631.836,-36.621,-45.410,0.000,0
1644798795.483,-32.227,-373.535,-35.645,-46.875,0.000,0
1644798795.487,-18.555,-485.352,-30.762,-20.020,0.000,0
1644798795.491,-22.461,-449.219,-29.297,-7.812,0.000,0
1644798795.494,-33.691,68.848,-30.762,-24.414,0.000,0
1644798795.498,-43.945,-224.121,-28.809,-35.645,0.000,0
1644798795.502,-30.273,-319.336,-23.438,-43.457,0.000,0
1644798795.506,-15.137,220.703,-25.391,-42.480,0.000,0
1644798795.510,-16.113,542.969,-30.762,-30.273,0.000,0
1644798795.514,-21.484,124.023,-31.738,-17.578,0.000,0
1644798795.518,-38.086,-458.008,-28.320,-24.902,0.000,0
1644798795.522,-29.297,-510.742,-23.438,-36.621,0.000,0
1644798795.526,-6.348,21.973,-19.531,-22.461,0.000,0
1644798795.530,-5.859,265.137,-19.531,-14.160,0.000,0
1644798795.533,-19.531,-476.562,-19.043,-4.395,0.000,0
1644798795.537,-43.945,-536.133,-21.973,-20.020,0.000,0
1644798795.541,-39.551,-131.348,-26.855,-36.621,0.000,0
1644798795.545,-17.578,-111.328,-24.902,-28.320,0.000,0
1644798795.549,-15.137,139.160,-25.879,-16.113,0.000,0
1644798795.553,-32.227,297.363,-29.297,-11.230,0.000,0
1644798795.557,-42.969,-77.148,-27.344,-32.715,0.000,0
1644798795.561,-28.809,-395.508,-26.855,-52.246,0.000,0
1644798795.565,-8.789,-58.105,-25.391,-44.922,0.000,0
1644798795.569,-2.930,164.551,-21.484,-22.461,0.000,0
1644798795.573,-11.719,-117.676,-21.484,-7.812,0.000,0
1644798795.576,-25.879,-703.125,-25.391,-5.859,0.000,0
1644798795.580,-31.250,-813.477,-25.391,-16.602,0.000,0
1644798795.584,-18.066,18.066,-24.414,-33.203,0.000,0
1644798795.588,-13.672,387.207,-26.367,-28.809,0.000,0
1644798795.592,-18.555,146.484,-27.832,-18.555,0.000,0
1644798795.596,-22.949,-108.398,-31.250,-24.414,0.000,0
1644798795.600,-24.414,-204.590,-32.227,-40.039,0.000,0
1644798795.604,-22.461,-175.293,-31.250,-39.551,0.000,0
1644798795.608,-17.090,79.102,-28.809,-24.414,0.000,0
1644798795.612,-20.508,258.301,-32.227,-20.996,0.000,0
1644798795.616,-37.109,-260.254,-35.156,-20.020,0.000,0
1644798795.619,-36.621,-731.445,-33.691,-33.691,0.000,0
1644798795.623,-23.926,-792.480,-33.203,-39.062,0.000,0
1644798795.627,-15.137,-124.512,-27.832,-29.785,0.000,0
1644798795.631,-17.090,454.590,-25.879,-26.855,0.000,0
1644798795.635,-36.621,-76.172,-30.762,-28.809,0.000,0
1644798795.639,-43.945,-539.062,-38.086,-36.133,0.000,0
1644798795.643,-27.832,-81.543,-35.645,-38.086,0.000,0
1644798795.647,-20.508,437.988,-30.762,-26.855,0.000,0
1644798795.651,-17.578,277.344,-33.691,-23.438,0.000,0
1644798795.655,-29.297,-91.309,-37.109,-29.297,0.000,0
1644798795.658,-51.270,-277.832,-30.273,-26.855,0.000,0
1644798795.662,-41.504,-243.164,-26.367,-25.879,0.000,0
1644798795.666,-26.855,-435.059,-30.762,-20.996,0.000,0
1644798795.670,-33.691,-615.234,-32.715,-20.508,0.000,0
1644798795.674,-46.387,-180.664,-35.645,-35.156,0.000,0
1644798795.678,-47.363,-312.012,-34.180,-40.039,0.000,1
1644798795.682,-44.434,-405.273,-32.715,-40.527,0.000,0
1644798795.686,-34.668,130.859,-27.832,-32.715,0.000,0
1644798795.690,-26.855,452.148,-23.926,-21.973,0.000,0
1644798795.694,-29.297,143.066,-25.391,-12.207,0.000,0
1644798795.698,-39.062,-440.430,-24.414,-13.672,0.000,0
1644798795.701,-34.180,-288.086,-22.461,-33.691,0.000,0
1644798795.705,-13.672,225.586,-25.391,-29.785,0.000,0
1644798795.709,-12.207,115.234,-29.785,-17.090,0.000,0
1644798795.713,-33.691,-476.074,-31.738,-19.043,0.000,0
1644798795.717,-47.363,-559.570,-30.762,-31.738,0.000,0
1644798795.721,-41.016,-367.188,-28.320,-49.805,0.000,0
1644798795.725,-26.855,-314.453,-27.344,-45.898,0.000,0
1644798795.729,-19.531,-117.188,-30.762,-25.879,0.000,0
1644798795.733,-31.250,187.500,-35.645,-21.973,0.000,0
1644798795.737,-50.293,-73.730,-37.598,-38.086,0.000,0
1644798795.741,-46.875,-467.285,-39.062,-49.316,0.000,0
1644798795.744,-30.762,-127.441,-32.715,-41.992,0.000,0
1644798795.748,-33.691,393.066,-28.320,-32.227,0.000,0
1644798795.752,-45.410,311.523,-33.691,-45.898,0.000,0
1644798795.756,-63.477,-461.914,-36.621,-50.293,0.000,0
1644798795.760,-58.105,-826.660,-30.762,-55.664,0.000,0
1644798795.764,-26.367,-262.695,-23.438,-49.805,0.000,0
1644798795.768,-21.484,285.156,-23.438,-37.109,0.000,0
1644798795.772,-39.551,-12.695,-29.785,-39.551,0.000,0
1644798795.776,-55.176,-396.484,-34.668,-38.086,0.000,0
1644798795.780,-60.547,-443.359,-30.762,-50.293,0.000,0
1644798795.784,-52.246,-322.266,-27.832,-51.758,0.000,0
1644798795.787,-39.551,128.906,-31.250,-41.992,0.000,0
1644798795.791,-43.457,373.535,-30.762,-32.227,0.000,0
1644798795.795,-57.129,147.949,-34.668,-24.414,0.000,0
1644798795.799,-54.199,-310.547,-34.180,-30.273,0.000,0
1644798795.803,-34.668,-491.699,-28.809,-38.086,0.000,0
1644798795.807,-24.414,-34.180,-31.250,-38.574,0.000,0
1644798795.811,-33.691,435.547,-36.133,-28.320,0.000,0
1644798795.815,-41.992,-63.477,-37.598,-18.555,0.000,0
1644798795.819,-50.781,-849.121,-37.109,-27.832,0.000,0
1644798795.822,-39.062,-366.211,-34.180,-38.574,0.000,0
1644798795.826,-19.531,386.230,-30.762,-28.320,0.000,0
1644798795.830,-24.414,282.227,-33.691,-24.414,0.000,0
1644798795.834,-38.086,-84.473,-33.203,-32.227,0.000,0
1644798795.838,-41.504,-428.711,-31.738,-33.691,0.000,0
1644798795.842,-24.902,-274.414,-29.297,-41.016,0.000,0
1644798795.846,-6.836,51.270,-27.832,-41.992,0.000,0
1644798795.850,-10.742,-33.203,-32.715,-29.297,0.000,0
1644798795.854,-23.438,-228.516,-34.668,-21.484,0.000,0
1644798795.858,-39.062,-513.184,-35.645,-20.996,0.000,0
1644798795.862,-35.645,-870.605,-38.574,-27.832,0.000,0
1644798795.865,-19.531,-567.383,-37.109,-29.297,0.000,0
1644798795.869,-24.902,347.168,-35.156,-18.555,0.000,0
1644798795.873,-27.832,218.750,-34.668,-5.371,0.000,0
1644798795.877,-35.156,-388.184,-32.715,-6.348,0.000,0
1644798795.881,-33.203,-286.621,-35.156,-22.949,0.000,0
1644798795.885,-18.066,262.207,-35.156,-22.949,0.000,0
1644798795.889,-11.230,357.910,-31.250,-3.906,0.000,0
1644798795.893,-7.812,78.125,-28.809,-1.465,0.000,0
1644798795.897,-26.855,-327.148,-25.879,-13.184,0.000,0
1644798795.901,-46.387,-537.598,-26.367,-28.320,0.000,0
1644798795.905,-26.855,-319.336,-29.297,-35.645,0.000,0
1644798795.908,-12.695,-356.934,-32.227,-19.531,0.000,0
1644798795.912,-21.484,-109.863,-33.203,-17.578,0.000,0
1644798795.916,-31.250,-18.555,-32.715,-28.809,0.000,0
1644798795.920,-29.785,-432.617,-31.250,-30.273,0.000,0
1644798795.924,-21.973,-199.219,-28.809,-24.414,0.000,0
1644798795.928,-25.879,427.246,-33.203,-15.625,0.000,0
1644798795.932,-32.227,456.543,-28.809,-7.812,0.000,0
1644798795.936,-39.551,-153.320,-24.414,-11.719,0.000,0
1644798795.940,-44.434,-406.738,-32.227,-31.250,0.000,0
1644798795.944,-25.391,-200.195,-32.715,-33.691,0.000,0
1644798795.948,-6.348,43.945,-29.785,-22.949,0.000,0
1644798795.951,-2.930,-344.238,-35.156,-16.113,0.000,0
1644798795.955,-23.926,-924.805,-39.062,-12.207,0.000,0
1644798795.959,-46.387,-455.078,-36.133,-33.691,0.000,0
1644798795.963,-32.715,-62.012,-37.109,-35.156,0.000,0
1644798795.967,-10.742,118.164,-35.156,-25.879,0.000,0
1644798795.971,-7.324,257.812,-30.762,-21.484,0.000,0
1644798795.975,-27.344,105.957,-27.344,-13.672,0.000,0
1644798795.979,-42.969,-305.664,-31.250,-27.344,0.000,0
1644798795.983,-36.133,-344.727,-36.133,-41.016,0.000,0
1644798795.987,-22.461,195.312,-35.645,-31.738,0.000,0
1644798795.990,-17.578,235.840,-37.598,-23.438,0.000,0
1644798795.994,-29.785,-275.391,-35.645,-21.973,0.000,0
1644798795.998,-41.992,-830.078,-37.109,-18.066,0.000,0
1644798796.002,-36.621,-478.027,-32.227,-24.902,0.000,0
1644798796.006,-20.020,303.711,-28.320,-21.484,0.000,0
1644798796.010,-15.625,238.281,-34.180,-16.602,0.000,0
1644798796.014,-29.785,-250.977,-34.180,-14.160,0.000,0
1644798796.018,-41.992,-387.695,-28.809,-20.996,0.000,0
1644798796.022,-32.227,-160.645,-29.297,-35.156,0.000,0
1644798796.026,-15.625,27.344,-28.809,-25.391,0.000,0
1644798796.030,-19.531,212.402,-29.297,-17.090,0.000,0
1644798796.033,-29.785,258.301,-31.250,-19.043,0.000,0
1644798796.037,-40.039,-265.625,-27.832,-22.949,0.000,0
1644798796.041,-30.273,-896.973,-29.297,-19.043,0.000,0
1644798796.045,-16.602,-588.379,-28.809,-14.648,0.000,0
1644798796.049,-20.996,333.496,-28.809,-14.160,0.000,0
1644798796.053,-31.250,363.770,-32.227,-4.395,0.000,0
1644798796.057,-42.480,-435.547,-33.203,-13.184,0.000,0
1644798796.061,-45.410,-594.238,-33.691,-37.598,0.000,0
1644798796.065,-31.738,151.367,-32.227,-29.297,0.000,0
1644798796.069,-12.695,383.301,-28.809,-18.066,0.000,0
1644798796.072,-20.508,-30.273,-29.785,-21.484,0.000,0
1644798796.076,-42.480,-292.480,-36.621,-17.090,0.000,0
1644798796.080,-38.086,-207.031,-34.180,-26.855,0.000,0
1644798796.084,-14.648,-204.590,-33.691,-29.297,0.000,0
1644798796.088,-9.277,-529.785,-36.133,-14.160,0.000,0
1644798796.092,-23.438,-197.754,-30.273,-14.648,0.000,0
1644798796.096,-32.715,86.426,-27.344,-14.160,0.000,0
1644798796.100,-28.809,-399.902,-28.809,-10.742,0.000,0
1644798796.104,-19.043,-235.352,-25.879,-12.695,0.000,0
1644798796.108,-15.625,363.770,-30.762,-12.695,0.000,0
1644798796.112,-12.695,475.586,-36.133,-21.973,0.000,0
1644798796.115,-19.043,-79.590,-40.039,-20.996,0.000,0
1644798796.119,-29.785,-487.793,-39.062,-25.879,0.000,0
1644798796.123,-20.508,-20.996,-31.250,-31.738,0.000,0
1644798796.127,0.000,359.375,-32.227,-20.508,0.000,0
1644798796.131,-3.906,20.508,-32.227,-9.277,0.000,0
1644798796.135,-30.762,-458.008,-32.227,-14.648,0.000,0
1644798796.139,-48.340,-687.500,-36.133,-30.762,0.000,0
1644798796.143,-37.598,-476.074,-36.621,-40.527,0.000,0
1644798796.147,-10.742,-433.105,-36.133,-25.879,0.000,0
1644798796.151,-14.160,-206.055,-34.668,-12.207,0.000,0
1644798796.154,-34.668,222.656,-34.180,-16.113,0.000,0
1644798796.158,-39.551,-229.492,-34.180,-31.250,0.000,0
1644798796.162,-26.367,-361.816,-29.785,-38.574,0.000,0
1644798796.166,-9.766,127.441,-27.344,-21.973,0.000,0
1644798796.170,-18.066,431.641,-29.785,-2.930,0.000,0
1644798796.174,-34.180,129.883,-30.273,-1.953,0.000,0
1644798796.178,-40.039,-665.039,-33.203,-10.254,0.000,0
1644798796.182,-41.992,-558.105,-28.809,-25.879,0.000,0
1644798796.186,-25.879,233.398,-26.367,-30.273,0.000,0
1644798796.190,-8.789,168.457,-27.344,-10.254,0.000,0
1644798796.194,-14.160,-403.809,-26.367,-5.371,0.000,0
1644798796.197,-33.691,-441.895,-28.320,-29.785,0.000,0
1644798796.201,-41.016,-239.258,-29.297,-46.387,0.000,0
1644798796.205,-25.879,-38.086,-33.691,-37.109,0.000,0
1644798796.209,-12.695,179.688,-33.203,-21.484,0.000,0
1644798796.213,-22.461,356.934,-31.738,-13.184,0.000,0
1644798796.217,-38.574,20.508,-37.109,-13.672,0.000,0
1644798796.221,-35.645,-418.945,-39.551,-27.344,0.000,0
1644798796.225,-19.531,-407.715,-35.645,-33.691,0.000,0
1644798796.229,-16.602,-65.918,-32.227,-32.715,0.000,0
