timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1641445117.838,-42.480,-26.855,-14.648,-48.340,0.000,0
1641445117.842,-40.039,-32.715,-16.602,-45.898,0.000,0
1641445117.845,-72.754,-38.086,-19.043,-70.801,0.000,0
1641445117.849,-74.219,-27.832,-17.578,-62.988,0.000,0
1641445117.853,-51.758,-26.855,-15.137,-41.504,0.000,0
1641445117.857,-41.504,-36.621,-14.160,-39.551,0.000,0
1641445117.861,-65.918,-37.109,-11.719,-54.199,0.000,0
1641445117.865,-79.102,-28.809,-10.742,-73.242,0.000,0
1641445117.869,-62.012,-31.250,-18.555,-72.266,0.000,0
1641445117.873,-40.039,-33.691,-19.043,-49.805,0.000,0
1641445117.877,-68.359,-31.738,-12.207,-71.777,0.000,0
1641445117.881,-86.914,-29.297,-4.395,-90.332,0.000,0
1641445117.884,-71.777,-29.297,-4.883,-67.383,0.000,0
1641445117.888,-47.363,-35.645,-11.230,-53.711,0.000,0
1641445117.892,-47.852,-27.832,-4.395,-65.430,0.000,0
1641445117.896,-74.219,-28.320,-3.906,-73.730,0.000,0
1641445117.900,-72.754,-38.574,-14.648,-74.707,0.000,0
1641445117.904,-38.574,-34.180,-16.602,-52.734,0.000,0
1641445117.908,-52.734,-26.855,-12.695,-45.410,0.000,0
1641445117.912,-88.867,-21.484,-9.277,-65.430,0.000,0
1641445117.915,-81.055,-25.879,-11.719,-70.801,0.000,0
1641445117.919,-58.105,-29.297,-9.766,-63.965,0.000,0
1641445117.924,-41.504,-20.020,-0.488,-57.617,0.000,0
1641445117.927,-59.570,-20.508,-0.488,-65.918,0.000,0
1641445117.931,-69.824,-25.391,-4.883,-70.312,0.000,0
1641445117.935,-57.617,-30.762,-11.230,-51.758,0.000,0
1641445117.939,-42.480,-23.926,-10.742,-45.410,0.000,0
1641445117.943,-58.105,-23.438,-9.277,-67.383,0.000,0
1641445117.947,-72.266,-28.320,-12.695,-73.730,0.000,0
1641445117.951,-59.570,-26.367,-14.160,-53.711,0.000,0
1641445117.955,-30.762,-20.996,-8.301,-45.898,0.000,0
1641445117.958,-30.273,-19.531,-2.930,-60.059,0.000,0
1641445117.962,-65.430,-21.973,-2.930,-63.965,0.000,0
1641445117.966,-63.477,-17.578,0.000,-56.152,0.000,0
1641445117.970,-31.738,-14.648,2.441,-36.133,0.000,0
1641445117.974,-31.738,-18.066,3.906,-39.551,0.000,0
1641445117.978,-65.430,-22.461,-0.488,-64.453,0.000,0
1641445117.982,-72.754,-19.531,-2.441,-65.430,0.000,0
1641445117.986,-49.805,-18.555,-4.883,-51.758,0.000,0
1641445117.990,-32.227,-22.461,-4.883,-41.016,0.000,0
1641445117.994,-57.129,-31.250,-8.789,-60.547,0.000,0
1641445117.998,-65.918,-29.297,-14.160,-66.406,0.000,0
1641445118.001,-52.246,-10.742,-7.324,-63.477,0.000,0
1641445118.005,-44.434,-13.672,-16.602,-61.035,0.000,0
1641445118.009,-61.523,-20.020,-20.508,-65.918,0.000,0
1641445118.013,-68.359,-10.742,-15.137,-70.801,0.000,0
1641445118.017,-52.734,-3.418,-8.301,-59.570,0.000,0
1641445118.021,-45.410,-15.625,-13.184,-47.363,0.000,0
1641445118.025,-57.129,-21.973,-21.484,-60.547,0.000,0
1641445118.029,-79.590,-14.648,-19.043,-78.613,0.000,0
1641445118.033,-80.078,-14.160,-17.578,-76.660,0.000,0
1641445118.037,-53.711,-14.648,-19.043,-51.758,0.000,0
1641445118.040,-39.062,-17.578,-20.996,-39.062,0.000,0
1641445118.044,-64.453,-14.160,-19.531,-59.570,0.000,0
1641445118.048,-77.148,-10.254,-18.555,-64.453,0.000,0
1641445118.052,-56.641,-17.578,-18.066,-60.547,0.000,0
1641445118.056,-41.504,-13.184,-17.578,-47.363,0.000,0
1641445118.060,-66.895,-9.277,-11.719,-50.293,0.000,0
1641445118.064,-87.402,-21.484,-8.301,-62.012,0.000,0
1641445118.068,-76.660,-27.344,-12.207,-55.176,0.000,0
1641445118.072,-47.363,-24.902,-15.137,-34.180,0.000,0
1641445118.076,-62.500,-29.297,-7.324,-48.340,0.000,0
1641445118.080,-89.355,-33.691,-0.977,-66.406,0.000,0
1641445118.083,-75.195,-30.273,-1.953,-53.711,0.000,0
1641445118.087,-51.270,-33.691,-3.906,-43.457,0.000,0
1641445118.091,-52.246,-32.715,-5.371,-61.035,0.000,0
1641445118.095,-80.078,-24.414,3.906,-80.078,0.000,0
1641445118.099,-90.332,-30.762,-1.953,-70.312,0.000,0
1641445118.103,-65.918,-35.156,-12.695,-54.688,0.000,0
1641445118.107,-58.105,-33.203,-5.371,-53.223,0.000,0
1641445118.111,-86.914,-34.668,-0.977,-71.777,0.000,1
1641445118.115,-88.867,-36.621,-6.836,-75.195,0.000,0
1641445118.119,-67.383,-35.156,-3.906,-60.059,0.000,0
1641445118.123,-54.688,-32.715,-0.977,-41.016,0.000,0
1641445118.126,-62.500,-35.645,-1.465,-51.270,0.000,0
1641445118.130,-76.172,-37.598,-6.836,-67.383,0.000,0
1641445118.134,-75.195,-35.156,-8.789,-70.801,0.000,0
1641445118.138,-57.129,-29.297,-4.883,-54.199,0.000,0
1641445118.142,-62.500,-36.133,-14.160,-50.293,0.000,0
1641445118.146,-70.312,-35.645,-14.648,-52.246,0.000,0
1641445118.150,-74.219,-16.602,-1.465,-56.641,0.000,0
1641445118.154,-60.547,-17.578,0.000,-53.223,0.000,0
1641445118.158,-49.805,-26.855,-6.348,-40.527,0.000,0
1641445118.162,-73.730,-32.715,-9.277,-61.035,0.000,0
1641445118.166,-78.613,-25.879,-6.348,-68.848,0.000,0
1641445118.169,-54.199,-21.484,-10.254,-54.199,0.000,0
1641445118.173,-39.062,-28.320,-12.207,-49.316,0.000,0
1641445118.177,-67.383,-29.297,-13.184,-65.918,0.000,0
1641445118.181,-83.008,-27.832,-15.625,-75.195,0.000,0
1641445118.185,-63.477,-25.879,-14.648,-71.289,0.000,0
1641445118.189,-35.645,-32.227,-18.066,-56.152,0.000,0
1641445118.193,-44.922,-31.738,-15.137,-63.965,0.000,0
1641445118.197,-83.984,-18.555,-2.441,-80.078,0.000,0
1641445118.201,-83.008,-22.949,-0.977,-77.637,0.000,0
1641445118.205,-49.316,-24.902,-6.836,-61.523,0.000,0
1641445118.209,-65.430,-23.926,-12.207,-65.918,0.000,0
1641445118.212,-88.379,-26.855,-7.812,-79.102,0.000,0
1641445118.216,-71.777,-25.879,-3.906,-70.801,0.000,0
1641445118.220,-49.805,-32.227,-8.789,-58.594,0.000,0
1641445118.224,-47.852,-35.156,-10.254,-55.176,0.000,0
1641445118.228,-77.148,-26.855,-11.719,-68.848,0.000,0
1641445118.232,-87.402,-26.855,-14.648,-65.430,0.000,0
1641445118.236,-60.059,-27.832,-13.184,-48.828,0.000,0
1641445118.240,-41.016,-17.090,-8.301,-50.781,0.000,0
1641445118.244,-67.871,-19.531,-6.836,-75.195,0.000,0
1641445118.247,-84.473,-34.668,-12.695,-80.566,0.000,0
1641445118.252,-71.289,-30.273,-13.184,-63.477,0.000,0
1641445118.255,-52.734,-15.137,-6.348,-47.363,0.000,0
1641445118.259,-68.848,-18.555,-7.812,-59.082,0.000,0
1641445118.263,-86.426,-20.020,-6.836,-73.730,0.000,0
1641445118.267,-77.637,-21.973,-6.348,-62.012,0.000,0
1641445118.271,-54.688,-21.484,-5.371,-43.945,0.000,0
1641445118.275,-64.941,-19.531,-6.348,-65.430,0.000,0
1641445118.279,-88.379,-33.691,-16.113,-81.055,0.000,0
1641445118.283,-97.168,-40.039,-16.113,-81.055,0.000,0
1641445118.286,-68.848,-29.297,-0.977,-77.637,0.000,0
1641445118.290,-46.387,-28.809,2.930,-61.523,0.000,0
1641445118.294,-86.914,-32.227,-2.930,-64.453,0.000,0
1641445118.298,-105.469,-23.926,-2.441,-69.824,0.000,0
1641445118.302,-75.195,-15.137,3.418,-56.152,0.000,0
1641445118.306,-56.641,-25.879,0.000,-46.875,0.000,0
1641445118.310,-81.055,-34.180,-4.883,-62.988,0.000,0
1641445118.314,-82.520,-36.133,-4.883,-68.848,0.000,0
1641445118.318,-55.664,-36.621,-4.395,-56.152,0.000,0
1641445118.322,-33.691,-33.203,-6.836,-37.109,0.000,0
1641445118.326,-52.246,-40.039,-13.184,-47.363,0.000,0
1641445118.329,-85.938,-30.273,-6.348,-73.242,0.000,0
1641445118.333,-69.824,-20.508,1.953,-66.895,0.000,0
1641445118.337,-38.574,-27.832,-6.836,-48.340,0.000,0
1641445118.341,-45.898,-25.879,-15.625,-49.805,0.000,0
1641445118.345,-62.012,-18.555,-13.184,-67.871,0.000,0
1641445118.349,-60.547,-23.438,-14.160,-70.312,0.000,0
1641445118.353,-45.410,-25.879,-19.043,-52.246,0.000,0
1641445118.357,-32.227,-15.137,-17.090,-40.527,0.000,0
1641445118.361,-53.711,-3.906,-8.301,-59.082,0.000,0
1641445118.365,-68.359,-10.254,-10.254,-61.523,0.000,0
1641445118.368,-56.641,-24.414,-17.578,-36.133,0.000,0
1641445118.372,-46.875,-18.555,-12.207,-31.738,0.000,0
1641445118.376,-82.031,-0.977,-4.395,-69.336,0.000,0
1641445118.380,-109.375,-5.371,-11.719,-92.285,0.000,0
1641445118.384,-84.473,-5.859,-9.277,-79.102,0.000,0
1641445118.388,-72.754,-0.488,-1.465,-73.730,0.000,0
1641445118.392,-103.516,1.465,2.930,-97.656,0.000,0
1641445118.396,-125.977,-3.418,-0.977,-114.746,0.000,0
1641445118.400,-121.582,-4.395,-4.395,-123.535,0.000,0
1641445118.404,-96.191,10.742,3.906,-108.887,0.000,0
1641445118.408,-120.117,4.883,3.906,-112.793,0.000,0
1641445118.412,-169.434,-13.672,-12.207,-150.879,0.000,0
1641445118.415,-177.246,-19.531,-19.043,-163.086,0.000,0
1641445118.419,-161.621,-6.836,-3.418,-159.180,0.000,0
1641445118.423,-152.344,-2.441,-0.488,-161.133,0.000,0
1641445118.427,-176.270,-5.859,-6.836,-180.664,0.000,0
1641445118.431,-193.359,-4.395,1.465,-187.988,0.000,0
1641445118.435,-180.176,-6.348,1.465,-173.828,0.000,0
1641445118.439,-148.926,-10.254,-5.859,-150.391,0.000,0
1641445118.443,-155.762,-13.672,-8.789,-154.297,0.000,0
1641445118.447,-183.105,-13.184,-7.812,-162.598,0.000,0
1641445118.451,-168.457,-9.277,-2.930,-151.855,0.000,0
1641445118.455,-135.254,-13.672,0.000,-133.789,0.000,0
1641445118.459,-135.742,-29.297,-7.812,-133.301,0.000,0
1641445118.462,-148.926,-33.691,-13.184,-140.137,0.000,0
1641445118.466,-147.461,-35.645,-16.602,-130.371,0.000,0
1641445118.470,-117.676,-35.156,-19.531,-106.934,0.000,0
1641445118.474,-91.797,-44.434,-22.461,-86.426,0.000,0
1641445118.478,-106.445,-41.016,-17.090,-92.285,0.000,0
1641445118.482,-103.027,-20.508,-6.348,-89.844,0.000,0
1641445118.486,-70.801,-22.949,-11.230,-58.594,0.000,0
1641445118.490,-59.082,-27.344,-9.277,-47.363,0.000,0
1641445118.494,-81.055,-28.320,-5.859,-62.012,0.000,0
1641445118.498,-88.867,-24.902,0.488,-65.430,0.000,0
1641445118.502,-55.176,-28.809,-2.930,-49.316,0.000,0
1641445118.505,-24.902,-37.598,-19.531,-35.156,0.000,0
1641445118.509,-44.922,-38.574,-15.137,-47.363,0.000,0
1641445118.513,-71.289,-39.551,-5.371,-61.035,0.000,0
1641445118.517,-63.965,-43.945,-13.672,-59.082,0.000,0
1641445118.521,-35.156,-43.457,-18.555,-28.809,0.000,0
1641445118.525,-27.344,-27.832,-1.465,-37.598,0.000,0
1641445118.529,-49.316,-28.809,1.465,-66.406,0.000,0
1641445118.533,-54.688,-41.504,-14.160,-56.152,0.000,0
1641445118.537,-31.250,-40.039,-10.254,-31.738,0.000,0
1641445118.541,-30.273,-33.203,-2.930,-33.203,0.000,0
1641445118.545,-56.152,-30.273,-4.883,-49.316,0.000,0
1641445118.548,-52.246,-29.297,-5.859,-44.922,0.000,0
1641445118.552,-20.020,-28.320,-7.812,-39.551,0.000,0
1641445118.556,-3.418,-29.785,-6.836,-18.066,0.000,0
1641445118.560,-30.273,-30.762,-10.254,-25.391,0.000,0
1641445118.564,-45.410,-34.180,-15.625,-27.832,0.000,0
1641445118.568,-36.621,-36.133,-9.766,-21.484,0.000,0
1641445118.572,-17.578,-28.320,-6.348,-6.836,0.000,0
1641445118.576,-21.484,-27.832,-5.371,-6.348,0.000,0
1641445118.580,-50.781,-32.227,-5.371,-28.809,0.000,0
1641445118.584,-45.898,-33.203,-9.277,-23.926,0.000,0
1641445118.588,-16.113,-34.180,-7.324,-8.301,0.000,0
1641445118.591,-11.230,-35.156,-4.883,-7.812,0.000,0
1641445118.595,-35.156,-23.926,-0.977,-23.438,0.000,0
1641445118.599,-47.363,-23.926,-0.977,-30.273,0.000,0
1641445118.603,-24.902,-33.203,-4.395,-25.391,0.000,0
1641445118.607,-12.207,-37.109,-4.395,-5.859,0.000,0
1641445118.611,-35.156,-35.156,-2.441,-20.020,0.000,0
1641445118.615,-45.898,-26.367,5.371,-42.480,0.000,0
1641445118.619,-27.344,-22.949,7.324,-27.832,0.000,0
1641445118.622,-2.930,-36.133,-3.906,-5.859,0.000,0
1641445118.627,-22.461,-37.598,-1.953,-15.625,0.000,0
1641445118.631,-45.898,-25.391,11.230,-28.809,0.000,0
1641445118.634,-31.250,-29.297,9.766,-21.484,0.000,0
1641445118.638,-5.371,-32.227,5.371,-10.254,0.000,0
1641445118.642,-22.461,-28.320,-0.488,-22.949,0.000,0
1641445118.646,-53.223,-25.391,-1.465,-50.293,0.000,0
1641445118.650,-52.734,-28.809,2.441,-55.176,0.000,0
1641445118.654,-33.691,-33.691,-5.859,-30.762,0.000,0
1641445118.658,-32.715,-29.785,-4.395,-30.273,0.000,0
1641445118.662,-50.293,-13.184,8.301,-49.316,0.000,0
1641445118.665,-59.570,-13.184,-3.906,-42.969,0.000,0
1641445118.669,-34.180,-27.832,-15.137,-31.250,0.000,0
1641445118.673,-20.508,-29.297,-7.812,-22.461,0.000,0
1641445118.677,-52.246,-23.438,-0.488,-38.574,0.000,0
1641445118.681,-52.246,-23.438,-6.348,-53.711,0.000,0
1641445118.685,-23.926,-22.949,-14.648,-40.527,0.000,0
1641445118.689,-20.996,-14.160,-14.160,-19.043,0.000,0
1641445118.693,-46.875,-14.648,-10.742,-41.016,0.000,0
1641445118.697,-57.129,-20.996,-13.672,-50.293,0.000,0
1641445118.701,-32.715,-23.438,-13.184,-35.645,0.000,0
1641445118.705,-7.812,-12.695,0.977,-18.066,0.000,0
1641445118.708,-21.973,-9.766,3.906,-18.066,0.000,0
1641445118.712,-44.434,-18.066,0.488,-37.109,0.000,0
1641445118.716,-53.711,-20.508,0.488,-41.504,0.000,0
1641445118.720,-35.156,-22.949,-4.883,-34.180,0.000,0
1641445118.724,-21.973,-20.020,-6.348,-33.691,0.000,0
1641445118.728,-51.758,-22.949,-7.812,-52.734,0.000,0
1641445118.732,-61.523,-24.902,-12.207,-61.035,0.000,0
1641445118.736,-34.180,-19.531,-13.672,-44.922,0.000,0
1641445118.740,-23.438,-24.414,-11.230,-32.715,0.000,0
1641445118.744,-52.246,-34.180,-20.996,-43.457,0.000,0
1641445118.748,-71.289,-32.227,-26.855,-59.082,0.000,0
1641445118.751,-57.129,-24.414,-15.625,-57.617,0.000,0
1641445118.755,-30.273,-27.344,-14.160,-43.945,0.000,0
1641445118.759,-46.875,-32.227,-12.695,-54.688,0.000,0
1641445118.763,-70.801,-32.715,-12.207,-65.430,0.000,0
1641445118.767,-60.059,-23.926,-11.719,-59.082,0.000,0
1641445118.771,-33.203,-20.020,-10.254,-33.691,0.000,0
1641445118.775,-39.062,-29.785,-8.301,-36.133,0.000,0
1641445118.779,-78.613,-31.738,-1.953,-68.359,0.000,0
1641445118.783,-87.891,-33.691,-13.672,-67.871,0.000,0
1641445118.787,-61.035,-42.969,-28.320,-41.504,0.000,0
1641445118.790,-51.758,-39.062,-20.508,-49.316,0.000,0
1641445118.794,-82.520,-29.785,-10.254,-79.102,0.000,0
1641445118.798,-82.520,-23.438,-1.465,-74.219,0.000,0
1641445118.802,-53.223,-24.414,1.953,-45.410,0.000,0
1641445118.806,-41.016,-29.785,-6.348,-32.715,0.000,0
1641445118.810,-60.059,-32.715,-4.395,-51.270,0.000,0
1641445118.814,-69.336,-30.762,1.465,-62.500,0.000,0
1641445118.818,-46.875,-27.832,-2.441,-45.410,0.000,0
1641445118.822,-20.996,-28.320,2.441,-37.109,0.000,0
1641445118.826,-37.109,-21.484,7.812,-62.012,0.000,0
1641445118.830,-71.289,-20.996,1.465,-66.406,0.000,0
1641445118.834,-69.336,-22.461,-6.836,-63.965,0.000,0
1641445118.837,-47.363,-23.438,-13.184,-45.898,0.000,0
1641445118.841,-55.176,-25.879,-13.672,-38.086,0.000,0
1641445118.845,-73.730,-22.949,-12.207,-65.430,0.000,0
1641445118.849,-64.453,-24.414,-16.602,-65.918,0.000,0
1641445118.853,-38.574,-21.484,-15.625,-55.176,0.000,0
1641445118.857,-27.344,-13.184,-3.906,-50.781,0.000,0
1641445118.861,-57.617,-20.996,-1.465,-62.500,0.000,0
1641445118.865,-69.824,-29.785,-7.812,-65.430,0.000,0
1641445118.869,-53.223,-30.273,-13.672,-60.059,0.000,0
1641445118.873,-36.133,-25.879,-11.230,-52.734,0.000,0
1641445118.877,-58.594,-27.344,-9.766,-64.453,0.000,0
1641445118.880,-87.891,-30.273,-13.184,-71.289,0.000,0
1641445118.884,-76.660,-27.832,-9.277,-58.105,0.000,0
1641445118.888,-44.922,-26.855,-3.418,-40.527,0.000,0
1641445118.892,-45.898,-28.809,-4.395,-42.480,0.000,2
1641445118.896,-70.801,-27.344,-8.301,-50.293,0.000,0
1641445118.900,-74.219,-10.254,-5.859,-59.082,0.000,0
1641445118.904,-45.410,-17.090,-7.812,-52.734,0.000,0
1641445118.908,-40.527,-35.645,-7.812,-39.551,0.000,0
1641445118.912,-67.383,-30.273,-3.418,-57.617,0.000,0
1641445118.916,-71.777,-20.996,0.977,-67.383,0.000,0
1641445118.920,-50.781,-23.926,-1.465,-50.293,0.000,0
1641445118.923,-41.016,-27.344,-6.836,-37.598,0.000,0
1641445118.927,-75.195,-25.391,-7.812,-54.199,0.000,0
1641445118.931,-86.914,-24.414,-5.859,-58.105,0.000,0
1641445118.935,-62.988,-23.438,-8.789,-48.828,0.000,0
1641445118.939,-43.457,-29.785,-17.578,-35.645,0.000,0
1641445118.943,-55.664,-19.043,-11.719,-42.969,0.000,0
1641445118.947,-78.613,-7.324,-0.977,-56.641,0.000,0
1641445118.951,-65.430,-27.832,-6.836,-49.805,0.000,0
1641445118.955,-44.434,-36.621,-11.719,-46.875,0.000,0
1641445118.959,-47.363,-24.414,-6.836,-50.293,0.000,0
1641445118.963,-69.336,-23.926,-10.254,-58.105,0.000,0
1641445118.966,-78.125,-28.320,-16.113,-64.453,0.000,0
1641445118.970,-48.340,-27.832,-18.066,-53.711,0.000,0
1641445118.974,-49.805,-32.227,-17.578,-53.223,0.000,0
1641445118.978,-81.543,-29.785,-13.184,-68.848,0.000,0
1641445118.982,-78.613,-27.832,-15.137,-67.871,0.000,0
1641445118.986,-50.293,-41.016,-19.043,-57.129,0.000,0
1641445118.990,-34.668,-25.879,-5.859,-52.246,0.000,0
1641445118.994,-59.082,-15.137,-0.488,-68.848,0.000,0
1641445118.997,-63.965,-24.414,-1.465,-71.777,0.000,0
1641445119.002,-44.922,-20.996,1.953,-54.688,0.000,0
1641445119.006,-30.273,-16.113,-0.488,-41.016,0.000,0
1641445119.009,-40.527,-20.508,-4.883,-51.758,0.000,0
1641445119.013,-54.199,-22.461,-15.137,-59.082,0.000,0
1641445119.017,-44.434,-20.020,-16.113,-52.246,0.000,0
1641445119.021,-26.367,-22.461,-8.301,-47.852,0.000,0
1641445119.025,-37.598,-23.926,-8.789,-50.781,0.000,0
1641445119.029,-56.152,-29.785,-12.207,-50.293,0.000,0
1641445119.033,-60.059,-22.461,-12.207,-54.688,0.000,0
1641445119.037,-42.969,-8.789,-8.789,-53.711,0.000,0
1641445119.040,-32.227,-12.695,-9.766,-40.527,0.000,0
1641445119.044,-57.129,-16.602,-6.836,-51.270,0.000,0
1641445119.048,-69.824,-16.113,-5.859,-63.965,0.000,0
1641445119.052,-44.922,-11.230,-6.348,-50.781,0.000,0
1641445119.056,-17.578,-9.277,-4.395,-39.062,0.000,0
1641445119.060,-46.387,-13.672,-4.883,-59.082,0.000,0
1641445119.064,-77.148,-20.508,-3.418,-70.312,0.000,0
1641445119.068,-61.523,-28.320,-6.348,-67.383,0.000,0
1641445119.072,-44.434,-34.180,-16.602,-57.129,0.000,0
1641445119.076,-63.477,-36.133,-18.066,-47.363,0.000,0
1641445119.080,-88.379,-22.461,-4.395,-56.152,0.000,0
1641445119.083,-89.844,-19.531,1.953,-61.523,0.000,0
1641445119.087,-62.500,-24.902,-0.488,-47.363,0.000,0
1641445119.091,-50.781,-23.926,-4.883,-51.758,0.000,0
1641445119.095,-78.125,-26.367,-6.348,-75.684,0.000,0
1641445119.099,-85.938,-26.855,-10.742,-75.684,0.000,0
1641445119.103,-62.500,-27.344,-10.254,-48.828,0.000,0
1641445119.107,-48.828,-28.809,-8.789,-41.504,0.000,0
1641445119.111,-71.777,-26.855,-12.207,-70.312,0.000,0
1641445119.115,-80.566,-23.926,-9.766,-69.824,0.000,0
1641445119.119,-58.105,-31.738,-14.648,-44.922,0.000,0
1641445119.122,-45.898,-30.762,-16.113,-35.645,0.000,0
1641445119.126,-70.312,-15.625,-7.812,-61.035,0.000,0
1641445119.130,-89.844,-18.066,-10.742,-73.242,0.000,0
1641445119.134,-75.195,-23.926,-12.695,-61.035,0.000,0
1641445119.138,-50.293,-26.367,-9.277,-53.711,0.000,0
1641445119.142,-60.547,-27.344,-9.766,-62.988,0.000,0
1641445119.146,-84.961,-30.273,-8.789,-78.613,0.000,0
1641445119.150,-84.961,-34.668,-8.789,-77.637,0.000,0
1641445119.154,-55.664,-26.367,-3.906,-56.152,0.000,0
1641445119.158,-57.617,-27.344,-10.254,-53.223,0.000,0
1641445119.161,-81.543,-34.668,-14.160,-62.500,0.000,0
1641445119.165,-70.801,-38.086,-9.277,-52.734,0.000,0
1641445119.169,-51.270,-30.273,-5.859,-41.504,0.000,0
1641445119.173,-42.480,-19.043,0.488,-34.668,0.000,0
1641445119.177,-62.988,-25.879,0.000,-49.316,0.000,0
1641445119.181,-72.266,-34.180,-8.301,-55.664,0.000,0
1641445119.185,-63.477,-29.785,-15.625,-41.504,0.000,0
1641445119.189,-45.410,-29.297,-18.066,-31.738,0.000,0
1641445119.193,-60.547,-33.203,-15.137,-46.875,0.000,0
1641445119.197,-84.473,-26.367,-6.348,-58.105,0.000,0
1641445119.201,-66.895,-20.996,-2.930,-51.758,0.000,0
1641445119.205,-34.180,-21.484,-3.418,-39.551,0.000,0
1641445119.208,-37.598,-18.555,-5.371,-35.645,0.000,0
1641445119.212,-65.918,-20.508,-7.812,-50.293,0.000,0
1641445119.216,-63.965,-24.414,-6.348,-51.758,0.000,0
1641445119.220,-43.457,-22.949,-8.789,-40.527,0.000,0
1641445119.224,-42.969,-26.367,-8.789,-39.551,0.000,0
1641445119.228,-67.871,-29.785,-7.812,-54.688,0.000,0
1641445119.232,-77.637,-20.020,-5.859,-57.129,0.000,0
1641445119.236,-44.922,-12.695,-2.930,-36.133,0.000,0
1641445119.240,-29.297,-14.648,-0.977,-32.227,0.000,0
1641445119.244,-64.941,-13.184,-5.371,-50.781,0.000,0
1641445119.248,-65.918,-6.836,-4.395,-42.969,0.000,0
1641445119.251,-45.410,-17.090,-2.441,-25.879,0.000,0
1641445119.255,-25.391,-29.785,-10.742,-25.879,0.000,0
1641445119.259,-46.875,-23.438,-11.719,-37.598,0.000,0
1641445119.263,-82.520,-15.137,-1.953,-53.223,0.000,0
1641445119.267,-68.848,-24.414,-5.859,-50.781,0.000,0
1641445119.271,-40.527,-29.297,-7.324,-29.297,0.000,0
1641445119.275,-51.270,-13.184,3.906,-43.945,0.000,0
1641445119.279,-70.801,-16.602,-1.465,-73.242,0.000,0
1641445119.283,-65.918,-26.367,-2.930,-73.242,0.000,0
1641445119.287,-54.199,-20.020,1.465,-51.270,0.000,0
1641445119.291,-56.641,-21.973,0.977,-46.387,0.000,0
1641445119.294,-82.031,-28.809,3.418,-70.312,0.000,0
1641445119.298,-92.285,-28.320,0.488,-77.637,0.000,0
1641445119.302,-70.312,-28.809,-12.695,-61.035,0.000,0
1641445119.306,-53.711,-27.832,-13.672,-48.340,0.000,0
1641445119.310,-77.637,-23.438,-6.348,-73.242,0.000,0
1641445119.314,-91.309,-33.203,-7.812,-75.195,0.000,0
1641445119.318,-70.801,-33.691,-3.906,-61.523,0.000,0
1641445119.322,-52.734,-14.160,-0.488,-59.082,0.000,0
1641445119.325,-67.383,-13.184,-3.906,-59.082,0.000,0
1641445119.330,-82.031,-13.184,-6.836,-64.453,0.000,0
1641445119.334,-62.500,-4.883,-1.465,-65.430,0.000,0
1641445119.337,-43.945,-11.719,-2.441,-52.246,0.000,0
1641445119.341,-49.316,-18.555,-9.766,-56.641,0.000,0
1641445119.345,-74.219,-15.137,-6.348,-69.336,0.000,0
1641445119.349,-71.777,-14.648,-3.906,-66.895,0.000,0
1641445119.353,-42.969,-10.254,-4.395,-59.082,0.000,0
1641445119.357,-49.805,-15.625,-10.254,-53.711,0.000,0
1641445119.361,-78.125,-24.414,-14.160,-66.406,0.000,0
1641445119.365,-86.914,-12.207,-2.930,-76.172,0.000,0
1641445119.368,-73.730,-7.812,0.488,-68.359,0.000,0
1641445119.372,-57.617,-9.766,-4.883,-53.711,0.000,0
1641445119.377,-75.195,-11.230,-6.348,-74.219,0.000,0
1641445119.380,-93.262,-15.137,-3.906,-88.379,0.000,0
1641445119.384,-83.984,-18.555,-8.789,-80.078,0.000,0
1641445119.388,-62.988,-19.043,-16.113,-64.941,0.000,0
1641445119.392,-76.172,-20.996,-18.555,-73.242,0.000,0
1641445119.396,-105.957,-28.809,-16.602,-87.402,0.000,0
1641445119.400,-100.586,-30.273,-14.160,-82.520,0.000,0
1641445119.404,-63.965,-34.668,-20.020,-59.082,0.000,0
1641445119.408,-67.383,-30.762,-27.344,-59.570,0.000,0
1641445119.411,-99.609,-20.020,-24.902,-85.938,0.000,0
1641445119.415,-95.215,-25.879,-19.043,-79.102,0.000,0
1641445119.419,-72.266,-32.227,-21.484,-61.035,0.000,0
1641445119.423,-59.570,-27.344,-22.949,-55.664,0.000,0
1641445119.427,-82.520,-24.902,-18.066,-70.312,0.000,0
1641445119.431,-89.355,-25.879,-19.531,-72.754,0.000,0
1641445119.435,-62.500,-25.391,-20.996,-62.500,0.000,0
1641445119.439,-33.203,-24.414,-13.672,-43.457,0.000,0
1641445119.443,-43.945,-28.809,-14.648,-42.480,0.000,0
1641445119.447,-62.988,-32.715,-23.926,-58.594,0.000,0
1641445119.451,-60.547,-31.738,-21.973,-50.781,0.000,0
1641445119.454,-43.457,-26.855,-10.254,-26.367,0.000,0
1641445119.458,-46.875,-28.320,-9.766,-39.062,0.000,0
1641445119.462,-66.406,-29.297,-8.789,-61.523,0.000,0
1641445119.466,-64.941,-29.785,-5.371,-52.246,0.000,0
1641445119.470,-44.922,-33.691,-7.324,-36.133,0.000,0
1641445119.474,-33.691,-32.227,-13.184,-43.945,0.000,0
1641445119.478,-60.547,-39.062,-19.531,-72.266,0.000,0
1641445119.482,-71.777,-39.062,-17.090,-76.172,0.000,0
1641445119.486,-49.316,-37.109,-16.602,-60.059,0.000,0
1641445119.490,-31.250,-38.574,-18.066,-46.387,0.000,0
