timestamps,TP9,AF7,AF8,TP10,Right AUX, Marker
1644798902.372,-20.020,-414.062,-40.527,-27.832,0.000,0
1644798902.376,-30.762,-183.105,-35.156,-20.996,0.000,0
1644798902.381,-34.668,-552.246,-35.645,-27.344,0.000,0
1644798902.385,-28.320,-782.715,-40.039,-54.688,0.000,0
1644798902.389,-22.949,-215.332,-36.621,-46.387,0.000,0
1644798902.394,-19.043,345.215,-30.762,-19.043,0.000,0
1644798902.398,-15.625,66.895,-34.668,-5.859,0.000,0
1644798902.402,-31.250,-666.016,-40.527,-26.367,0.000,0
1644798902.392,-35.645,-786.133,-37.598,-50.293,0.000,0
1644798902.396,-28.320,45.410,-38.086,-52.734,0.000,0
1644798902.400,-26.367,288.086,-41.504,-35.645,0.000,0
1644798902.405,-26.855,-13.672,-40.039,-15.625,0.000,0
1644798902.409,-37.598,-288.574,-40.039,-12.695,0.000,0
1644798902.413,-38.574,-565.918,-41.992,-27.832,0.000,0
1644798902.417,-27.344,-436.035,-41.992,-38.086,0.000,0
1644798902.421,-20.996,-524.414,-40.039,-26.855,0.000,0
1644798902.426,-33.203,-237.793,-40.527,-20.508,0.000,0
1644798902.430,-45.410,-16.113,-41.016,-23.438,0.000,0
1644798902.434,-45.898,-539.551,-39.062,-39.062,0.000,0
1644798902.438,-41.504,-357.910,-36.133,-41.992,0.000,0
1644798902.429,-31.738,266.113,-32.715,-19.531,0.000,0
1644798902.433,-35.645,118.164,-37.598,-14.648,0.000,0
1644798902.438,-52.734,-492.188,-43.457,-20.020,0.000,0
1644798902.442,-54.688,-605.469,-44.434,-42.969,0.000,0
1644798902.446,-42.480,-161.621,-43.457,-60.059,0.000,0
1644798902.450,-33.203,51.270,-41.504,-51.270,0.000,0
1644798902.454,-29.785,-423.828,-44.434,-32.227,0.000,0
1644798902.458,-24.414,-838.379,-40.527,-9.277,0.000,0
1644798902.463,-42.480,-509.277,-35.156,-20.508,0.000,0
1644798902.467,-45.410,-253.906,-34.180,-31.250,0.000,0
1644798902.471,-24.902,-48.828,-35.645,-35.645,0.000,0
1644798902.475,-23.438,213.379,-38.574,-41.504,0.000,0
1644798902.467,-36.133,158.691,-40.527,-35.645,0.000,0
1644798902.471,-53.223,-378.906,-38.574,-33.203,0.000,0
1644798902.475,-46.875,-479.492,-38.086,-40.039,0.000,0
1644798902.479,-36.133,51.270,-36.133,-34.668,0.000,0
1644798902.483,-44.434,102.051,-34.180,-3.906,0.000,0
1644798902.488,-50.781,-368.652,-36.621,-9.277,0.000,0
1644798902.492,-51.758,-928.223,-43.945,-34.668,0.000,0
1644798902.496,-39.551,-716.797,-41.992,-44.922,0.000,0
1644798902.500,-23.926,63.477,-36.133,-45.410,0.000,0
1644798902.504,-30.762,140.625,-32.715,-34.180,0.000,0
1644798902.508,-36.621,-135.254,-35.156,-26.855,0.000,0
1644798902.512,-37.109,-325.195,-43.457,-28.320,0.000,0
1644798902.507,-33.691,-303.223,-41.504,-49.805,0.000,0
1644798902.511,-23.438,-173.828,-38.086,-46.387,0.000,0
1644798902.515,-24.414,0.977,-41.504,-29.297,0.000,0
1644798902.519,-41.504,136.230,-42.969,-30.762,0.000,0
1644798902.523,-47.363,-279.785,-41.504,-24.902,0.000,0
1644798902.527,-35.645,-838.867,-36.621,-21.973,0.000,0
1644798902.531,-21.484,-629.395,-31.250,-33.691,0.000,0
1644798902.535,-12.207,-26.855,-29.297,-32.715,0.000,0
1644798902.539,-21.484,63.477,-29.297,-17.578,0.000,0
1644798902.543,-39.062,-528.809,-32.227,-21.484,0.000,0
1644798902.547,-42.480,-716.797,-39.551,-41.992,0.000,0
1644798902.551,-26.367,-72.266,-39.551,-40.527,0.000,0
1644798902.548,-19.043,206.543,-35.156,-26.855,0.000,0
1644798902.552,-29.785,-10.742,-38.086,-35.156,0.000,0
1644798902.556,-42.969,-331.055,-40.039,-30.762,0.000,0
1644798902.560,-50.293,-422.852,-43.945,-32.227,0.000,0
1644798902.564,-29.785,-287.598,-41.504,-44.434,0.000,0
1644798902.568,-7.812,-256.836,-31.738,-34.668,0.000,0
1644798902.572,-22.949,-250.000,-28.320,-16.113,0.000,0
1644798902.576,-41.992,-525.391,-36.621,-10.742,0.000,0
1644798902.580,-48.828,-898.438,-42.480,-28.809,0.000,0
1644798902.584,-47.363,-911.133,-43.457,-41.504,0.000,0
1644798902.588,-28.320,-382.324,-40.039,-36.621,0.000,0
1644798902.592,-24.414,167.969,-41.016,-35.156,0.000,0
1644798902.588,-40.527,-277.832,-41.992,-19.531,0.000,0
1644798902.592,-48.340,-731.934,-37.598,-30.762,0.000,0
1644798902.596,-31.250,-320.801,-37.109,-52.734,0.000,0
1644798902.600,-12.207,141.113,-33.203,-29.297,0.000,0
1644798902.604,-20.508,11.230,-32.715,-22.461,0.000,0
1644798902.608,-37.598,-562.012,-39.062,-28.809,0.000,0
1644798902.612,-53.223,-774.414,-41.504,-42.480,0.000,0
1644798902.616,-48.828,-460.938,-40.527,-51.270,0.000,0
1644798902.620,-25.391,-280.273,-34.668,-29.297,0.000,0
1644798902.624,-36.621,-61.523,-34.180,-24.902,0.000,0
1644798902.628,-51.270,44.434,-34.180,-28.320,0.000,0
1644798902.632,-38.086,-338.379,-33.691,-32.715,0.000,0
1644798902.629,-25.879,-864.746,-34.668,-36.133,0.000,0
1644798902.633,-17.090,-657.227,-32.227,-25.879,0.000,0
1644798902.637,-15.625,140.625,-35.645,-28.320,0.000,0
1644798902.641,-26.855,-10.254,-38.574,-25.879,0.000,0
1644798902.645,-37.598,-659.180,-36.133,-25.879,0.000,0
1644798902.649,-34.180,-822.266,-34.668,-34.180,0.000,0
1644798902.653,-34.668,-355.469,-33.691,-33.691,0.000,0
1644798902.657,-31.738,-100.098,-37.109,-28.809,0.000,0
1644798902.661,-29.785,-634.766,-36.133,-20.508,0.000,0
1644798902.665,-36.621,-744.141,-33.203,-15.137,0.000,0
1644798902.669,-41.504,-391.113,-35.645,-42.480,0.000,0
1644798902.673,-33.691,-243.164,-41.016,-52.734,0.000,0
1644798902.670,-26.855,0.977,-43.457,-40.039,0.000,0
1644798902.673,-29.785,154.297,-40.039,-34.668,0.000,0
1644798902.677,-39.062,-223.633,-34.180,-33.203,0.000,0
1644798902.681,-39.551,-708.496,-32.715,-37.109,0.000,0
1644798902.685,-29.785,-620.117,-27.344,-31.738,0.000,0
1644798902.689,-33.691,-225.586,-25.391,-25.879,0.000,0
1644798902.693,-38.086,-186.035,-28.320,-29.297,0.000,0
1644798902.697,-31.250,-667.969,-32.715,-21.484,0.000,0
1644798902.701,-36.133,-932.617,-33.691,-25.879,0.000,0
1644798902.705,-44.434,-265.137,-26.367,-49.805,0.000,0
1644798902.709,-29.785,177.246,-23.926,-28.809,0.000,0
1644798902.713,-27.344,-24.414,-26.367,-3.906,0.000,0
1644798902.711,-38.574,-297.363,-33.691,0.977,0.000,0
1644798902.715,-35.156,-413.086,-35.645,-22.461,0.000,0
1644798902.719,-21.484,-307.129,-32.715,-43.457,0.000,0
1644798902.722,-21.484,-53.223,-34.668,-33.203,0.000,0
1644798902.726,-26.855,170.898,-35.645,-29.785,0.000,0
1644798902.730,-33.691,-304.688,-36.621,-36.621,0.000,0
1644798902.734,-33.691,-909.180,-36.621,-34.668,0.000,0
1644798902.738,-17.578,-986.328,-33.203,-23.926,0.000,0
1644798902.742,-17.090,-398.438,-26.367,-26.367,0.000,0
1644798902.746,-25.879,226.074,-27.832,-33.203,0.000,0
1644798902.750,-37.109,-172.363,-41.016,-20.020,0.000,0
1644798902.754,-44.434,-720.703,-46.387,-34.180,0.000,0
1644798902.753,-39.551,-354.492,-37.598,-51.758,0.000,0
1644798902.757,-29.297,177.246,-33.691,-34.180,0.000,0
1644798902.761,-20.508,54.688,-35.645,-19.043,0.000,0
1644798902.765,-24.414,-323.242,-37.598,-22.949,0.000,0
1644798902.769,-34.668,-529.297,-40.527,-30.762,0.000,0
1644798902.773,-34.668,-468.262,-41.016,-30.762,0.000,0
1644798902.777,-23.438,-619.141,-38.086,-23.926,0.000,0
1644798902.781,-15.137,-568.848,-33.203,-3.906,0.000,0
