timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814264.049,817.871,-20.020,-41.992,33.203,0.000,0
1639814264.053,-875.488,-26.367,-68.359,-7.324,0.000,0
1639814264.057,301.758,-39.551,-70.801,-44.922,0.000,0
1639814264.061,-1000.000,-55.664,-63.965,-11.230,0.000,0
1639814264.065,-434.082,-52.734,-34.180,3.418,0.000,0
1639814264.069,876.953,-29.297,-17.090,15.625,0.000,0
1639814264.073,-929.199,-40.039,-58.105,3.906,0.000,0
1639814264.076,563.965,-49.805,-68.359,-50.293,0.000,0
1639814264.081,-902.832,-34.668,-36.621,-37.598,0.000,0
1639814264.084,-541.504,-31.250,-28.809,-19.043,0.000,0
1639814264.088,851.074,-25.391,-39.551,15.625,0.000,0
1639814264.092,-967.285,-26.367,-48.828,-4.395,0.000,0
1639814264.096,786.133,-36.621,-65.918,-65.918,0.000,0
1639814264.100,-564.453,-34.668,-64.453,-46.387,0.000,0
1639814264.104,-770.508,-39.062,-43.457,-2.930,0.000,0
1639814264.108,616.211,-25.879,-35.156,42.480,0.000,0
1639814264.112,-963.867,-13.184,-44.434,7.812,0.000,0
1639814264.116,902.832,-41.504,-56.152,-50.293,0.000,0
1639814264.119,-407.227,-44.922,-45.898,-27.344,0.000,0
1639814264.123,-769.531,-28.809,-46.875,-14.648,0.000,0
1639814264.127,704.102,-20.020,-42.969,-4.883,0.000,0
1639814264.131,988.281,-19.043,-52.734,6.836,0.000,0
1639814264.135,-951.660,-31.738,-64.453,-26.855,0.000,0
1639814264.139,166.016,-33.691,-45.898,-24.414,0.000,0
1639814264.143,-444.824,-30.273,-32.227,0.488,0.000,0
1639814264.147,777.832,-20.996,-42.969,30.762,0.000,0
1639814264.151,-975.098,-22.461,-67.383,47.363,0.000,0
1639814264.155,952.637,-23.926,-55.176,-9.277,0.000,0
1639814264.159,829.590,-19.531,-39.551,-38.086,0.000,0
1639814264.162,714.844,-36.133,-49.316,-10.254,0.000,0
1639814264.166,966.797,-29.785,-37.109,37.598,0.000,1
1639814264.170,976.074,-4.883,-29.297,55.664,0.000,0
1639814264.174,957.031,-18.555,-47.363,2.441,0.000,0
1639814264.178,968.262,-48.340,-43.945,-26.855,0.000,0
1639814264.182,966.309,-47.852,-33.691,-6.836,0.000,0
1639814264.186,966.309,-31.738,-30.273,19.043,0.000,0
1639814264.190,966.309,-21.484,-37.109,41.016,0.000,0
1639814264.194,966.309,-43.457,-63.477,1.465,0.000,0
1639814264.198,966.309,-57.129,-61.523,-35.645,0.000,0
1639814264.202,966.309,-41.016,-41.992,-24.902,0.000,0
1639814264.205,966.797,-41.992,-39.062,-12.695,0.000,0
1639814264.209,966.797,-50.293,-56.152,31.250,0.000,0
1639814264.213,966.797,-32.227,-61.523,31.738,0.000,0
1639814264.217,966.797,-21.484,-47.363,-39.551,0.000,0
1639814264.221,966.797,-36.621,-43.945,-41.992,0.000,0
1639814264.225,966.797,-43.457,-43.457,-5.859,0.000,0
1639814264.229,966.309,-27.344,-39.062,41.016,0.000,0
1639814264.233,966.309,-28.809,-53.223,32.227,0.000,0
1639814264.237,966.309,-46.875,-61.523,-31.738,0.000,0
1639814264.241,966.309,-56.641,-59.570,-18.066,0.000,0
1639814264.245,967.773,-57.617,-57.617,7.324,0.000,0
1639814264.249,962.402,-38.086,-50.781,32.227,0.000,0
1639814264.252,955.566,-39.062,-55.664,29.297,0.000,0
1639814264.256,-996.582,-64.941,-64.941,-20.508,0.000,0
1639814264.260,579.590,-63.477,-43.457,-34.668,0.000,0
1639814264.264,544.922,-45.410,-30.273,-17.578,0.000,0
1639814264.268,989.258,-34.668,-50.781,22.949,0.000,0
1639814264.272,931.152,-34.668,-59.570,45.410,0.000,0
1639814264.276,-954.590,-51.758,-56.152,-35.645,0.000,0
1639814264.280,-60.059,-59.570,-43.457,-79.102,0.000,0
1639814264.284,-886.719,-54.688,-54.688,-26.855,0.000,0
1639814264.288,395.020,-46.387,-66.406,17.578,0.000,0
1639814264.292,-881.836,-33.203,-66.406,23.926,0.000,0
1639814264.295,724.121,-49.316,-70.801,-40.039,0.000,0
1639814264.299,-503.906,-66.406,-69.336,-66.895,0.000,0
1639814264.303,-1000.000,-51.758,-64.941,-46.875,0.000,0
1639814264.307,-399.414,-35.645,-47.852,-21.973,0.000,0
1639814264.311,-912.109,-28.809,-47.363,12.695,0.000,0
1639814264.315,367.188,-56.641,-77.148,-30.762,0.000,0
1639814264.319,-1000.000,-72.754,-77.148,-73.730,0.000,0
1639814264.323,-1000.000,-44.434,-56.152,-72.266,0.000,0
1639814264.327,-1000.000,-41.016,-58.594,-41.016,0.000,0
1639814264.331,395.508,-40.527,-67.383,-0.488,0.000,0
1639814264.335,362.305,-46.387,-76.172,-47.852,0.000,0
1639814264.338,-1000.000,-51.758,-64.941,-111.328,0.000,0
1639814264.342,-932.129,-51.758,-60.059,-108.398,0.000,0
1639814264.346,-1000.000,-66.406,-78.125,-46.387,0.000,0
1639814264.350,-244.141,-55.176,-71.777,4.883,0.000,0
1639814264.354,98.145,-39.551,-63.477,-58.594,0.000,0
1639814264.358,-1000.000,-53.223,-66.895,-115.723,0.000,0
1639814264.362,-992.676,-55.176,-62.500,-97.656,0.000,0
1639814264.366,-1000.000,-49.805,-73.242,-89.355,0.000,0
1639814264.370,-880.859,-43.945,-77.637,-38.086,0.000,0
1639814264.374,-746.094,-45.898,-78.125,-38.574,0.000,0
1639814264.377,-1000.000,-56.641,-69.824,-102.539,0.000,0
1639814264.381,-985.840,-51.270,-61.523,-97.168,0.000,0
1639814264.385,-1000.000,-47.852,-64.941,-64.941,0.000,0
1639814264.389,-879.395,-44.434,-57.129,-7.324,0.000,0
1639814264.393,-645.020,-45.898,-66.895,-10.254,0.000,0
1639814264.397,-983.887,-49.316,-70.312,-99.121,0.000,0
1639814264.401,-951.660,-54.688,-57.617,-97.656,0.000,0
1639814264.405,-1000.000,-51.758,-43.945,-65.430,0.000,0
1639814264.409,-402.832,-40.039,-54.688,-15.137,0.000,0
1639814264.413,-996.094,-39.551,-71.289,3.418,0.000,0
1639814264.417,-174.316,-57.617,-74.219,-68.359,0.000,0
1639814264.420,-1000.000,-62.500,-68.848,-92.285,0.000,0
1639814264.424,-1000.000,-51.758,-58.594,-48.340,0.000,0
1639814264.428,-314.453,-50.293,-53.223,6.348,0.000,0
1639814264.432,-839.355,-48.828,-62.012,19.531,0.000,0
1639814264.436,197.754,-51.270,-81.055,-36.621,0.000,0
1639814264.440,-1000.000,-49.316,-60.547,-83.984,0.000,0
1639814264.444,-1000.000,-40.527,-47.363,-67.383,0.000,0
1639814264.448,-288.086,-40.039,-49.316,-0.488,0.000,0
1639814264.452,-872.559,-32.227,-47.363,40.039,0.000,0
1639814264.456,522.949,-41.016,-58.594,-32.227,0.000,0
1639814264.460,-821.289,-53.711,-48.340,-92.773,0.000,0
1639814264.463,-1000.000,-54.199,-56.152,-58.105,0.000,0
1639814264.467,-256.836,-48.828,-64.941,-0.977,0.000,0
1639814264.471,-960.449,-33.691,-53.711,21.973,0.000,0
1639814264.475,843.262,-48.340,-62.988,-41.992,0.000,0
1639814264.479,-424.805,-70.312,-72.266,-92.773,0.000,0
1639814264.483,-1000.000,-68.848,-70.312,-42.480,0.000,0
1639814264.487,-381.836,-42.969,-52.734,-4.395,0.000,0
1639814264.491,987.793,-23.926,-53.711,27.832,0.000,0
1639814264.495,848.633,-45.898,-78.613,-7.324,0.000,0
1639814264.498,-463.867,-57.617,-72.754,-82.031,0.000,0
1639814264.502,-1000.000,-50.781,-49.805,-78.613,0.000,0
1639814264.506,-867.676,-49.316,-58.105,-43.945,0.000,0
1639814264.510,490.234,-40.527,-79.590,-3.906,0.000,0
1639814264.514,996.582,-41.016,-74.219,-34.668,0.000,0
1639814264.518,-442.871,-58.594,-63.477,-107.422,0.000,0
1639814264.522,-1000.000,-67.871,-77.637,-85.938,0.000,0
1639814264.526,-1000.000,-73.242,-86.914,-29.297,0.000,0
1639814264.530,61.523,-47.852,-65.430,16.602,0.000,0
1639814264.534,-927.246,-29.785,-47.852,-10.254,0.000,0
1639814264.538,-323.242,-71.777,-53.711,-83.008,0.000,0
1639814264.541,-1000.000,-73.730,-52.734,-83.496,0.000,0
1639814264.545,-1000.000,-51.270,-50.293,-53.223,0.000,0
1639814264.549,-121.582,-40.039,-52.734,-4.395,0.000,0
1639814264.553,-869.141,-30.762,-83.984,-13.184,0.000,0
1639814264.557,-139.648,-55.664,-92.773,-91.309,0.000,0
1639814264.561,-1000.000,-64.453,-72.754,-89.355,0.000,0
1639814264.565,-1000.000,-52.246,-55.176,-56.152,0.000,0
1639814264.569,-247.070,-45.410,-59.570,3.906,0.000,0
1639814264.573,-853.516,-50.293,-75.195,14.160,0.000,0
1639814264.577,-8.301,-51.270,-54.688,-70.801,0.000,0
1639814264.580,-1000.000,-49.316,-40.527,-85.449,0.000,0
1639814264.584,-1000.000,-57.617,-44.922,-48.828,0.000,0
1639814264.588,-289.551,-49.316,-46.387,-6.348,0.000,0
1639814264.592,-837.891,-31.738,-63.477,-4.883,0.000,0
1639814264.596,167.480,-41.504,-66.895,-68.848,0.000,0
1639814264.600,-1000.000,-59.082,-76.172,-66.406,0.000,0
1639814264.604,-1000.000,-55.176,-84.473,-17.090,0.000,0
1639814264.608,-281.250,-33.691,-59.082,6.836,0.000,0
1639814264.612,-887.695,-27.832,-54.688,9.277,0.000,0
1639814264.616,608.398,-41.504,-68.359,-51.270,0.000,0
1639814264.620,-800.781,-53.223,-65.918,-81.055,0.000,0
1639814264.623,-1000.000,-52.246,-50.293,-46.875,0.000,0
1639814264.627,155.762,-39.551,-49.316,2.441,0.000,0
1639814264.631,-980.469,-33.203,-69.336,31.250,0.000,0
1639814264.635,-977.539,-30.762,-58.594,-20.020,0.000,0
1639814264.639,492.188,-32.715,-40.527,-52.246,0.000,0
1639814264.643,240.723,-35.645,-48.828,-23.438,0.000,0
1639814264.647,964.844,-30.273,-49.316,13.184,0.000,0
1639814264.651,990.723,-17.578,-41.504,40.527,0.000,0
1639814264.655,940.918,-20.508,-48.828,-17.578,0.000,0
1639814264.659,972.656,-43.457,-71.289,-42.969,0.000,0
1639814264.663,966.309,-49.805,-69.336,-13.184,0.000,0
1639814264.666,966.309,-26.367,-41.992,12.695,0.000,0
1639814264.670,966.309,-6.836,-33.691,56.641,0.000,0
1639814264.674,966.309,-24.414,-51.758,31.250,0.000,0
1639814264.678,966.309,-44.922,-50.293,-11.230,0.000,0
1639814264.682,966.309,-32.715,-30.273,-9.766,0.000,0
1639814264.686,966.309,-24.902,-31.250,20.508,0.000,0
1639814264.690,966.797,-25.879,-41.992,66.406,0.000,0
1639814264.694,966.797,-26.855,-62.500,41.504,0.000,0
1639814264.698,966.309,-35.645,-60.547,-12.695,0.000,0
1639814264.702,966.309,-44.922,-42.480,16.113,0.000,0
1639814264.706,966.309,-36.621,-39.062,36.133,0.000,0
1639814264.709,966.309,-25.391,-45.410,48.340,0.000,0
1639814264.713,966.309,-25.879,-62.988,20.996,0.000,0
1639814264.717,966.309,-34.668,-59.570,-35.156,0.000,0
1639814264.721,966.309,-47.363,-61.035,-6.348,0.000,0
1639814264.725,966.797,-30.273,-55.664,4.395,0.000,0
1639814264.729,966.797,-4.883,-35.156,22.949,0.000,0
1639814264.733,966.309,-13.184,-39.551,40.527,0.000,0
1639814264.737,966.309,-39.062,-56.152,-8.301,0.000,0
1639814264.741,966.797,-43.945,-49.316,-23.438,0.000,0
1639814264.745,966.797,-31.738,-35.156,7.812,0.000,0
1639814264.749,966.797,-21.973,-44.434,55.664,0.000,0
1639814264.752,966.309,-20.996,-55.664,43.945,0.000,0
1639814264.756,966.309,-40.039,-51.270,-17.090,0.000,0
1639814264.760,966.309,-42.969,-43.457,-26.367,0.000,0
1639814264.764,966.309,-44.922,-56.641,-3.418,0.000,0
1639814264.768,966.797,-36.133,-64.453,35.156,0.000,0
1639814264.772,966.797,-9.277,-52.734,44.434,0.000,0
1639814264.776,966.309,-33.203,-54.688,-3.906,0.000,0
1639814264.780,966.309,-55.176,-51.758,-18.066,0.000,0
1639814264.784,966.309,-38.086,-31.738,-4.395,0.000,0
1639814264.788,966.309,-15.625,-21.484,20.996,0.000,0
1639814264.791,966.309,-13.672,-24.414,39.551,0.000,0
1639814264.795,966.797,-30.273,-43.457,-13.184,0.000,0
1639814264.799,966.797,-34.180,-45.898,-50.293,0.000,0
1639814264.803,966.797,-32.227,-51.758,-39.062,0.000,0
1639814264.807,970.703,-24.902,-56.152,4.883,0.000,0
1639814264.811,908.691,-20.508,-62.012,50.781,0.000,0
1639814264.815,-926.270,-20.996,-46.387,4.883,0.000,0
1639814264.819,506.836,-33.203,-25.879,-35.156,0.000,0
1639814264.823,-828.125,-47.852,-39.062,-13.184,0.000,0
1639814264.827,21.484,-30.273,-20.996,0.977,0.000,0
1639814264.831,-952.148,-6.348,-13.184,23.438,0.000,0
1639814264.834,-963.867,-15.137,-36.133,-11.719,0.000,0
1639814264.838,83.984,-38.574,-45.898,-54.688,0.000,0
1639814264.842,-1000.000,-41.016,-26.367,-42.969,0.000,0
1639814264.846,-982.910,-24.414,-21.484,-12.695,0.000,0
1639814264.850,421.387,-7.812,-58.105,32.715,0.000,0
1639814264.854,887.695,-22.461,-76.172,-3.906,0.000,0
1639814264.858,-662.598,-38.086,-53.223,-62.500,0.000,0
1639814264.862,-1000.000,-28.809,-25.391,-66.406,0.000,0
1639814264.866,-1000.000,-30.762,-27.832,-38.574,0.000,0
1639814264.869,-178.711,-21.484,-32.227,2.930,0.000,0
1639814264.873,403.320,-12.207,-37.598,-43.457,0.000,0
1639814264.877,-995.605,-22.949,-42.969,-102.539,0.000,0
1639814264.881,-1000.000,-20.996,-44.434,-87.402,0.000,0
1639814264.885,-949.707,-22.461,-42.969,-73.730,0.000,0
1639814264.889,-1000.000,-15.137,-41.504,-47.852,0.000,0
1639814264.893,-1000.000,-15.625,-52.734,-66.895,0.000,0
1639814264.897,-1000.000,-33.203,-59.570,-113.770,0.000,0
1639814264.901,-1000.000,-48.828,-61.035,-105.469,0.000,0
1639814264.905,-1000.000,-35.156,-41.992,-99.121,0.000,0
1639814264.909,-1000.000,0.000,-26.367,-84.473,0.000,0
1639814264.912,-1000.000,-4.883,-51.270,-79.590,0.000,0
1639814264.916,-1000.000,-30.273,-51.758,-136.719,0.000,0
1639814264.920,-1000.000,-28.809,-30.273,-161.621,0.000,0
1639814264.924,-1000.000,-15.137,-28.809,-141.113,0.000,0
1639814264.928,-1000.000,-8.789,-49.316,-102.051,0.000,0
1639814264.932,-1000.000,-10.742,-57.129,-106.934,0.000,0
1639814264.936,-1000.000,-25.879,-47.852,-176.270,0.000,0
1639814264.940,-1000.000,-25.391,-46.875,-171.875,0.000,0
1639814264.944,-1000.000,-23.438,-52.246,-123.047,0.000,2
1639814264.948,-1000.000,-30.762,-47.852,-104.004,0.000,0
1639814264.951,-1000.000,-20.996,-42.480,-125.000,0.000,0
1639814264.955,-1000.000,-26.367,-47.363,-177.246,0.000,0
1639814264.959,-1000.000,-28.320,-34.180,-168.457,0.000,0
1639814264.963,-1000.000,-18.555,-18.555,-134.277,0.000,0
1639814264.967,-1000.000,-16.602,-4.883,-112.793,0.000,0
1639814264.971,-1000.000,-10.742,-31.250,-121.582,0.000,0
1639814264.975,-1000.000,-27.344,-62.988,-161.133,0.000,0
1639814264.979,-1000.000,-32.715,-32.715,-164.062,0.000,0
1639814264.983,-940.918,-23.926,-15.137,-147.461,0.000,0
1639814264.987,-1000.000,-23.926,-15.137,-105.469,0.000,0
1639814264.991,-145.020,-25.391,-9.766,-83.008,0.000,0
1639814264.994,142.090,-35.156,-32.227,-140.625,0.000,0
1639814264.998,-1000.000,-34.668,-51.270,-167.480,0.000,0
1639814265.002,-958.008,-40.039,-42.969,-158.203,0.000,0
1639814265.006,-1000.000,-50.781,-41.504,-126.953,0.000,0
1639814265.010,96.680,-26.855,-34.180,-77.148,0.000,0
1639814265.014,780.762,-22.949,-44.434,-113.770,0.000,0
1639814265.018,-725.098,-37.598,-63.965,-137.207,0.000,0
1639814265.022,-1000.000,-37.109,-39.062,-103.516,0.000,0
1639814265.026,-1000.000,-37.109,-16.602,-87.402,0.000,0
1639814265.030,85.449,-32.227,-25.879,-78.613,0.000,0
1639814265.034,-847.168,-38.574,-47.852,-96.191,0.000,0
1639814265.037,-89.844,-41.016,-62.012,-104.492,0.000,0
1639814265.041,-1000.000,-24.414,-65.918,-82.520,0.000,0
1639814265.045,-966.797,-16.602,-51.758,-65.918,0.000,0
1639814265.049,149.902,-23.926,-54.199,-35.645,0.000,0
1639814265.053,-797.852,-42.969,-79.590,-41.016,0.000,0
1639814265.057,179.688,-33.691,-53.223,-80.078,0.000,0
1639814265.061,-1000.000,-19.043,-22.461,-56.152,0.000,0
1639814265.065,-953.125,-20.020,-29.785,-20.020,0.000,0
1639814265.069,191.895,-13.672,-38.574,4.883,0.000,0
1639814265.073,-819.824,-10.254,-57.617,-18.066,0.000,0
1639814265.077,381.836,-20.020,-59.570,-49.805,0.000,0
1639814265.081,-978.516,-32.227,-51.270,-10.254,0.000,0
1639814265.084,-965.820,-37.598,-46.387,11.230,0.000,0
1639814265.088,229.980,-27.832,-26.855,31.738,0.000,0
1639814265.092,-866.211,-28.320,-41.992,5.371,0.000,0
1639814265.096,586.914,-44.434,-85.449,-20.508,0.000,0
1639814265.100,-820.801,-34.180,-65.918,10.254,0.000,0
1639814265.104,-913.574,-16.602,-32.715,22.949,0.000,0
1639814265.108,435.547,-11.719,-34.668,51.758,0.000,0
1639814265.112,-974.609,-13.672,-40.039,30.762,0.000,0
1639814265.116,977.539,-18.555,-40.039,-27.344,0.000,0
1639814265.120,-210.938,-22.949,-38.574,-4.883,0.000,0
1639814265.124,-945.801,-29.785,-40.039,22.949,0.000,0
1639814265.127,455.078,-18.555,-35.156,50.781,0.000,0
1639814265.131,-981.445,-10.742,-66.895,53.223,0.000,0
1639814265.135,-975.098,-20.508,-74.219,15.625,0.000,0
1639814265.139,127.930,-31.738,-44.922,30.273,0.000,0
1639814265.143,-500.488,-23.438,-23.438,57.129,0.000,0
1639814265.147,741.211,-10.254,-20.508,65.918,0.000,0
1639814265.151,-953.125,-6.348,-42.969,48.340,0.000,0
1639814265.155,913.086,-22.461,-60.547,22.461,0.000,0
1639814265.159,966.797,-30.273,-34.668,41.016,0.000,0
1639814265.163,962.891,-11.230,2.441,55.176,0.000,0
1639814265.167,967.773,-4.883,-7.324,66.895,0.000,0
1639814265.170,965.820,-3.906,-22.949,87.891,0.000,0
1639814265.174,966.797,-0.977,-35.156,62.988,0.000,0
1639814265.178,966.797,-2.930,-56.152,72.754,0.000,0
1639814265.182,966.797,-3.418,-25.879,115.234,0.000,0
1639814265.186,966.309,-16.602,-0.488,146.973,0.000,0
1639814265.190,966.797,4.395,-6.348,174.316,0.000,0
1639814265.194,966.797,23.926,-6.348,146.973,0.000,0
1639814265.198,966.797,6.836,4.883,165.039,0.000,0
1639814265.202,966.309,15.625,15.137,215.332,0.000,0
1639814265.206,966.309,20.020,21.484,251.465,0.000,0
1639814265.209,966.309,29.297,24.902,294.434,0.000,0
1639814265.213,966.797,37.598,6.836,283.691,0.000,0
1639814265.217,966.309,35.156,2.930,284.668,0.000,0
1639814265.221,966.309,40.039,21.484,347.168,0.000,0
1639814265.225,966.797,48.828,50.781,406.250,0.000,0
1639814265.229,966.797,56.152,60.547,452.637,0.000,0
1639814265.233,966.309,44.922,37.109,445.801,0.000,0
1639814265.237,966.797,44.434,55.176,394.043,0.000,0
1639814265.241,966.797,45.898,79.590,404.785,0.000,0
1639814265.245,966.309,43.457,61.523,436.035,0.000,0
1639814265.248,966.797,45.898,44.434,441.406,0.000,0
1639814265.252,966.309,37.598,20.020,388.672,0.000,0
1639814265.256,966.309,22.949,-12.695,327.637,0.000,0
1639814265.260,966.309,18.066,-3.418,336.914,0.000,0
1639814265.264,966.309,17.578,28.320,329.590,0.000,0
1639814265.268,966.309,21.973,21.973,319.824,0.000,0
1639814265.272,966.309,9.277,-23.438,301.758,0.000,0
1639814265.276,966.797,-18.066,-37.109,250.488,0.000,0
1639814265.280,966.309,-16.113,-7.324,222.168,0.000,0
1639814265.284,966.309,-7.324,0.977,210.938,0.000,0
1639814265.287,966.309,-3.906,-22.461,225.586,0.000,0
1639814265.291,966.309,-3.906,-29.785,205.566,0.000,0
1639814265.295,966.309,-19.043,-46.875,123.047,0.000,0
1639814265.299,966.797,-23.438,-35.645,94.727,0.000,0
1639814265.303,966.309,-20.020,-19.043,106.934,0.000,0
1639814265.307,966.309,-13.672,-30.273,123.535,0.000,0
1639814265.311,966.309,-7.324,-32.227,122.070,0.000,0
1639814265.315,966.797,-23.926,-41.504,59.082,0.000,0
1639814265.319,966.797,-41.992,-49.316,37.109,0.000,0
1639814265.323,966.309,-44.434,-55.664,67.871,0.000,0
1639814265.327,966.797,-20.020,-43.945,59.570,0.000,0
1639814265.330,964.844,0.488,-34.668,43.945,0.000,0
1639814265.334,937.500,-23.926,-62.012,-9.277,0.000,0
1639814265.338,-947.266,-41.504,-79.102,-43.457,0.000,0
1639814265.342,550.781,-32.227,-77.148,-45.898,0.000,0
1639814265.346,185.059,-33.203,-76.660,-27.832,0.000,0
1639814265.350,-954.590,-27.832,-83.008,-18.066,0.000,0
1639814265.354,388.184,-22.461,-91.309,-74.219,0.000,0
1639814265.358,-1000.000,-33.691,-79.590,-121.094,0.000,0
1639814265.362,-1000.000,-48.828,-75.684,-122.070,0.000,0
1639814265.366,-959.473,-55.664,-104.004,-104.980,0.000,0
1639814265.370,-1000.000,-44.434,-106.445,-105.957,0.000,0
1639814265.373,-1000.000,-47.852,-98.145,-175.781,0.000,0
1639814265.377,-1000.000,-63.965,-95.703,-238.770,0.000,0
1639814265.381,-1000.000,-68.848,-102.051,-240.234,0.000,0
1639814265.385,-1000.000,-72.266,-109.863,-266.113,0.000,0
1639814265.389,-1000.000,-62.012,-105.957,-288.574,0.000,0
1639814265.393,-1000.000,-62.988,-116.699,-356.934,0.000,0
1639814265.397,-1000.000,-87.402,-133.789,-449.219,0.000,0
1639814265.401,-1000.000,-88.867,-141.113,-482.910,0.000,0
1639814265.405,-1000.000,-95.703,-151.855,-522.949,0.000,0
1639814265.409,-1000.000,-120.117,-174.316,-584.473,0.000,0
1639814265.413,-1000.000,-133.789,-203.613,-680.176,0.000,0
1639814265.416,-1000.000,-128.906,-206.055,-713.867,0.000,0
1639814265.420,-1000.000,-96.191,-165.039,-625.000,0.000,0
1639814265.424,-1000.000,-61.523,-141.602,-476.074,0.000,0
1639814265.428,-1000.000,-20.996,-116.211,-316.895,0.000,0
1639814265.432,-1000.000,15.625,-87.402,-252.930,0.000,0
1639814265.436,-1000.000,15.625,-87.891,-255.859,0.000,0
1639814265.440,-1000.000,0.977,-75.195,-229.980,0.000,0
1639814265.444,-1000.000,-2.441,-66.406,-189.453,0.000,0
1639814265.448,-1000.000,14.648,-54.199,-154.785,0.000,0
1639814265.452,-1000.000,19.043,-62.012,-139.160,0.000,0
1639814265.455,-1000.000,5.859,-64.453,-149.902,0.000,0
1639814265.459,-1000.000,-2.441,-51.270,-121.582,0.000,0
1639814265.463,-1000.000,9.277,-38.574,-96.191,0.000,0
1639814265.467,-1000.000,17.578,-30.273,-87.402,0.000,0
1639814265.471,-1000.000,7.324,-48.340,-77.148,0.000,0
1639814265.475,-1000.000,2.441,-39.551,-114.746,0.000,0
1639814265.479,-1000.000,6.348,-9.277,-112.305,0.000,0
1639814265.483,-1000.000,0.977,-15.625,-55.664,0.000,0
1639814265.487,-1000.000,3.418,-23.926,-28.320,0.000,0
1639814265.491,-1000.000,16.113,-34.180,-37.109,0.000,0
1639814265.495,-1000.000,10.254,-27.832,-72.266,0.000,0
1639814265.498,-1000.000,-0.488,-15.625,-59.570,0.000,0
1639814265.502,-1000.000,-3.418,-23.926,-25.391,0.000,0
1639814265.506,-1000.000,1.953,-29.297,-8.301,0.000,0
1639814265.510,-1000.000,4.395,-50.781,-14.648,0.000,0
1639814265.514,-1000.000,-10.254,-62.500,-51.758,0.000,0
1639814265.518,-1000.000,-10.742,-38.574,-55.176,0.000,0
1639814265.522,-1000.000,-0.977,-20.996,-31.738,0.000,0
1639814265.526,-1000.000,-1.465,-20.020,-7.812,0.000,0
1639814265.530,-1000.000,-3.418,-28.809,24.414,0.000,0
1639814265.534,-1000.000,-10.254,-39.062,-16.113,0.000,0
1639814265.538,-1000.000,-1.953,-20.996,-55.664,0.000,0
1639814265.541,-929.199,-1.953,-6.348,-14.160,0.000,0
1639814265.545,-1000.000,-0.488,8.789,7.812,0.000,0
1639814265.549,-244.141,1.953,-17.578,5.371,0.000,0
1639814265.553,833.984,-18.555,-62.988,-24.414,0.000,0
1639814265.557,-440.918,-26.367,-42.480,-35.645,0.000,0
1639814265.561,-1000.000,-35.645,-19.531,6.348,0.000,0
1639814265.565,-812.500,-25.391,-6.836,17.578,0.000,0
1639814265.569,311.035,7.812,-1.465,20.508,0.000,0
1639814265.573,-883.789,-12.695,-42.969,-9.277,0.000,0
1639814265.576,653.809,-43.457,-50.781,-39.062,0.000,0
1639814265.581,-676.270,-27.344,-12.695,-12.207,0.000,0
1639814265.584,-276.855,-1.953,-17.090,2.441,0.000,0
1639814265.588,-981.934,-1.465,-30.273,21.973,0.000,0
1639814265.592,969.727,-15.625,-46.387,-11.230,0.000,0
1639814265.596,932.129,-18.555,-45.898,-45.898,0.000,0
1639814265.600,680.664,-17.578,-29.297,-5.859,0.000,0
1639814265.604,727.539,-20.996,-34.180,28.320,0.000,0
1639814265.608,996.582,-8.301,-27.832,52.734,0.000,0
1639814265.612,959.961,-3.906,-30.762,8.301,0.000,0
1639814265.616,961.914,-26.855,-36.133,-39.062,0.000,0
1639814265.619,967.773,-23.926,-14.648,-5.371,0.000,0
1639814265.623,966.797,-13.672,-12.207,23.926,0.000,0
1639814265.627,966.797,-7.812,-4.883,28.809,0.000,0
1639814265.631,966.309,-8.301,-10.742,18.555,0.000,0
1639814265.635,966.309,-23.926,-51.758,-28.809,0.000,0
1639814265.639,966.309,-26.367,-49.316,-31.250,0.000,0
1639814265.643,966.309,-23.438,-20.508,12.695,0.000,0
1639814265.647,966.797,-21.484,-14.160,29.785,0.000,0
1639814265.651,966.797,-27.344,-39.062,20.508,0.000,0
1639814265.655,966.797,-29.785,-49.316,-20.996,0.000,0
1639814265.659,966.309,-24.414,-23.438,-36.621,0.000,0
1639814265.662,966.309,-27.832,-29.297,-1.465,0.000,0
1639814265.666,966.309,-21.484,-32.227,19.043,0.000,0
1639814265.670,966.309,-12.207,-23.438,3.906,0.000,0
1639814265.674,966.309,-24.902,-40.527,-40.039,0.000,0
1639814265.678,966.797,-34.180,-35.645,-24.902,0.000,0
1639814265.682,966.309,-29.785,-19.531,-1.953,0.000,0
1639814265.686,966.309,-24.414,-12.207,-9.766,0.000,0
1639814265.690,966.797,-23.926,-38.574,11.230,0.000,0
1639814265.694,966.309,-37.598,-75.684,-13.184,0.000,0
1639814265.698,966.309,-46.387,-63.965,-30.273,0.000,0
1639814265.701,966.309,-28.809,-29.785,-11.719,0.000,0
1639814265.705,966.797,-20.508,-11.719,5.371,0.000,0
1639814265.709,966.797,-26.855,-25.879,10.742,0.000,0
1639814265.713,966.309,-30.273,-44.922,-31.250,0.000,0
1639814265.717,966.309,-25.879,-26.855,-39.062,0.000,0
1639814265.721,966.309,-23.438,-12.695,7.324,0.000,0
1639814265.725,966.797,-26.367,-17.090,31.250,0.000,0
1639814265.729,966.309,-15.137,-26.855,31.250,0.000,0
1639814265.733,966.309,-15.137,-45.898,-16.602,0.000,0
1639814265.737,966.797,-28.320,-41.016,-29.785,0.000,0
