timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814238.056,209.473,-15.625,-32.715,17.090,0.000,0
1639814238.061,363.770,-37.598,-71.289,-21.973,0.000,0
1639814238.066,-1000.000,-38.574,-66.406,-61.523,0.000,0
1639814238.072,-1000.000,-2.930,-30.273,-20.508,0.000,0
1639814238.077,-980.957,-3.418,-17.090,16.602,0.000,0
1639814238.082,318.848,-4.395,-22.949,37.598,0.000,0
1639814238.087,728.027,-10.254,-34.668,-16.602,0.000,0
1639814238.079,-777.832,-26.855,-38.086,-69.336,0.000,0
1639814238.084,-1000.000,-31.250,-35.156,-12.207,0.000,0
1639814238.089,-1000.000,-20.020,-33.691,30.273,0.000,0
1639814238.094,29.785,-9.277,-36.621,34.180,0.000,0
1639814238.099,832.520,-27.344,-44.434,-22.461,0.000,0
1639814238.104,-667.969,-53.711,-49.805,-62.500,0.000,0
1639814238.109,-1000.000,-32.227,-36.621,-14.160,0.000,0
1639814238.114,-1000.000,-7.812,-21.484,3.418,0.000,0
1639814238.119,-209.473,-14.160,-20.020,7.324,0.000,0
1639814238.124,931.152,-25.879,-49.805,-0.488,0.000,0
1639814238.129,-445.801,-31.250,-56.152,-32.715,0.000,0
1639814238.134,-1000.000,-20.020,-20.020,-7.812,0.000,0
1639814238.123,-1000.000,-5.371,-9.766,26.855,0.000,0
1639814238.128,-682.129,-20.996,-37.109,40.039,0.000,0
1639814238.133,772.949,-31.250,-67.383,26.367,0.000,0
1639814238.137,-93.750,-25.391,-60.547,-41.016,0.000,0
1639814238.142,-1000.000,-30.273,-39.062,-27.344,0.000,0
1639814238.147,-1000.000,-22.461,-27.832,33.203,0.000,0
1639814238.152,-614.746,-23.438,-28.809,39.062,0.000,0
1639814238.157,925.293,-13.672,-36.621,8.301,0.000,0
1639814238.162,100.098,-13.184,-52.246,-50.293,0.000,0
1639814238.167,-1000.000,-21.973,-49.805,-61.035,0.000,0
1639814238.172,-1000.000,-20.020,-40.039,-11.230,0.000,0
1639814238.176,-559.570,-13.672,-24.902,23.438,0.000,0
1639814238.163,979.004,-5.859,-28.809,36.621,0.000,0
1639814238.168,191.406,-29.785,-65.918,-39.062,0.000,0
1639814238.173,-1000.000,-36.621,-49.316,-53.223,0.000,0
1639814238.177,-960.938,-20.020,-19.531,3.906,0.000,0
1639814238.182,-1000.000,-13.184,-17.090,33.203,0.000,0
1639814238.187,303.223,-7.324,-26.367,63.477,0.000,0
1639814238.192,283.691,-30.273,-63.965,-37.598,0.000,0
1639814238.196,-1000.000,-44.434,-79.590,-61.523,0.000,0
1639814238.201,-931.152,-23.926,-60.547,11.719,0.000,0
1639814238.206,-1000.000,-20.996,-49.316,21.484,0.000,0
1639814238.211,-31.250,-3.418,-26.367,17.578,0.000,0
1639814238.215,307.129,-7.812,-30.273,-51.758,0.000,0
1639814238.200,-1000.000,-37.109,-41.992,-74.707,0.000,0
1639814238.205,-969.238,-38.086,-38.086,-8.789,0.000,0
1639814238.209,-1000.000,-7.324,-16.602,20.508,0.000,0
1639814238.214,-399.414,3.906,-12.695,21.973,0.000,0
1639814238.219,-54.199,-30.273,-64.453,-29.297,0.000,0
1639814238.223,-1000.000,-44.434,-83.496,-42.969,0.000,0
1639814238.228,-983.887,-21.484,-36.621,-32.227,0.000,0
1639814238.233,-1000.000,-9.277,-22.949,-18.066,0.000,0
1639814238.237,-742.676,-14.648,-44.434,37.598,0.000,0
1639814238.242,-212.402,-28.320,-50.293,-14.160,0.000,0
1639814238.247,-904.785,-24.414,-36.621,-84.473,0.000,0
1639814238.251,-991.211,-11.230,-29.785,2.930,0.000,0
1639814238.235,-1000.000,-15.137,-31.738,51.758,0.000,0
1639814238.239,-460.449,-16.113,-36.621,58.105,0.000,0
1639814238.244,920.410,-3.906,-42.969,20.508,0.000,0
1639814238.248,-184.570,-16.602,-51.270,-39.551,0.000,0
1639814238.253,-1000.000,-35.645,-38.086,20.508,0.000,0
1639814238.257,-98.633,-14.648,-16.113,83.984,0.000,0
1639814238.262,-948.730,30.762,9.766,97.656,0.000,0
1639814238.266,941.895,26.367,-8.301,93.262,0.000,0
