timestamps,TP9,AF7,AF8,TP10,Right AUX
1637814728.246,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814728.250,-182.617,-200.684,-633.789,68.848,0.000,0
1637814728.254,-992.188,999.512,312.988,-1000.000,0.000,0
1637814728.257,-921.875,-916.992,683.105,-1000.000,0.000,0
1637814728.261,224.121,274.414,-120.117,-263.672,0.000,0
1637814728.265,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814728.269,-198.242,-202.148,-741.211,170.410,0.000,0
1637814728.273,996.094,997.070,165.527,-1000.000,0.000,0
1637814728.277,-916.504,-929.199,664.551,-1000.000,0.000,0
1637814728.281,322.266,434.570,-33.203,-255.859,0.000,0
1637814728.285,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814728.289,-208.008,-367.188,-815.430,160.645,0.000,0
1637814728.293,999.023,955.078,67.383,-1000.000,0.000,0
1637814728.297,-937.988,-930.176,637.695,-1000.000,0.000,0
1637814728.300,489.258,566.406,105.469,-458.496,0.000,0
1637814728.304,-1000.000,-1000.000,-941.895,-903.809,0.000,0
1637814728.308,-461.426,-611.816,-902.344,288.086,0.000,0
1637814728.312,922.852,857.910,-62.500,-1000.000,0.000,0
1637814728.316,-933.594,-940.430,607.422,-1000.000,0.000,0
1637814728.320,648.438,759.766,169.922,-637.207,0.000,0
1637814728.324,-930.664,-714.355,-884.277,978.516,0.000,0
1637814728.328,-671.875,-905.762,-951.660,514.648,0.000,0
1637814728.332,844.238,620.117,-131.836,-943.848,0.000,0
1637814728.336,-961.914,-942.871,583.496,-1000.000,0.000,0
1637814728.339,860.352,919.922,307.129,-820.801,0.000,0
1637814728.343,-557.617,-358.887,-705.566,703.613,0.000,0
1637814728.347,-970.703,-1000.000,-1000.000,792.969,0.000,0
1637814728.351,589.844,360.840,-318.848,-777.832,0.000,0
1637814728.355,-974.609,-956.055,460.938,-1000.000,0.000,0
1637814728.359,-972.168,-961.426,484.375,-1000.000,0.000,0
1637814728.363,-98.145,27.344,-457.520,212.402,0.000,0
1637814728.367,-1000.000,-1000.000,-1000.000,-924.316,0.000,0
1637814728.371,273.438,125.000,-404.785,-452.148,0.000,0
1637814728.375,-948.730,-952.637,450.684,-1000.000,0.000,0
1637814728.379,-953.125,-945.801,576.172,-1000.000,0.000,0
1637814728.382,128.418,214.355,-331.055,-30.762,0.000,0
1637814728.386,-1000.000,-1000.000,-1000.000,-814.453,0.000,0
1637814728.390,37.598,-98.633,-420.898,-164.551,0.000,0
1637814728.394,-956.055,-974.121,474.609,-1000.000,0.000,0
1637814728.398,-945.801,-931.641,604.004,-1000.000,0.000,0
1637814728.402,239.258,230.957,-216.797,-244.629,0.000,0
1637814728.406,-1000.000,-1000.000,-1000.000,-825.684,0.000,0
1637814728.410,-203.613,-203.613,-653.809,60.547,0.000,0
1637814728.414,-997.559,-997.070,261.719,-1000.000,0.000,0
1637814728.418,-918.457,-917.969,660.156,-1000.000,0.000,0
1637814728.422,222.656,223.145,-119.629,-264.160,0.000,0
1637814728.425,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814728.429,-203.613,-197.266,-765.625,170.410,0.000,0
1637814728.433,-998.047,996.094,127.441,-1000.000,0.000,0
1637814728.437,-918.457,-924.805,678.223,-1000.000,0.000,0
1637814728.441,222.656,354.004,-54.199,-256.348,0.000,0
1637814728.445,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814728.449,-194.336,-360.352,-802.734,162.598,0.000,0
1637814728.453,992.188,944.824,57.617,-1000.000,0.000,0
1637814728.457,-929.688,-921.875,638.184,-1000.000,0.000,0
1637814728.461,428.711,539.062,20.508,-415.039,0.000,0
1637814728.464,-1000.000,-1000.000,-1000.000,-885.742,0.000,0
1637814728.468,-418.457,-560.547,-881.348,255.859,0.000,1
1637814728.472,937.500,892.090,-32.715,-1000.000,0.000,0
1637814728.476,-947.754,-956.055,606.934,-1000.000,0.000,0
1637814728.480,697.754,791.016,249.023,-572.754,0.000,0
1637814728.484,-891.113,-710.938,-778.809,-977.051,0.000,0
1637814728.488,-630.859,-819.824,-961.426,482.910,0.000,0
1637814728.492,898.926,742.676,-125.488,-945.312,0.000,0
1637814728.496,-998.535,-984.375,593.750,-1000.000,0.000,0
1637814728.500,948.242,994.629,294.434,-773.926,0.000,0
1637814728.504,-466.797,-268.066,-726.074,769.531,0.000,0
1637814728.507,-888.184,-1000.000,-1000.000,726.562,0.000,0
1637814728.511,714.844,456.055,-241.211,-822.754,0.000,0
1637814728.515,-989.746,-958.984,515.625,-1000.000,0.000,0
1637814728.519,-969.727,-965.332,445.801,-973.145,0.000,0
1637814728.523,-112.305,6.836,-512.695,370.117,0.000,0
1637814728.527,-1000.000,-1000.000,-1000.000,-999.023,0.000,0
1637814728.531,305.176,132.812,-342.773,-550.781,0.000,0
1637814728.535,-941.895,-949.219,459.961,-1000.000,0.000,0
1637814728.539,-967.285,-952.148,561.035,-1000.000,0.000,0
1637814728.543,41.992,173.828,-308.594,39.551,0.000,0
1637814728.546,-1000.000,-1000.000,-1000.000,-832.031,0.000,0
1637814728.550,25.879,-119.141,-535.156,-263.672,0.000,0
1637814728.554,-965.820,-983.398,384.277,-1000.000,0.000,0
1637814728.558,-941.406,-926.758,607.910,-1000.000,0.000,0
1637814728.562,237.793,228.516,-263.184,-195.312,0.000,0
1637814728.566,-1000.000,-1000.000,-1000.000,-826.172,0.000,0
1637814728.570,-203.613,-203.613,-570.312,-43.457,0.000,0
1637814728.574,-998.047,-997.070,348.633,-1000.000,0.000,0
1637814728.578,-918.457,-922.852,631.348,-1000.000,0.000,0
1637814728.582,222.656,228.516,-162.598,-270.996,0.000,0
1637814728.585,-1000.000,-1000.000,-1000.000,-825.195,0.000,0
1637814728.589,-203.613,-296.875,-761.230,170.410,0.000,0
1637814728.593,-997.559,965.820,163.574,-1000.000,0.000,0
1637814728.597,-923.828,-911.621,675.293,-1000.000,0.000,0
1637814728.601,229.004,263.672,-76.660,-256.348,0.000,0
1637814728.605,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814728.609,-297.852,-425.293,-804.688,165.527,0.000,0
1637814728.613,961.914,903.320,129.883,-1000.000,0.000,0
1637814728.617,-913.574,-897.949,718.750,-1000.000,0.000,0
1637814728.621,329.102,432.617,15.625,-360.352,0.000,0
1637814728.625,-1000.000,-1000.000,-1000.000,-862.305,0.000,0
1637814728.628,-496.582,-636.230,-828.125,252.441,0.000,0
1637814728.632,874.512,789.062,114.746,-1000.000,0.000,0
1637814728.636,-893.066,-886.719,694.336,-1000.000,0.000,0
1637814728.640,490.723,585.449,125.977,-550.293,0.000,0
1637814728.644,-1000.000,-882.812,-944.336,-962.402,0.000,0
1637814728.648,-756.836,-929.688,-935.059,467.285,0.000,0
1637814728.652,690.918,505.371,-43.945,-947.754,0.000,0
1637814728.656,-888.672,-879.883,666.992,-1000.000,0.000,0
1637814728.660,680.664,747.070,273.438,-759.277,0.000,0
1637814728.664,-742.676,-591.309,-760.254,798.340,0.000,0
1637814728.668,-1000.000,-1000.000,-1000.000,694.824,0.000,0
1637814728.671,381.836,167.480,-211.914,-850.586,0.000,0
1637814728.675,-879.883,-904.785,649.414,-1000.000,0.000,0
1637814728.679,802.246,916.016,397.949,-964.355,0.000,0
1637814728.683,-497.070,-299.316,-644.531,395.996,0.000,0
1637814728.687,-1000.000,-1000.000,-1000.000,985.352,0.000,0
1637814728.691,90.332,-54.688,-336.426,-571.289,0.000,0
1637814728.695,-935.059,-969.727,527.832,-1000.000,0.000,0
1637814728.699,991.699,-967.773,467.285,-1000.000,0.000,0
1637814728.703,-172.852,-64.453,-474.121,54.688,0.000,0
1637814728.707,-1000.000,-1000.000,-1000.000,-823.730,0.000,0
1637814728.710,-83.008,-171.875,-462.891,-240.723,0.000,0
1637814728.714,-983.398,989.258,463.867,-1000.000,0.000,0
1637814728.718,-945.312,-919.434,582.031,-1000.000,0.000,0
1637814728.722,25.879,140.137,-277.344,-166.016,0.000,0
1637814728.726,-1000.000,-1000.000,-1000.000,-812.012,0.000,0
1637814728.730,-176.758,-191.895,-607.910,-5.859,0.000,0
1637814728.734,987.305,996.582,399.902,-1000.000,0.000,0
1637814728.738,-914.062,-917.969,645.996,-1000.000,0.000,0
1637814728.742,222.656,225.586,-226.562,-268.066,0.000,0
1637814728.746,-1000.000,-1000.000,-1000.000,-828.125,0.000,0
1637814728.750,-203.613,-242.676,-688.965,177.246,0.000,0
1637814728.753,-997.559,989.258,312.500,-1000.000,0.000,0
1637814728.757,-923.828,-921.387,653.809,-1000.000,0.000,0
1637814728.761,228.516,229.980,-151.367,-167.969,0.000,0
1637814728.765,-1000.000,-1000.000,-1000.000,-840.820,0.000,0
1637814728.769,-300.781,-405.273,-788.574,165.527,0.000,0
1637814728.773,965.820,912.109,149.902,-1000.000,0.000,0
1637814728.777,-914.551,-896.484,690.430,-1000.000,0.000,0
1637814728.781,270.996,344.238,0.000,-355.469,0.000,0
1637814728.785,-1000.000,-1000.000,-1000.000,-863.770,0.000,0
1637814728.789,-490.234,-659.180,-862.305,174.316,0.000,0
1637814728.793,871.582,743.164,62.500,-1000.000,0.000,0
1637814728.796,-884.277,-858.887,713.867,-1000.000,0.000,0
1637814728.800,397.949,474.121,48.340,-555.176,0.000,0
1637814728.804,-1000.000,-950.684,-1000.000,-955.566,0.000,0
1637814728.808,-738.281,-960.449,-918.457,403.320,0.000,0
1637814728.812,674.316,411.621,10.254,-980.957,0.000,0
1637814728.816,-854.004,-852.051,701.172,-1000.000,0.000,0
1637814728.820,541.504,677.734,194.336,-768.555,0.000,0
1637814728.824,-894.043,-684.570,-835.449,813.477,0.000,0
1637814728.828,-1000.000,-1000.000,-1000.000,636.719,0.000,0
1637814728.832,376.953,181.641,-200.195,-914.062,0.000,0
1637814728.835,-887.695,-908.203,605.469,-1000.000,0.000,0
1637814728.839,825.684,924.316,395.996,-978.027,0.000,0
1637814728.843,-498.535,-321.289,-615.723,424.805,0.000,0
1637814728.847,-1000.000,-1000.000,-1000.000,895.020,0.000,0
1637814728.851,221.191,77.637,-247.070,-711.914,0.000,0
1637814728.855,-955.566,-982.910,589.844,-1000.000,0.000,0
1637814728.859,-982.910,-954.590,507.324,-1000.000,0.000,0
1637814728.863,-70.312,25.391,-471.680,55.176,0.000,0
1637814728.867,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814728.871,-46.875,-159.180,-356.934,-269.531,0.000,0
1637814728.874,-987.305,992.676,492.188,-1000.000,0.000,0
1637814728.878,-925.781,-916.504,567.871,-1000.000,0.000,0
1637814728.882,189.941,216.797,-264.648,-163.574,0.000,0
1637814728.886,-1000.000,-1000.000,-1000.000,-819.336,0.000,0
1637814728.890,-98.145,-199.707,-622.559,-41.016,0.000,0
1637814728.894,-973.633,-997.070,286.621,-1000.000,0.000,0
1637814728.898,-932.129,-917.969,653.809,-1000.000,0.000,0
1637814728.902,230.469,223.145,-129.395,-183.105,0.000,0
1637814728.906,-1000.000,-1000.000,-1000.000,-836.426,0.000,0
1637814728.910,-204.102,-198.730,-758.301,170.410,0.000,0
1637814728.914,-998.047,997.070,140.137,-1000.000,0.000,0
1637814728.917,-918.457,-919.922,657.227,-1000.000,0.000,0
1637814728.921,222.656,326.172,-84.961,-255.859,0.000,0
1637814728.925,-1000.000,-1000.000,-1000.000,-830.078,0.000,0
1637814728.929,-194.336,-259.277,-787.598,165.039,0.000,0
1637814728.933,992.188,981.934,99.609,-1000.000,0.000,0
1637814728.937,-925.293,-932.129,648.926,-1000.000,0.000,0
1637814728.941,424.805,513.184,-11.719,-355.469,0.000,0
1637814728.945,-1000.000,-1000.000,-1000.000,-863.770,0.000,0
1637814728.949,-321.777,-471.680,-854.492,173.340,0.000,0
1637814728.953,972.168,928.223,-19.043,-1000.000,0.000,0
1637814728.956,-940.430,-950.195,624.512,-1000.000,0.000,0
1637814728.960,603.516,719.727,115.723,-555.176,0.000,0
1637814728.964,-1000.000,-835.449,-946.777,-955.566,0.000,0
1637814728.968,-549.805,-718.262,-929.199,403.320,0.000,0
1637814728.972,917.480,821.777,-103.027,-980.957,0.000,0
1637814728.976,-978.516,-982.910,596.191,-1000.000,0.000,0
1637814728.980,850.586,945.312,250.977,-768.555,0.000,0
1637814728.984,-670.898,-411.621,-798.340,813.477,0.000,0
1637814728.988,-760.254,-986.816,-961.426,636.719,0.000,0
1637814728.992,850.098,581.055,-119.141,-913.574,0.000,0
1637814728.996,993.652,-972.656,568.848,-1000.000,0.000,0
1637814728.999,-976.562,-967.285,396.973,-966.309,0.000,0
1637814729.003,-238.770,-71.777,-577.148,413.574,0.000,0
1637814729.007,-1000.000,-1000.000,-1000.000,950.684,0.000,0
1637814729.011,505.371,267.090,-347.656,-623.535,0.000,0
1637814729.015,-965.332,-950.195,452.148,-1000.000,0.000,0
1637814729.019,-961.426,-952.148,533.691,-1000.000,0.000,0
1637814729.023,20.020,152.832,-382.812,67.871,0.000,0
1637814729.027,-1000.000,-1000.000,-1000.000,-842.773,0.000,0
1637814729.031,154.297,12.695,-464.355,-291.016,0.000,0
1637814729.035,-949.707,-958.008,415.039,-1000.000,0.000,0
1637814729.039,-950.195,-942.383,606.934,-1000.000,0.000,0
1637814729.042,210.938,231.934,-270.508,-144.531,0.000,0
1637814729.046,-1000.000,-1000.000,-1000.000,-816.895,0.000,0
1637814729.050,-98.633,-187.012,-488.770,-64.453,0.000,0
1637814729.054,-973.145,-993.164,426.270,-1000.000,0.000,0
1637814729.058,-932.617,-919.922,606.934,-1000.000,0.000,0
1637814729.062,230.469,224.121,-196.777,-269.043,0.000,0
1637814729.066,-1000.000,-1000.000,-1000.000,-828.125,0.000,0
1637814729.070,-203.613,-201.172,-731.445,134.277,0.000,0
1637814729.074,-997.559,-1000.000,154.297,-1000.000,0.000,0
1637814729.078,-918.457,-919.434,641.602,-1000.000,0.000,0
1637814729.082,222.656,270.996,-96.191,-258.789,0.000,0
1637814729.085,-1000.000,-1000.000,-1000.000,-829.102,0.000,0
1637814729.089,-196.289,-245.605,-789.551,166.992,0.000,0
1637814729.093,994.141,979.980,115.234,-1000.000,0.000,0
1637814729.097,-923.340,-926.758,671.387,-1000.000,0.000,0
1637814729.101,375.977,468.750,-15.137,-312.988,0.000,0
1637814729.105,-1000.000,-1000.000,-1000.000,-849.121,0.000,0
1637814729.109,-312.500,-438.965,-814.453,169.434,0.000,0
1637814729.113,968.262,935.547,55.176,-1000.000,0.000,0
1637814729.117,-937.500,-951.660,633.301,-1000.000,0.000,0
1637814729.121,603.027,717.285,103.516,-485.352,0.000,0
1637814729.124,-1000.000,-856.445,-974.121,-918.457,0.000,0
1637814729.128,-504.883,-659.180,-903.320,369.141,0.000,0
1637814729.132,939.941,872.070,-18.555,-977.051,0.000,0
1637814729.136,-983.398,-983.887,609.375,-1000.000,0.000,0
1637814729.140,840.820,916.504,303.223,-657.715,0.000,0
1637814729.144,-671.387,-471.680,-704.590,939.941,0.000,0
1637814729.148,-791.992,-969.238,-988.770,582.520,0.000,0
1637814729.152,787.109,593.262,-179.688,-916.504,0.000,0
1637814729.156,-986.816,-965.332,566.406,-1000.000,0.000,0
1637814729.160,983.887,-990.723,378.418,-886.230,0.000,0
1637814729.164,-285.156,-132.812,-618.164,565.918,0.000,0
1637814729.167,-1000.000,-1000.000,-1000.000,872.070,0.000,0
1637814729.171,414.062,208.984,-346.191,-697.754,0.000,0
1637814729.175,-944.824,-941.895,451.172,-1000.000,0.000,0
1637814729.179,-982.910,-965.820,471.191,-1000.000,0.000,0
1637814729.183,-81.055,41.992,-471.191,162.109,0.000,0
1637814729.187,-1000.000,-1000.000,-1000.000,-895.020,0.000,0
1637814729.191,134.766,-22.461,-485.840,-397.949,0.000,0
1637814729.195,-951.660,-972.656,359.375,-1000.000,0.000,0
1637814729.199,-952.148,-936.035,577.637,-1000.000,0.000,0
1637814729.203,134.766,211.914,-285.645,-58.105,0.000,1
1637814729.207,-1000.000,-1000.000,-1000.000,-812.500,0.000,0
1637814729.210,-87.891,-190.430,-608.887,-135.254,0.000,0
1637814729.214,-978.516,-996.094,313.477,-1000.000,0.000,0
1637814729.218,-930.664,-918.945,635.742,-1000.000,0.000,0
1637814729.222,230.469,223.633,-200.684,-271.973,0.000,0
1637814729.226,-1000.000,-1000.000,-1000.000,-828.125,0.000,0
1637814729.230,-203.613,-198.242,-597.656,122.070,0.000,0
1637814729.234,-998.047,996.582,357.910,-1000.000,0.000,0
1637814729.238,-918.457,-917.480,653.320,-1000.000,0.000,0
1637814729.242,222.656,331.055,-95.215,-259.766,0.000,0
1637814729.245,-1000.000,-1000.000,-1000.000,-829.102,0.000,0
1637814729.249,-194.336,-208.496,-769.043,170.410,0.000,0
1637814729.253,991.699,-1000.000,122.559,-1000.000,0.000,0
1637814729.257,-920.410,-938.477,687.500,-1000.000,0.000,0
1637814729.261,418.457,531.250,29.785,-255.859,0.000,0
1637814729.265,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814729.269,-223.633,-383.789,-799.805,161.133,0.000,0
1637814729.273,-993.652,967.773,115.234,-1000.000,0.000,0
1637814729.277,-947.754,-951.660,708.984,-1000.000,0.000,0
1637814729.281,545.410,661.133,122.070,-458.496,0.000,0
1637814729.285,-1000.000,-919.434,-1000.000,-903.320,0.000,0
1637814729.288,-527.344,-675.781,-878.906,288.086,0.000,0
1637814729.292,904.297,829.102,-35.645,-1000.000,0.000,0
1637814729.296,-942.871,-948.242,592.773,-1000.000,0.000,0
1637814729.300,718.750,814.453,189.941,-637.207,0.000,0
1637814729.304,-812.500,-601.562,-847.656,978.516,0.000,0
1637814729.308,-809.082,-998.535,-978.516,516.602,0.000,0
1637814729.312,729.004,517.090,-268.066,-951.172,0.000,0
1637814729.316,-958.496,-946.777,457.520,-1000.000,0.000,0
1637814729.320,919.922,976.562,376.465,-876.953,0.000,0
1637814729.324,-411.133,-231.445,-584.961,615.234,0.000,0
1637814729.327,-1000.000,-1000.000,-1000.000,802.246,0.000,0
1637814729.331,437.988,253.418,-373.047,-772.461,0.000,0
1637814729.335,-942.383,-952.637,469.238,-1000.000,0.000,0
1637814729.339,978.516,-953.613,456.055,-992.676,0.000,0
1637814729.343,-131.836,69.824,-527.344,278.320,0.000,0
1637814729.347,-1000.000,-1000.000,-1000.000,-933.594,0.000,0
1637814729.351,236.328,86.426,-413.574,-453.613,0.000,0
1637814729.355,-954.590,-955.078,420.898,-1000.000,0.000,0
1637814729.359,-942.383,-940.918,590.820,-1000.000,0.000,0
1637814729.363,224.121,231.934,-279.297,-54.688,0.000,0
1637814729.367,-1000.000,-1000.000,-1000.000,-817.383,0.000,0
1637814729.370,59.082,-84.961,-488.281,-163.574,0.000,0
1637814729.374,-943.848,-968.262,398.438,-1000.000,0.000,0
1637814729.378,-950.684,-934.570,672.852,-1000.000,0.000,0
1637814729.382,239.258,231.934,-124.023,-269.531,0.000,0
1637814729.386,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814729.390,-179.688,-200.195,-646.973,68.848,0.000,0
1637814729.394,-991.699,998.535,307.617,-1000.000,0.000,0
1637814729.398,-921.875,-916.992,685.547,-1000.000,0.000,0
1637814729.402,224.609,291.992,-99.121,-263.672,0.000,0
1637814729.406,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814729.410,-198.730,-205.566,-759.277,170.410,0.000,0
1637814729.413,996.094,999.023,135.742,-1000.000,0.000,0
1637814729.417,-921.387,-931.641,659.668,-1000.000,0.000,0
1637814729.421,327.148,429.688,-34.668,-256.348,0.000,0
1637814729.425,-1000.000,-1000.000,-1000.000,-830.078,0.000,0
1637814729.429,-291.992,-418.945,-833.496,160.645,0.000,0
1637814729.433,969.727,930.664,9.277,-1000.000,0.000,0
1637814729.437,-927.734,-923.828,630.859,-1000.000,0.000,0
1637814729.441,502.441,582.031,43.945,-458.496,0.000,0
1637814729.445,-1000.000,-991.211,-1000.000,-903.320,0.000,0
1637814729.449,-515.137,-652.344,-897.949,288.086,0.000,0
1637814729.453,903.809,832.520,-81.055,-1000.000,0.000,0
1637814729.456,-943.359,-950.684,601.562,-1000.000,0.000,0
1637814729.460,728.027,819.824,193.848,-637.207,0.000,0
1637814729.464,-844.238,-634.766,-869.629,978.516,0.000,0
1637814729.468,-673.340,-907.227,-953.125,516.602,0.000,0
1637814729.472,878.906,651.855,-102.051,-951.172,0.000,0
1637814729.476,-994.141,-976.562,569.824,-1000.000,0.000,0
1637814729.480,949.219,-988.281,328.125,-876.953,0.000,0
1637814729.484,-416.504,-192.383,-655.273,615.234,0.000,0
1637814729.488,-987.305,-1000.000,-1000.000,804.199,0.000,0
1637814729.492,594.238,382.812,-307.617,-779.785,0.000,0
1637814729.496,-979.492,-958.008,474.609,-1000.000,0.000,0
1637814729.499,-958.496,-953.613,505.859,-1000.000,0.000,0
1637814729.503,-30.273,86.426,-440.918,190.430,0.000,0
1637814729.507,-1000.000,-1000.000,-1000.000,-922.363,0.000,0
1637814729.511,274.414,119.141,-382.812,-453.613,0.000,0
1637814729.515,-946.777,-948.730,490.723,-1000.000,0.000,0
1637814729.519,-953.125,-947.754,616.211,-1000.000,0.000,0
1637814729.523,162.598,227.539,-312.500,-55.176,0.000,0
1637814729.527,-1000.000,-1000.000,-1000.000,-817.383,0.000,0
1637814729.531,10.254,-122.070,-489.746,-163.086,0.000,0
1637814729.535,-956.543,-978.027,386.230,-1000.000,0.000,0
1637814729.538,-943.848,-928.711,607.910,-1000.000,0.000,0
1637814729.542,237.793,229.004,-218.262,-269.531,0.000,0
1637814729.546,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814729.550,-204.102,-203.125,-674.805,68.848,0.000,0
1637814729.554,-998.047,-997.559,243.164,-1000.000,0.000,0
1637814729.558,-918.457,-918.457,659.180,-1000.000,0.000,0
1637814729.562,222.656,232.422,-91.797,-263.672,0.000,0
1637814729.566,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814729.570,-199.219,-209.473,-783.203,170.410,0.000,0
1637814729.574,997.070,990.234,127.441,-1000.000,0.000,0
1637814729.577,-916.992,-924.316,661.621,-1000.000,0.000,0
1637814729.581,306.152,403.320,-58.105,-255.859,0.000,0
1637814729.585,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814729.589,-211.426,-362.305,-820.312,167.969,0.000,0
1637814729.593,-984.863,954.102,51.270,-1000.000,0.000,0
1637814729.597,-994.629,-937.988,607.910,-1000.000,0.000,0
1637814729.601,433.105,622.070,-11.719,-370.117,0.000,0
1637814729.605,-1000.000,-975.586,-1000.000,-914.551,0.000,0
1637814729.609,-422.852,-560.059,-884.766,288.574,0.000,0
1637814729.613,953.125,917.969,-41.504,-1000.000,0.000,0
1637814729.616,-965.820,-986.816,625.977,-1000.000,0.000,0
1637814729.620,755.371,884.766,189.941,-637.207,0.000,0
1637814729.624,-829.102,-589.844,-869.141,978.516,0.000,0
1637814729.628,-617.188,-815.918,-956.543,516.602,0.000,0
1637814729.632,918.457,775.879,-114.258,-949.707,0.000,0
1637814729.636,992.676,-997.559,607.910,-1000.000,0.000,0
1637814729.640,962.891,-974.121,340.820,-871.582,0.000,0
1637814729.644,-455.078,-218.262,-688.965,650.391,0.000,0
1637814729.648,-879.883,-1000.000,-991.699,745.117,0.000,0
1637814729.652,742.188,512.695,-117.676,-866.699,0.000,0
1637814729.656,-990.723,-964.844,579.590,-1000.000,0.000,0
1637814729.659,-973.633,-965.332,441.895,-1000.000,0.000,0
1637814729.663,-87.402,28.320,-491.699,205.566,0.000,0
1637814729.667,-1000.000,-1000.000,-1000.000,-942.871,0.000,0
1637814729.671,230.957,94.727,-413.086,-483.887,0.000,0
1637814729.675,-937.500,-952.637,402.344,-1000.000,0.000,0
1637814729.679,-964.355,-949.707,562.988,-1000.000,0.000,0
1637814729.683,55.664,181.152,-326.172,-44.434,0.000,0
1637814729.687,-1000.000,-1000.000,-1000.000,-825.195,0.000,0
1637814729.691,13.672,-150.879,-560.547,-195.312,0.000,0
1637814729.695,-966.797,-990.234,357.422,-1000.000,0.000,0
1637814729.698,-940.430,-922.852,637.207,-1000.000,0.000,0
1637814729.702,236.816,226.074,-238.281,-255.371,0.000,0
1637814729.706,-1000.000,-1000.000,-1000.000,-832.031,0.000,0
1637814729.710,-203.613,-203.125,-587.891,37.109,0.000,0
1637814729.714,-997.559,-997.559,311.523,-1000.000,0.000,0
1637814729.718,-918.457,-917.969,608.398,-1000.000,0.000,0
1637814729.722,222.656,226.562,-155.762,-266.113,0.000,0
1637814729.726,-1000.000,-1000.000,-1000.000,-827.148,0.000,0
1637814729.730,-198.242,-194.824,-767.090,170.410,0.000,0
1637814729.734,996.094,993.652,110.352,-1000.000,0.000,0
1637814729.738,-916.992,-924.316,664.551,-1000.000,0.000,0
1637814729.741,321.777,421.875,-17.090,-255.859,0.000,0
1637814729.745,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814729.749,-207.031,-297.852,-811.035,164.551,0.000,0
1637814729.753,998.535,983.398,84.961,-1000.000,0.000,0
1637814729.757,-935.547,-950.684,688.477,-1000.000,0.000,0
1637814729.761,518.555,633.789,53.711,-369.141,0.000,0
1637814729.765,-1000.000,-975.098,-1000.000,-866.211,0.000,0
1637814729.769,-352.051,-522.461,-832.520,250.000,0.000,0
1637814729.773,982.422,932.617,46.875,-1000.000,0.000,0
1637814729.777,-968.262,-973.633,630.859,-1000.000,0.000,0
1637814729.781,715.332,814.941,169.922,-561.035,0.000,0
1637814729.784,-878.906,-681.641,-894.043,-968.262,0.000,0
1637814729.788,-651.855,-837.402,-943.848,455.566,0.000,0
1637814729.792,872.559,716.309,-95.703,-958.984,0.000,0
1637814729.796,-957.520,-958.008,574.707,-1000.000,0.000,0
1637814729.800,825.684,928.711,357.422,-793.945,0.000,0
1637814729.804,-612.793,-355.957,-619.629,768.555,0.000,0
1637814729.808,-962.891,-1000.000,-1000.000,660.156,0.000,0
1637814729.812,582.520,338.867,-298.340,-901.367,0.000,0
1637814729.816,-960.938,-941.406,485.840,-1000.000,0.000,0
1637814729.820,998.047,-984.863,400.391,-998.535,0.000,0
1637814729.824,-192.383,-75.684,-562.988,353.027,0.000,0
1637814729.827,-1000.000,-1000.000,-1000.000,955.078,0.000,0
1637814729.831,237.793,88.379,-388.184,-623.047,0.000,0
1637814729.835,-941.895,-959.961,441.895,-1000.000,0.000,0
1637814729.839,-963.867,-944.824,519.043,-1000.000,0.000,0
1637814729.843,23.438,155.273,-382.812,50.293,0.000,0
1637814729.847,-1000.000,-1000.000,-1000.000,-832.520,0.000,0
1637814729.851,60.547,-86.426,-527.344,-269.043,0.000,0
1637814729.855,-962.891,-977.051,334.473,-1000.000,0.000,0
1637814729.859,-938.477,-930.176,620.117,-1000.000,0.000,0
1637814729.863,231.445,229.980,-219.727,-164.551,0.000,0
1637814729.867,-1000.000,-1000.000,-1000.000,-816.406,0.000,0
1637814729.870,-102.539,-192.383,-609.863,-40.039,0.000,0
1637814729.874,-971.191,-996.582,330.078,-1000.000,0.000,0
1637814729.878,-933.105,-918.945,671.387,-1000.000,0.000,0
1637814729.882,230.469,252.441,-127.441,-270.508,0.000,0
1637814729.886,-1000.000,-1000.000,-1000.000,-825.684,0.000,0
1637814729.890,-199.219,-199.219,-634.277,170.410,0.000,0
1637814729.894,996.582,996.094,325.195,-1000.000,0.000,0
1637814729.898,-916.992,-923.828,657.715,-1000.000,0.000,0
1637814729.902,311.523,408.691,-52.246,-256.348,0.000,0
1637814729.905,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814729.909,-208.984,-280.273,-796.875,165.527,0.000,0
1637814729.913,989.746,976.562,83.496,-1000.000,0.000,0
1637814729.917,-900.391,-908.203,670.898,-1000.000,0.000,0
