timestamps,TP9,AF7,AF8,TP10,Right AUX
1637814707.151,907.227,973.145,313.965,-768.555,0.000,0
1637814707.155,-550.293,-308.105,-701.660,813.477,0.000,0
1637814707.159,-850.098,-1000.000,-993.164,636.719,0.000,0
1637814707.163,750.000,442.383,-275.391,-914.062,0.000,0
1637814707.167,-994.141,-956.543,490.234,-1000.000,0.000,0
1637814707.171,-970.215,-970.215,426.758,-970.703,0.000,0
1637814707.175,-169.922,-22.461,-558.105,406.250,0.000,0
1637814707.179,-1000.000,-1000.000,-1000.000,951.172,0.000,0
1637814707.183,418.457,143.066,-411.133,-623.535,0.000,0
1637814707.187,-956.543,-952.148,366.211,-1000.000,0.000,0
1637814707.191,-958.008,-948.242,501.465,-1000.000,0.000,0
1637814707.195,65.918,184.570,-398.926,57.617,0.000,0
1637814707.198,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814707.202,124.512,-76.660,-491.211,-269.531,0.000,0
1637814707.206,-950.195,-971.680,311.523,-1000.000,0.000,0
1637814707.210,-946.777,-933.105,600.586,-1000.000,0.000,0
1637814707.214,235.840,231.934,-191.895,-163.574,0.000,0
1637814707.218,-1000.000,-1000.000,-1000.000,-817.871,0.000,0
1637814707.222,-102.539,-203.613,-642.090,-48.340,0.000,0
1637814707.226,-971.191,-997.070,240.234,-1000.000,0.000,0
1637814707.230,-933.105,-917.969,612.305,-1000.000,0.000,0
1637814707.234,230.469,223.145,-166.504,-270.996,0.000,0
1637814707.238,-1000.000,-1000.000,-1000.000,-825.195,0.000,0
1637814707.241,-201.660,-196.289,-701.660,170.410,0.000,0
1637814707.245,-1000.000,995.117,174.805,-1000.000,0.000,0
1637814707.249,-917.969,-921.387,613.281,-1000.000,0.000,0
1637814707.253,257.812,370.117,-67.871,-255.859,0.000,0
1637814707.257,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814707.261,-198.242,-277.832,-798.340,165.039,0.000,0
1637814707.265,994.141,980.957,47.363,-1000.000,0.000,0
1637814707.269,-929.199,-938.477,613.281,-1000.000,0.000,0
1637814707.273,465.332,568.848,20.996,-355.469,0.000,0
1637814707.277,-1000.000,-1000.000,-1000.000,-865.723,0.000,0
1637814707.280,-333.496,-493.652,-858.887,180.664,0.000,0
1637814707.284,989.746,933.594,-20.020,-1000.000,0.000,0
1637814707.288,-986.328,-968.262,542.969,-1000.000,0.000,0
1637814707.292,617.676,789.062,121.094,-467.285,0.000,0
1637814707.296,-937.988,-743.164,-894.531,-966.309,0.000,0
1637814707.300,-564.453,-754.395,-895.508,403.320,0.000,0
1637814707.304,923.340,809.082,-33.203,-979.004,0.000,0
1637814707.308,-989.258,-987.305,524.902,-1000.000,0.000,0
1637814707.312,884.277,971.680,249.512,-768.555,0.000,0
1637814707.315,-585.449,-338.379,-729.004,813.477,0.000,0
1637814707.320,-845.215,-1000.000,-987.793,636.719,0.000,0
1637814707.323,748.047,507.812,-322.754,-914.062,0.000,0
1637814707.327,-991.699,-961.914,413.574,-1000.000,0.000,0
1637814707.331,-978.027,-970.215,407.715,-970.703,0.000,0
1637814707.335,-197.266,-43.945,-562.012,406.250,0.000,0
1637814707.339,-1000.000,-1000.000,-1000.000,951.172,0.000,0
1637814707.343,418.945,190.430,-395.996,-623.535,0.000,0
1637814707.347,-955.566,-950.195,413.574,-1000.000,0.000,0
1637814707.351,-960.449,-949.707,519.531,-1000.000,0.000,0
1637814707.355,41.992,173.828,-412.109,57.617,0.000,0
1637814707.358,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814707.362,127.441,-35.156,-493.164,-269.531,0.000,0
1637814707.366,-952.148,-963.867,298.340,-1000.000,0.000,0
1637814707.370,-946.289,-937.500,561.523,-1000.000,0.000,0
1637814707.374,235.840,233.887,-243.164,-163.574,0.000,0
1637814707.378,-1000.000,-1000.000,-1000.000,-817.871,0.000,0
1637814707.382,-102.539,-189.941,-606.445,-48.340,0.000,0
1637814707.386,-971.191,-994.141,253.418,-1000.000,0.000,0
1637814707.390,-933.105,-919.922,624.512,-1000.000,0.000,0
1637814707.394,230.469,228.027,-113.281,-270.996,0.000,0
1637814707.397,-1000.000,-1000.000,-1000.000,-825.684,0.000,0
1637814707.401,-201.660,-196.777,-744.629,170.410,0.000,1
1637814707.405,999.512,995.117,117.188,-1000.000,0.000,0
1637814707.409,-917.480,-920.898,615.234,-1000.000,0.000,0
1637814707.413,265.625,375.977,-80.078,-255.859,0.000,0
1637814707.417,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814707.421,-207.031,-264.160,-791.016,172.363,0.000,0
1637814707.425,-986.816,-993.164,50.293,-1000.000,0.000,0
1637814707.429,-983.887,-995.117,555.176,-1000.000,0.000,0
1637814707.433,367.188,477.539,-48.828,-267.578,0.000,0
1637814707.437,-1000.000,-1000.000,-1000.000,-874.512,0.000,0
1637814707.440,-303.711,-466.797,-839.844,173.828,0.000,0
1637814707.444,984.863,943.359,-37.598,-1000.000,0.000,0
1637814707.448,-957.031,-972.656,565.430,-1000.000,0.000,0
1637814707.452,663.574,792.480,155.762,-555.176,0.000,0
1637814707.456,-951.660,-753.418,-905.273,-955.566,0.000,0
1637814707.460,-530.273,-710.449,-919.434,403.320,0.000,0
1637814707.464,943.359,852.051,-145.020,-980.957,0.000,0
1637814707.468,-999.512,-999.023,506.348,-1000.000,0.000,0
1637814707.472,903.320,983.398,268.555,-768.555,0.000,0
1637814707.476,-581.543,-339.355,-755.859,813.477,0.000,0
1637814707.479,-787.109,-1000.000,-971.191,636.719,0.000,0
1637814707.483,814.941,567.871,-142.578,-914.062,0.000,0
1637814707.487,992.676,-971.680,496.582,-1000.000,0.000,0
1637814707.491,-963.867,-963.867,363.281,-970.703,0.000,0
1637814707.495,-199.707,-41.016,-564.941,406.250,0.000,0
1637814707.499,-1000.000,-1000.000,-1000.000,951.172,0.000,0
1637814707.503,513.184,242.188,-372.559,-623.535,0.000,0
1637814707.507,-968.262,-951.172,378.418,-1000.000,0.000,0
1637814707.511,-953.613,-948.242,497.070,-1000.000,0.000,0
1637814707.515,52.246,177.734,-392.090,57.617,0.000,0
1637814707.518,-1000.000,-1000.000,-1000.000,-831.055,0.000,0
1637814707.522,191.406,10.254,-490.234,-269.531,0.000,0
1637814707.526,-946.777,-956.055,339.355,-1000.000,0.000,0
1637814707.530,-947.266,-941.895,605.469,-1000.000,0.000,0
1637814707.534,232.422,235.840,-243.652,-163.574,0.000,0
1637814707.538,-1000.000,-1000.000,-1000.000,-817.871,0.000,0
1637814707.542,-29.785,-174.316,-538.086,-48.340,0.000,0
1637814707.546,-957.031,-989.746,298.340,-1000.000,0.000,0
1637814707.550,-941.895,-921.875,579.102,-1000.000,0.000,0
1637814707.554,235.352,230.957,-169.434,-271.484,0.000,0
1637814707.558,-1000.000,-1000.000,-1000.000,-825.195,0.000,0
1637814707.561,-201.660,-196.777,-704.590,170.410,0.000,0
1637814707.565,999.512,995.117,142.578,-1000.000,0.000,0
1637814707.569,-917.480,-919.922,611.328,-1000.000,0.000,0
1637814707.573,266.602,377.930,-62.988,-255.859,0.000,0
1637814707.577,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814707.581,-199.707,-231.445,-792.969,165.527,0.000,0
1637814707.585,994.629,999.512,59.570,-1000.000,0.000,0
1637814707.589,-924.805,-945.801,628.906,-1000.000,0.000,0
1637814707.593,464.355,581.055,1.953,-348.633,0.000,0
1637814707.596,-1000.000,-1000.000,-1000.000,-861.328,0.000,0
1637814707.601,-230.957,-420.898,-831.543,173.340,0.000,0
1637814707.605,-989.258,967.285,-16.113,-1000.000,0.000,0
1637814707.609,-956.543,-971.191,562.988,-1000.000,0.000,0
1637814707.612,646.973,778.320,128.906,-485.352,0.000,0
1637814707.616,-836.426,-644.043,-897.461,906.738,0.000,0
1637814707.620,-292.969,-478.027,-878.418,106.445,0.000,0
1637814707.624,958.496,890.625,-83.496,-963.867,0.000,0
1637814707.628,983.398,982.910,519.531,-1000.000,0.000,0
1637814707.632,930.176,-993.164,319.824,-750.000,0.000,0
1637814707.636,-583.984,-345.215,-667.969,848.633,0.000,0
1637814707.640,-710.938,-925.781,-985.840,610.352,0.000,0
1637814707.643,901.855,674.805,-245.605,-921.875,0.000,0
1637814707.648,972.656,-989.746,458.496,-1000.000,0.000,0
1637814707.651,-949.219,-952.148,382.812,-947.266,0.000,0
1637814707.655,-195.801,-33.203,-583.008,460.449,0.000,0
1637814707.659,-994.629,-1000.000,-1000.000,908.691,0.000,0
1637814707.663,592.285,330.566,-333.496,-669.434,0.000,0
1637814707.667,-979.980,-953.613,401.367,-1000.000,0.000,0
1637814707.671,-948.242,-946.777,504.395,-1000.000,0.000,0
1637814707.675,73.730,186.523,-401.855,101.074,0.000,0
1637814707.679,-1000.000,-1000.000,-1000.000,-864.746,0.000,0
1637814707.683,223.633,71.289,-443.359,-335.449,0.000,0
1637814707.686,-942.871,-946.289,311.035,-1000.000,0.000,0
1637814707.690,-948.730,-946.289,622.559,-1000.000,0.000,0
1637814707.694,231.445,235.840,-162.598,-110.840,0.000,0
1637814707.698,-1000.000,-1000.000,-1000.000,-819.336,0.000,0
1637814707.702,-6.836,-137.207,-574.707,-95.703,0.000,0
1637814707.706,-932.617,-961.914,288.086,-1000.000,0.000,0
1637814707.710,998.535,-983.887,579.590,-1000.000,0.000,0
1637814707.714,148.926,157.715,-196.777,-181.641,0.000,0
1637814707.718,-1000.000,-1000.000,-1000.000,-839.355,0.000,0
1637814707.722,-190.430,-197.754,-575.684,114.746,0.000,0
1637814707.726,998.047,992.676,317.383,-1000.000,0.000,0
1637814707.729,-918.457,-920.410,607.422,-1000.000,0.000,0
1637814707.733,293.945,406.250,-73.242,-260.254,0.000,0
1637814707.737,-1000.000,-1000.000,-1000.000,-828.613,0.000,0
1637814707.741,-202.637,-220.703,-768.555,167.969,0.000,0
1637814707.745,996.094,-991.699,84.961,-1000.000,0.000,0
1637814707.749,-927.734,-952.637,630.371,-1000.000,0.000,0
1637814707.753,496.582,619.141,20.996,-299.805,0.000,0
1637814707.757,-1000.000,-998.047,-1000.000,-844.727,0.000,0
1637814707.761,-237.793,-361.328,-822.266,166.504,0.000,0
1637814707.765,-979.492,-993.652,45.410,-1000.000,0.000,0
1637814707.768,-979.980,991.699,625.977,-1000.000,0.000,0
1637814707.772,726.074,863.281,147.461,-489.258,0.000,0
1637814707.776,-894.531,-695.312,-922.363,-919.922,0.000,0
1637814707.780,-428.223,-599.609,-879.883,297.852,0.000,0
1637814707.784,-994.141,953.613,-35.645,-1000.000,0.000,0
1637814707.788,968.750,964.355,563.477,-1000.000,0.000,0
1637814707.792,956.055,-965.820,275.879,-682.617,0.000,0
1637814707.796,-550.293,-322.266,-748.047,928.711,0.000,0
1637814707.800,-659.668,-847.168,-965.820,526.855,0.000,0
1637814707.804,939.453,772.949,-184.082,-955.566,0.000,0
1637814707.808,958.008,991.211,477.539,-1000.000,0.000,0
1637814707.812,-933.105,-937.012,456.543,-897.949,0.000,0
1637814707.815,-205.566,-28.809,-476.074,583.008,0.000,0
1637814707.819,-905.273,-1000.000,-1000.000,808.105,0.000,0
1637814707.823,707.031,437.988,-309.570,-780.762,0.000,0
1637814707.827,999.512,-962.891,440.430,-1000.000,0.000,0
1637814707.831,-933.105,-943.848,497.070,-1000.000,0.000,0
1637814707.835,60.547,193.359,-411.621,173.340,0.000,0
1637814707.839,-1000.000,-1000.000,-1000.000,-927.734,0.000,0
1637814707.843,352.051,111.328,-407.227,-437.500,0.000,0
1637814707.847,-916.504,-903.320,400.391,-1000.000,0.000,0
1637814707.851,949.707,947.266,515.137,-965.332,0.000,0
1637814707.854,43.457,52.246,-347.168,125.977,0.000,0
1637814707.858,-1000.000,-1000.000,-1000.000,-835.449,0.000,0
1637814707.862,99.121,-64.941,-510.742,-165.039,0.000,0
1637814707.866,-944.824,-972.168,315.918,-1000.000,0.000,0
1637814707.870,-950.195,-935.547,659.180,-1000.000,0.000,0
1637814707.874,235.840,259.766,-85.938,-269.531,0.000,0
1637814707.878,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814707.882,-98.145,-191.895,-657.227,68.848,0.000,0
1637814707.886,-977.539,995.117,261.719,-1000.000,0.000,0
1637814707.890,-924.805,-915.039,667.969,-1000.000,0.000,0
1637814707.893,287.598,401.367,-78.613,-245.605,0.000,0
1637814707.897,-1000.000,-1000.000,-1000.000,-887.695,0.000,0
1637814707.901,-130.859,-147.461,-729.004,96.680,0.000,0
1637814707.905,-977.051,-969.727,174.805,-1000.000,0.000,0
1637814707.909,968.750,959.473,578.125,-1000.000,0.000,0
1637814707.913,305.176,460.938,-118.652,-77.637,0.000,0
1637814707.917,-1000.000,-983.887,-1000.000,-847.656,0.000,0
1637814707.921,-233.398,-314.941,-812.988,159.180,0.000,0
1637814707.925,-987.793,-980.957,47.852,-1000.000,0.000,0
1637814707.929,-972.656,985.840,628.906,-1000.000,0.000,0
1637814707.933,702.637,864.746,152.344,-458.496,0.000,0
1637814707.937,-919.434,-703.125,-935.059,-903.809,0.000,0
1637814707.940,-382.324,-552.734,-885.742,288.086,0.000,0
1637814707.944,-981.445,978.027,-9.277,-1000.000,0.000,0
1637814707.948,972.168,956.543,614.746,-1000.000,0.000,0
1637814707.952,927.246,-963.867,274.414,-637.207,0.000,0
1637814707.956,-605.469,-346.191,-794.434,978.516,0.000,0
1637814707.960,-621.094,-799.805,-929.199,516.602,0.000,0
1637814707.964,955.566,824.707,-34.668,-951.172,0.000,0
1637814707.968,957.520,983.398,562.500,-1000.000,0.000,0
1637814707.971,-941.406,-936.035,374.023,-876.953,0.000,0
1637814707.976,-270.996,-63.477,-587.891,615.234,0.000,0
1637814707.980,-869.629,-1000.000,-1000.000,802.734,0.000,0
1637814707.983,748.047,479.004,-291.504,-772.461,0.000,0
1637814707.987,-984.863,-949.707,473.633,-1000.000,0.000,0
1637814707.991,-996.094,999.023,471.191,-992.676,0.000,0
1637814707.995,-104.980,81.055,-469.727,278.320,0.000,0
1637814707.999,-1000.000,-1000.000,-1000.000,-933.594,0.000,0
1637814708.003,397.949,149.414,-365.723,-453.613,0.000,0
1637814708.007,-962.402,-943.359,478.027,-1000.000,0.000,0
1637814708.011,-944.824,-948.730,594.727,-1000.000,0.000,0
1637814708.014,226.562,234.375,-300.781,-54.688,0.000,0
1637814708.018,-1000.000,-1000.000,-1000.000,-817.383,0.000,0
1637814708.022,88.379,-65.430,-503.418,-163.574,0.000,0
1637814708.026,-940.430,-964.355,351.562,-1000.000,0.000,0
1637814708.030,-949.219,-936.523,627.930,-1000.000,0.000,0
1637814708.034,235.840,232.910,-166.504,-269.531,0.000,0
1637814708.038,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814708.042,-111.816,-192.383,-611.328,68.848,0.000,0
1637814708.046,-973.633,996.582,281.738,-1000.000,0.000,0
1637814708.050,-931.641,-918.457,665.039,-1000.000,0.000,0
1637814708.054,229.492,355.469,-37.109,-263.672,0.000,0
1637814708.057,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814708.061,-194.336,-212.402,-754.395,170.410,0.000,0
1637814708.065,992.188,-998.047,179.688,-1000.000,0.000,0
1637814708.069,-919.922,-937.988,679.199,-1000.000,0.000,0
1637814708.073,418.457,538.086,-13.184,-255.859,0.000,0
1637814708.077,-1000.000,-1000.000,-1000.000,-830.078,0.000,0
1637814708.081,-222.656,-328.613,-803.711,160.645,0.000,0
1637814708.085,-993.652,996.582,69.336,-1000.000,0.000,0
1637814708.089,-949.707,-978.027,649.414,-1000.000,0.000,0
1637814708.093,595.215,745.605,114.746,-458.496,0.000,0
1637814708.097,-1000.000,-850.586,-972.168,-903.809,0.000,0
1637814708.100,-420.410,-575.684,-874.512,288.086,0.000,0
1637814708.104,974.609,935.547,-20.020,-1000.000,0.000,0
1637814708.108,-987.305,995.117,597.168,-1000.000,0.000,0
1637814708.112,812.988,937.012,222.168,-637.695,0.000,0
1637814708.116,-750.977,-495.117,-836.914,978.516,0.000,0
1637814708.120,-669.922,-860.352,-955.566,516.602,0.000,0
1637814708.124,898.438,736.328,-117.188,-951.172,0.000,0
1637814708.128,993.652,-991.699,560.059,-1000.000,0.000,0
1637814708.132,980.957,-971.680,344.727,-876.953,0.000,0
1637814708.136,-369.141,-152.832,-647.949,615.234,0.000,0
1637814708.139,-970.703,-1000.000,-1000.000,804.199,0.000,0
1637814708.143,616.699,394.531,-167.480,-779.785,0.000,0
1637814708.147,-977.539,-957.031,528.320,-1000.000,0.000,0
1637814708.151,-964.355,-954.590,463.867,-1000.000,0.000,0
1637814708.155,-60.059,89.844,-453.125,190.430,0.000,0
1637814708.159,-1000.000,-1000.000,-1000.000,-922.852,0.000,0
1637814708.163,274.414,114.746,-405.273,-453.613,0.000,0
1637814708.167,-948.730,-949.707,394.043,-1000.000,0.000,0
1637814708.171,-951.660,-946.289,556.152,-1000.000,0.000,0
1637814708.175,155.273,230.469,-313.477,-54.688,0.000,0
1637814708.179,-1000.000,-1000.000,-1000.000,-817.383,0.000,0
1637814708.182,33.203,-106.934,-512.207,-163.574,0.000,0
1637814708.186,-954.102,-974.121,394.531,-1000.000,0.000,0
1637814708.190,-945.312,-930.664,642.090,-1000.000,0.000,0
1637814708.194,237.793,229.980,-213.379,-269.531,0.000,0
1637814708.198,-1000.000,-1000.000,-1000.000,-831.543,0.000,0
1637814708.202,-187.500,-201.172,-635.254,68.848,0.000,0
1637814708.206,-993.164,999.512,264.160,-1000.000,0.000,1
1637814708.210,-920.898,-916.992,629.395,-1000.000,0.000,0
1637814708.214,223.633,272.461,-127.441,-263.672,0.000,0
1637814708.218,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814708.221,-198.730,-201.172,-765.625,170.410,0.000,0
1637814708.225,996.094,996.582,106.934,-1000.000,0.000,0
1637814708.229,-916.504,-929.199,650.391,-1000.000,0.000,0
1637814708.233,322.266,453.125,-7.812,-255.859,0.000,0
1637814708.237,-1000.000,-1000.000,-1000.000,-830.078,0.000,0
1637814708.241,-207.031,-346.680,-828.613,160.645,0.000,0
1637814708.245,998.047,969.238,62.500,-1000.000,0.000,0
1637814708.249,-938.965,-948.730,664.551,-1000.000,0.000,0
1637814708.253,521.484,646.973,29.297,-458.496,0.000,0
1637814708.257,-1000.000,-953.125,-1000.000,-903.320,0.000,0
1637814708.261,-426.270,-576.172,-874.512,288.086,0.000,0
1637814708.264,951.660,910.645,-48.340,-1000.000,0.000,0
1637814708.268,-960.938,-979.980,594.238,-1000.000,0.000,0
1637814708.272,735.840,864.746,189.941,-637.695,0.000,0
1637814708.276,-849.121,-600.586,-852.051,978.516,0.000,0
1637814708.280,-653.320,-856.445,-953.125,516.602,0.000,0
1637814708.284,890.625,720.703,-121.582,-951.172,0.000,0
1637814708.288,-994.141,-983.887,563.965,-1000.000,0.000,0
1637814708.292,940.918,-993.164,357.422,-878.418,0.000,0
1637814708.296,-447.754,-212.402,-631.836,619.629,0.000,0
1637814708.299,-956.055,-1000.000,-1000.000,786.133,0.000,0
1637814708.304,627.441,393.066,-295.898,-799.805,0.000,0
1637814708.308,-979.004,-956.543,478.516,-1000.000,0.000,0
1637814708.311,-965.332,-954.102,428.711,-1000.000,0.000,0
1637814708.315,-115.234,23.926,-531.738,211.914,0.000,0
1637814708.319,-1000.000,-1000.000,-1000.000,-989.746,0.000,0
1637814708.323,356.445,194.824,-312.500,-558.105,0.000,0
1637814708.327,-959.473,-964.355,441.895,-1000.000,0.000,0
1637814708.331,-952.637,-945.312,523.438,-1000.000,0.000,0
1637814708.335,130.859,215.332,-354.004,-54.688,0.000,0
1637814708.339,-1000.000,-1000.000,-1000.000,-823.242,0.000,0
1637814708.342,34.180,-110.840,-537.109,-184.570,0.000,0
1637814708.346,-957.031,-976.562,324.219,-1000.000,0.000,0
1637814708.351,-943.848,-929.688,626.465,-1000.000,0.000,0
1637814708.354,236.816,229.980,-204.590,-268.555,0.000,0
1637814708.358,-1000.000,-1000.000,-1000.000,-834.473,0.000,0
1637814708.362,-178.711,-201.660,-634.766,45.410,0.000,0
1637814708.366,-991.211,-999.512,271.484,-1000.000,0.000,0
1637814708.370,-921.875,-917.480,638.672,-1000.000,0.000,0
1637814708.374,224.609,255.859,-128.418,-265.625,0.000,0
1637814708.378,-1000.000,-1000.000,-1000.000,-827.148,0.000,0
1637814708.382,-198.730,-198.730,-642.578,170.410,0.000,0
1637814708.385,996.094,995.605,292.969,-1000.000,0.000,0
1637814708.389,-916.504,-926.758,632.324,-1000.000,0.000,0
1637814708.393,321.777,439.453,-54.199,-255.859,0.000,0
1637814708.397,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814708.401,-207.031,-315.430,-809.082,161.621,0.000,0
1637814708.405,998.535,979.004,53.223,-1000.000,0.000,0
1637814708.409,-936.035,-950.195,633.789,-1000.000,0.000,0
1637814708.413,518.555,640.137,35.156,-439.941,0.000,0
1637814708.417,-1000.000,-966.309,-1000.000,-897.949,0.000,0
1637814708.421,-363.770,-539.551,-867.188,237.793,0.000,0
1637814708.425,979.004,930.664,8.301,-1000.000,0.000,0
1637814708.428,-970.703,-986.816,645.508,-1000.000,0.000,0
1637814708.432,740.723,871.094,177.734,-622.559,0.000,0
1637814708.436,-859.375,-619.141,-881.348,995.117,0.000,0
1637814708.440,-582.031,-792.480,-931.641,462.402,0.000,0
1637814708.444,936.523,796.875,-85.449,-972.656,0.000,0
1637814708.448,989.746,-1000.000,576.660,-1000.000,0.000,0
1637814708.452,955.566,-979.004,319.336,-854.492,0.000,0
1637814708.456,-475.586,-225.586,-682.129,682.617,0.000,0
1637814708.460,-859.375,-1000.000,-1000.000,697.754,0.000,0
1637814708.464,753.418,507.324,-239.258,-881.348,0.000,0
1637814708.468,-999.023,-967.285,494.629,-1000.000,0.000,0
1637814708.471,-958.008,-954.590,511.719,-1000.000,0.000,0
1637814708.475,-122.070,46.387,-415.039,282.227,0.000,0
1637814708.479,-1000.000,-1000.000,-1000.000,986.816,0.000,0
1637814708.483,418.457,188.477,-386.230,-583.496,0.000,0
1637814708.487,-959.961,-947.266,433.105,-1000.000,0.000,0
1637814708.491,-950.195,-948.242,529.785,-1000.000,0.000,0
1637814708.495,124.023,216.797,-376.953,0.977,0.000,0
1637814708.499,-1000.000,-1000.000,-1000.000,-833.008,0.000,0
1637814708.503,117.188,-47.852,-486.816,-247.070,0.000,0
1637814708.507,-946.289,-962.402,352.051,-1000.000,0.000,0
1637814708.511,-948.730,-938.477,595.703,-1000.000,0.000,0
1637814708.514,237.305,234.375,-234.375,-207.520,0.000,0
1637814708.518,-1000.000,-1000.000,-1000.000,-827.637,0.000,0
1637814708.522,-117.188,-202.148,-648.926,-27.344,0.000,0
1637814708.526,-974.609,-998.047,233.398,-1000.000,0.000,0
1637814708.530,-931.152,-917.480,630.859,-1000.000,0.000,0
1637814708.534,229.004,239.258,-153.320,-270.020,0.000,0
1637814708.538,-1000.000,-1000.000,-1000.000,-825.684,0.000,0
1637814708.542,-202.637,-198.730,-766.602,170.410,0.000,0
1637814708.546,-999.023,996.094,120.605,-1000.000,0.000,0
1637814708.550,-917.969,-924.316,639.648,-1000.000,0.000,0
1637814708.553,243.652,378.906,-80.566,-256.348,0.000,0
1637814708.557,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814708.561,-197.754,-333.008,-766.602,164.551,0.000,0
1637814708.565,994.141,959.473,122.559,-1000.000,0.000,0
1637814708.569,-929.688,-928.223,625.488,-1000.000,0.000,0
1637814708.573,428.223,544.922,-13.184,-366.211,0.000,0
1637814708.577,-1000.000,-1000.000,-1000.000,-868.652,0.000,0
1637814708.581,-408.691,-558.105,-876.953,175.293,0.000,0
1637814708.585,935.059,889.648,-70.801,-1000.000,0.000,0
1637814708.589,-926.758,-944.336,588.379,-1000.000,0.000,0
1637814708.592,596.680,742.676,127.441,-557.129,0.000,0
1637814708.596,-999.512,-759.766,-924.316,-956.543,0.000,0
1637814708.600,-629.395,-846.680,-947.266,403.809,0.000,0
1637814708.604,866.699,687.500,-172.852,-981.445,0.000,0
1637814708.608,-958.984,-958.496,556.641,-1000.000,0.000,0
1637814708.612,828.613,938.477,266.602,-768.555,0.000,0
1637814708.616,-622.070,-351.074,-763.672,813.477,0.000,0
1637814708.620,-929.199,-1000.000,-984.863,636.719,0.000,0
1637814708.624,626.465,378.906,-291.992,-914.062,0.000,0
1637814708.627,-970.215,-949.707,449.707,-1000.000,0.000,0
1637814708.632,-991.211,-974.121,392.090,-970.703,0.000,0
1637814708.636,-215.332,-46.387,-569.336,406.250,0.000,0
1637814708.639,-1000.000,-1000.000,-1000.000,951.172,0.000,0
1637814708.643,365.234,133.301,-397.949,-623.535,0.000,0
1637814708.647,-953.125,-954.102,416.992,-1000.000,0.000,0
1637814708.651,-960.449,-947.754,522.461,-1000.000,0.000,0
1637814708.655,41.504,178.223,-384.277,57.617,0.000,0
1637814708.659,-1000.000,-1000.000,-1000.000,-831.055,0.000,0
1637814708.663,112.305,-83.496,-508.789,-269.531,0.000,0
1637814708.667,-954.102,-974.121,390.137,-1000.000,0.000,0
1637814708.670,-946.289,-932.129,605.957,-1000.000,0.000,0
1637814708.674,237.305,231.445,-269.043,-163.574,0.000,0
1637814708.679,-1000.000,-1000.000,-1000.000,-817.871,0.000,0
1637814708.682,-129.883,-203.613,-637.695,-48.340,0.000,0
1637814708.686,-978.027,-997.070,262.695,-1000.000,0.000,0
1637814708.690,-929.199,-917.969,625.488,-1000.000,0.000,0
1637814708.694,228.027,223.145,-168.945,-271.484,0.000,0
1637814708.698,-1000.000,-1000.000,-1000.000,-825.684,0.000,0
1637814708.702,-204.102,-197.754,-756.836,170.410,0.000,0
1637814708.706,-998.047,996.094,102.539,-1000.000,0.000,0
1637814708.710,-918.457,-922.852,656.250,-1000.000,0.000,0
1637814708.714,222.656,347.168,-25.391,-256.348,0.000,0
1637814708.717,-1000.000,-1000.000,-1000.000,-829.590,0.000,0
1637814708.721,-194.336,-314.453,-813.965,165.039,0.000,0
1637814708.725,992.188,962.891,78.125,-1000.000,0.000,0
1637814708.729,-926.270,-927.734,642.578,-1000.000,0.000,0
1637814708.733,425.781,535.645,-2.930,-355.469,0.000,0
1637814708.737,-1000.000,-1000.000,-1000.000,-863.770,0.000,0
1637814708.741,-342.285,-525.391,-851.074,173.828,0.000,0
1637814708.745,963.379,907.227,-10.742,-1000.000,0.000,0
1637814708.749,-936.523,-951.172,615.234,-1000.000,0.000,0
1637814708.753,602.051,751.465,147.461,-555.176,0.000,0
1637814708.757,-1000.000,-771.973,-910.645,-955.566,0.000,0
1637814708.760,-549.805,-791.016,-934.570,403.320,0.000,0
1637814708.764,916.992,756.348,-144.531,-980.957,0.000,0
1637814708.768,-977.051,-972.168,568.848,-1000.000,0.000,0
1637814708.772,843.262,948.242,287.598,-768.555,0.000,0
1637814708.776,-648.926,-358.398,-754.883,813.477,0.000,0
1637814708.780,-837.402,-1000.000,-1000.000,636.719,0.000,0
1637814708.784,746.094,448.730,-266.602,-914.062,0.000,0
1637814708.788,-988.770,-953.613,474.609,-1000.000,0.000,0
1637814708.792,-985.840,-978.516,398.926,-970.703,0.000,0
1637814708.796,-220.703,-61.035,-559.570,406.250,0.000,0
1637814708.800,-1000.000,-1000.000,-1000.000,951.660,0.000,0
1637814708.803,402.832,139.648,-250.977,-623.535,0.000,0
1637814708.807,-953.613,-951.172,486.816,-1000.000,0.000,0
1637814708.811,-963.867,-951.660,463.379,-1000.000,0.000,0
1637814708.815,21.973,145.508,-424.805,57.617,0.000,0
1637814708.819,-1000.000,-1000.000,-1000.000,-831.055,0.000,0
1637814708.823,117.676,-83.496,-510.742,-269.531,0.000,0
1637814708.827,-955.078,-978.027,352.051,-1000.000,0.000,0
