timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1634634570.605,-312.988,-683.594,-809.082,896.973,0.000,0
1634634570.609,-930.664,693.848,-0.488,-353.027,0.000,0
1634634702.016,235.840,55.176,-505.859,54.199,0.000,0
1634634702.020,-1000.000,-1000.000,-429.199,-795.410,0.000,0
1634634702.024,-102.539,-180.664,768.066,515.625,0.000,0
1634634702.028,-971.191,990.234,387.695,-842.285,0.000,0
1634634702.032,-933.105,-916.016,-153.809,-1000.000,0.000,0
1634634702.035,230.469,225.586,-576.172,-118.164,0.000,0
1634634702.039,-1000.000,-1000.000,-490.234,-891.602,0.000,0
1634634702.043,-194.336,-243.164,672.363,771.484,0.000,0
1634634702.047,992.188,989.746,380.859,-566.406,0.000,0
1634634702.051,-919.434,-921.875,-271.484,-1000.000,0.000,0
